,Amazonas - Consumo de Cimento (t),Amazonas - IDH,Amazonas - value,Amazonas - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Amazonas - Produção de Cimento (t),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Amazonas - PIB - Estadual,Amazonas - PIB - Construção Civil,Amazonas - PIB - Per Capita,Amazonas - PIB - Preços de Mercado
2004-2,48.623,0.6977661524939551,0.3405866350084142,8.555495007999722,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,52.20479667052133,1.8660343580446703,1003.90357733241,1333.4309155338462,27.592086828408696,23.70949909187349,80.22474531493945,1.4347236270570032,48281638.85881487,2538272.0313466378,12.50931604264761,43391036.479510486
2004-3,34.555,0.6979002195840309,0.3426868899066742,8.55287969715155,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,52.61951461923928,2.4682591044696496,1004.2352498160392,1334.5546535726048,27.15452988364161,23.624413875712857,81.78820296026213,1.2964116696985146,48332058.29931884,2538451.948793647,12.509496960340057,43400636.54277338
2004-4,57.805,0.6980342866741066,0.3447907124124675,8.550264386303379,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,52.80761461923928,2.597995965707557,1004.6336050528632,1360.8498782895756,26.83633006584937,23.4693090896491,82.42572411664186,1.1961803432562788,48382477.73982281,2538631.8662406565,12.509677878032502,43410236.60603627
2004-5,39.036,0.6981683537641823,0.346482444664004,8.547649075455206,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,52.761199985092944,3.11962548014688,1005.1024154296804,1421.866006045724,26.78424585306401,23.276149938028,81.72866530840979,1.1424000581481255,48432897.18032679,2538811.7836876656,12.509858795724949,43419836.66929916
2004-6,55.436,0.6983024208542581,0.3483665507241069,8.545033764607036,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,52.68165236604531,3.1772488872004416,1005.170809671431,1462.1583120750497,26.797069646140727,23.11114287764762,80.87386496441502,1.113708864740252,48483316.62083076,2538991.701134675,12.510039713417392,43429436.73256206
2004-7,56.242,0.6984364879443338,0.3502435383179162,8.542418453758863,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,52.82107097069648,3.0414480047911314,1004.7833800501584,1478.9770043001822,26.913939765821866,23.103229035630104,80.32791946987261,1.1094313006934764,48533736.06133473,2539171.6185816843,12.51022063110984,43439036.79582495
2004-8,58.105,0.6985705550344095,0.3516973806883654,8.539803142910692,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,52.95507097069648,2.9065840103745018,1004.3024563298536,1474.274025956891,27.31985021451225,23.26596964747276,79.2941925131657,1.1931215296361175,48584155.50183871,2539351.536028694,12.510401548802284,43448636.85908784
2004-9,41.072,0.6987046221244853,0.3535445708779739,8.537187832062521,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,52.67787097069648,2.160000446369756,1003.8029230022288,1374.5289110225706,27.172882020371983,23.31178874574981,80.11163725977444,1.3353232913079816,48634574.94234268,2539531.4534757035,12.510582466494728,43458236.922350734
2004-10,55.694,0.6988386892145609,0.3553856432511028,8.534572521214349,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,52.58287097069648,1.8571257806262675,1003.7511911764695,1337.0328697549596,27.722283788119302,23.15500601262156,77.02487060355595,1.451417018912895,48684994.38284665,2539711.3709227126,12.510763384187172,43467836.98561363
2004-11,44.211,0.6989727563046366,0.3569067208933748,8.531957210366178,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,52.61240288559009,1.567242047474105,1003.9338047475096,1289.8947959013844,28.313039923409104,22.939006026231706,73.47120924477338,1.5680524594572969,48735413.82335062,2539891.288369722,12.510944301879618,43477437.04887653
2004-12,62.31,0.6991068233947124,0.3585184105711919,8.529341899518005,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,52.61242371892343,1.446092068617532,1004.3605053151113,1237.386871442456,28.67641226277532,22.544578683514725,70.10592195246336,1.6358997351460365,48785833.2638546,2540071.205816732,12.511125219572063,43487037.11213941
2005-1,39.696,0.6992408904847881,0.3601341158291887,8.526726588669835,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,52.45875024953568,1.5133448679239336,1004.6922144627272,1287.2318572716904,29.644533710614816,22.262655817481143,64.65742882868467,1.6364813162166036,48836252.70435857,2540251.123263741,12.51130613726451,43496637.17540231
2005-2,56.005,0.6993648577248498,0.3617638196347246,8.520022369359578,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,52.46155984646497,1.6486778949732752,1004.826646360764,1327.1909997457988,29.919140842399887,22.135177218175368,62.89065143227448,1.6629190729742762,48881800.87868676,2541705.3258962627,12.511353194720137,43503490.96266485
2005-3,39.376,0.6994888249649114,0.3634092606926692,8.513318150049322,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,52.71738361099252,1.85233972213598,1004.9530840515464,1377.303231286147,30.03626240225572,22.07887627734192,62.13946063366354,1.655380176492575,48927349.05301493,2543159.5285287844,12.511400252175758,43510344.74992739
2005-4,59.327,0.6996127922049731,0.3654929987289133,8.506613930739066,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,52.94356885824285,2.0969163702520746,1005.1774462980724,1429.3224870624836,29.85249291373295,22.219903045738125,63.63138705048628,1.573236061354677,48972897.22734312,2544613.731161306,12.511447309631382,43517198.53718993
2005-5,40.816,0.6997367594450348,0.367201204309007,8.49990971142881,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,52.88120030587437,2.3549938601613576,1005.1916576048112,1475.0027022449358,29.652381862872712,22.382651113676527,65.39513991473753,1.483421455053357,49018445.401671305,2546067.933793828,12.511494367087003,43524052.32445247
2005-6,58.167,0.6998607266850964,0.3689361415148868,8.493205492118554,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,52.97025632210641,2.4847587719298247,1005.0924826238022,1496.220489360468,29.405434151511688,22.59172476541479,67.60857874556557,1.408403938207511,49063993.57599948,2547522.1364263496,12.51154142454263,43530906.11171501
2005-7,46.075,0.699984693925158,0.3707001773067511,8.486501272808297,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,53.24465974003024,2.9591705366357077,1004.7643125227108,1529.623304772203,29.265363309379143,22.84712441908959,69.5887961726208,1.3538615058052927,49109541.75032767,2548976.3390588714,12.511588481998253,43537759.89897755
2005-8,61.321,0.7001086611652197,0.3731121885803515,8.479797053498041,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,53.37416619018295,2.9153108875129017,1004.0253390585028,1496.376256054126,29.214595399601095,23.032982214547182,70.76865558917484,1.3423203506602448,49155089.924655855,2550430.541691393,12.511635539453875,43544613.68624009
2005-9,49.763,0.7002326284052813,0.375566495485987,8.473092834187785,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,53.552634506665306,2.9476918398938534,1003.4928139051898,1421.366436285811,28.839688884878733,23.24160286336588,73.30271773621428,1.3295747243798153,49200638.09898403,2551884.744323915,12.511682596909502,43551467.47350264
2005-10,59.29,0.700356595645343,0.3786777484466938,8.466388614877529,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,53.60639933177098,3.128157119122954,1003.038372303811,1380.824749647778,28.474293439722256,23.439197775976407,75.68917883626088,1.3079533850772418,49246186.27331222,2553338.9469564366,12.511729654365125,43558321.26076517
2005-11,58.858,0.7004805628854047,0.3810115392267521,8.459684395567272,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,53.71508312689681,2.827463125504685,1002.8594677195542,1315.194069305475,28.00879337689957,23.575533697658667,78.20176991002006,1.2760258013392645,49291734.4476404,2554793.1495889584,12.51177671182075,43565175.04802772
2005-12,44.592,0.7006045301254663,0.3835775086738632,8.452980176257016,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,53.91299370501356,2.8898543689557123,1003.0349273963112,1279.6119681024252,27.677544940569867,23.65221641779408,79.90008818962133,1.25008849757042,49337282.62196858,2556247.35222148,12.511823769276372,43572028.83529025
2006-1,51.658,0.700728497365528,0.3857608542500048,8.44627595694676,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,53.930569691754,2.8937447906124363,1003.1436756241774,1278.8970146002928,27.534731302340383,23.73006360503702,80.82901681558168,1.2210793924604246,49382830.79629677,2557701.554854002,12.511870826731997,43578882.6225528
2006-2,47.766,0.7008426884623926,0.3879500724488854,8.445286910719794,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,54.03313702516262,2.623624433429509,1003.6011920739378,1227.297354762923,27.32923317825972,23.806878923167037,82.03946986024656,1.1338608343753802,49418184.08704109,2559041.3665855504,12.509630862875706,43576184.80057915
2006-3,63.752,0.7009568795592571,0.390141163008895,8.444297864492828,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,54.26093988954305,2.706902579459588,1004.019771034995,1255.4775223695267,27.3141592439869,23.79623705628955,82.03578527263718,1.081792057915687,49453537.37778541,2560381.178317099,12.507390899019418,43573486.97860551
2006-4,39.106,0.7010710706561217,0.392742270623226,8.443308818265862,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,54.28456081342681,2.77437205170844,1004.4428170540388,1290.1193041734082,27.39569554232452,23.75268892937722,81.48009376529536,1.0447408768282984,49488890.66852972,2561720.990048647,12.505150935163128,43570789.156631865
2006-5,56.476,0.7011852617529863,0.3949453636479354,8.442319772038896,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,54.666192368410215,2.59730874293141,1004.7949643064358,1358.5029568402776,27.63873427655676,23.65977448518414,80.06649633517254,1.0366083520656957,49524243.95927404,2563060.8017801954,12.50291097130684,43568091.33465822
2006-6,41.108,0.701299452849851,0.3971588926067911,8.44133072581193,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,55.07511058031466,2.668130958204682,1004.7705249581852,1471.472621177039,28.049502738627865,23.500854419542964,77.73355490481121,1.1021787859804923,49559597.25001836,2564400.613511744,12.50067100745055,43565393.512684576
2006-7,59.763,0.7014136439467156,0.399379144481948,8.440341679584964,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,55.59711993162627,2.807354059930172,1004.4209645227374,1515.5228947095973,28.486983324907865,23.457420980908918,75.8171776530839,1.1524369258320442,49594950.54076268,2565740.4252432925,12.49843104359426,43562695.69071093
2006-8,63.997,0.7015278350435801,0.4022186466485609,8.439352633358,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,55.82316174715545,2.894772542307712,1003.9265594504216,1524.2406647861958,28.604550486372663,23.437844812131317,75.27384183879461,1.186533673231965,49630303.831507,2567080.236974841,12.49619107973797,43559997.86873728
2006-9,56.749,0.7016420261404447,0.405086427586524,8.438363587131034,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,56.06179625279747,3.3973763296278343,1003.6131582958756,1505.9965832900302,28.65352653477954,23.510115227501647,75.39044419184661,1.1940690877764548,49665657.12225132,2568420.048706389,12.49395111588168,43557300.04676364
2006-10,50.074,0.7017562172373093,0.4079750369071067,8.437374540904068,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,56.45357023814648,3.781236779513681,1003.2978579636768,1410.0597269843106,28.444171767307097,23.67716592664167,76.93831137622082,1.1419223362153048,49701010.41299564,2569759.860437938,12.491711152025392,43554602.22478999
2006-11,58.841,0.7018704083341738,0.4110891061653925,8.436385494677102,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,57.02621716197198,3.884676607801521,1003.3484116733654,1367.8883007492125,28.241539139153023,23.69876577789733,77.76743729321933,1.1578165653483974,49736363.70373995,2571099.672169486,12.489471188169102,43551904.40281635
2006-12,36.857,0.7019845994310384,0.4141336446403317,8.435396448450136,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,57.37615214720427,3.983355847354483,1003.4466473467916,1335.0704481486907,28.0662987188385,23.761985542079977,78.7658471149216,1.134013660535537,49771716.99448427,2572439.4839010346,12.487231224312811,43549206.5808427
2007-1,57.622,0.702098790527903,0.4171053841111304,8.43440740222317,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,57.39796293145489,3.802765701608074,1003.5720862588272,1291.760607787807,27.84083709024272,23.82981161364544,79.99892438862253,1.100680729557444,49807070.28522859,2573779.295632583,12.484991260456525,43546508.75886906
2007-2,51.061,0.7022035291883876,0.4201047977495373,8.43128061887538,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,57.35300808822876,3.5706239837391758,1003.7953151089793,1308.257260648743,27.79412414866517,23.84643380856303,80.22311718455703,1.100568641355937,49837505.11294495,2573364.7397459294,12.482967496364322,43542281.85927479
2007-3,57.695,0.702308267848872,0.4232342054661662,8.428153835527592,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,57.53967029724435,3.424302740525788,1004.114277504543,1318.6938795387546,27.580761151157837,23.871285619066292,81.26517009420391,1.0044141760236804,49867939.94066131,2572950.183859276,12.480943732272122,43538054.95968052
2007-4,55.162,0.7024130065093566,0.4262918574003192,8.425027052179802,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,57.34061492349439,3.504959481845158,1004.4848740554968,1348.2966477996997,27.64493358772572,23.841345000264035,80.85464710967742,0.973831991600328,49898374.76837767,2572535.6279726224,12.47891996817992,43533828.06008625
2007-5,41.137,0.702517745169841,0.4293693851283071,8.421900268832012,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,57.69310565951992,3.611714102854413,1004.6346713137,1388.2352667426985,27.70779926760169,23.72164150045174,80.03342803091361,0.9609750802383024,49928809.59609403,2572121.0720859687,12.47689620408772,43529601.16049198
2007-6,62.169,0.7026224838303256,0.432474858206252,8.418773485484223,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,57.7766139320433,3.824995609056714,1004.7735437566683,1433.013735286512,27.80940115351223,23.640463093404605,79.2582977063532,0.9531068756546774,49959244.42381039,2571706.516199315,12.47487243999552,43525374.26089771
2007-7,59.404,0.7027272224908101,0.4356083014040349,8.415646702136433,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,57.79280490367467,3.86247554265637,1004.4823108633468,1441.0627690158522,28.009878271104075,23.615799698801634,78.28372722698282,0.9969062935743128,49989679.25152674,2571291.9603126617,12.472848675903318,43521147.36130344
2007-8,64.462,0.7028319611512945,0.4389737733243877,8.412519918788643,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,57.801440519259245,3.922580464315743,1003.9170464595528,1450.675400063752,28.21147303129996,23.591045659319803,77.37765367487233,1.0394512143376216,50020114.07924311,2570877.404426008,12.470824911811118,43516920.46170917
2007-9,57.133,0.7029366998117791,0.4418484995436537,8.409393135440855,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,57.49560938311794,3.845555220764199,1003.5420247830004,1424.4073841224003,28.181275888479583,23.622696330248733,77.65753153184338,1.056019233494667,50050548.90695947,2570462.8485393543,12.468801147718915,43512693.562114894
2007-10,53.736,0.7030414384722635,0.4450379281978918,8.406266352093064,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,57.69385376835168,3.861791540887555,1003.1318737109812,1363.779866282851,28.009118912573747,23.596441183336037,78.2875776082959,1.0641388176407791,50080983.73467583,2570048.292652701,12.466777383626717,43508466.66252063
2007-11,54.047,0.7031461771327481,0.4476167073764877,8.403139568745274,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,57.91547528746556,3.864497205765435,1003.1218094067316,1315.1701793230145,27.72703840036673,23.601028427564504,79.50893517376025,1.036719521989911,50111418.56239219,2569633.736766047,12.464753619534516,43504239.76292636
2007-12,53.303,0.7032509157932325,0.4500984455019925,8.400012785397486,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,58.004646556048606,3.7982681445651942,1003.3876856802914,1257.298315093591,27.264969269782828,23.579818848629667,81.34778695982769,1.0067197052131516,50141853.39010855,2569219.1808793936,12.462729855442316,43500012.863332085
2008-1,77.287,0.7033556544537171,0.4524764238046074,8.396886002049696,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,58.06308845096768,3.736556037334108,1003.4418968376618,1249.2782328198505,27.132609030859932,23.5897374009227,81.95856205681059,0.9888768642553724,50172288.217824906,2568804.62499274,12.460706091350117,43495785.963737816
2008-2,42.181,0.7034512643846385,0.4548583742036809,8.398867115384386,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,58.06189495625777,3.5615004721571277,1003.7288701875564,1243.5857340524435,27.024981659125096,23.6259148943721,82.55633710091486,0.9531443578577644,50197439.40033639,2569315.0611380907,12.458474403418649,43492416.07845311
2008-3,56.733,0.7035468743155598,0.4573462987292889,8.400848228719076,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,58.23774715893317,3.628697559368229,1004.023717129973,1248.9880785561852,26.960353547759976,23.61441126428824,82.78305270189314,0.9075563075903912,50222590.582847886,2569825.497283441,12.456242715487177,43489046.1931684
2008-4,63.01,0.7036424842464812,0.4599423219072562,8.402829342053765,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,58.16817179708399,3.590474818328884,1004.3006674753192,1305.4782951344444,27.16280475797791,23.57031309939768,81.7034324469194,0.8766082338900586,50247741.76535937,2570335.933428792,12.454011027555708,43485676.307883695
2008-5,61.179,0.7037380941774026,0.4621300780559099,8.404810455388455,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,58.19624549062801,3.613540418216161,1004.615532174708,1377.7013797570685,27.677535099947143,23.500275014335987,79.28404245144596,0.9240388801409942,50272892.94787087,2570846.369574142,12.45177933962424,43482306.42259899
