,Espírito Santo - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Espírito Santo - IDH,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Espírito Santo - Consumo de Cimento (t),Espírito Santo - PIB - Estadual,Espírito Santo - PIB - Construção Civil,Espírito Santo - PIB - Per Capita,Espírito Santo - PIB - Preços de Mercado,Espírito Santo - Produção de Cimento (t),Espírito Santo - value
2004-8,8.094338150249554,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,0.7630653624464555,2.218931126464556,1011.550707283878,1628.3709782679107,27.19305440608498,22.933190873747414,78.88495248741673,2.159441322817807,59.589,64924206.65941039,3586189.334251312,16.931832132190678,60095777.4015573,103.78030609516946,0.2690814523010943
2004-9,8.092447310957795,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,0.7632157345263769,2.2650619698627894,1011.2800742298411,1644.9279041386817,27.42338275751137,23.194475219492052,79.04503503515619,2.1563364965533625,59.411,64996090.433329925,3589203.0563169788,16.936895873398,60119964.72514865,104.26430609516947,0.2682357984579538
2004-10,8.090556471666037,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,0.7633661066062983,2.3101572027219444,1011.0150293071142,1661.214811682499,27.649907500721977,23.45164966368376,79.20363546575351,2.152938675767228,53.873,65067974.20724947,3592216.778382646,16.941959614605324,60144152.04874,104.81880609516948,0.2673052190024698
2004-11,8.088665632374278,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,0.7635164786862199,2.353845287729827,1010.7577392395048,1677.1044701921378,27.870889460428003,23.702764125063997,79.35967125479453,2.1492342704500245,54.406,65139857.981169015,3595230.500448313,16.94702335581265,60168339.37233136,105.08582737176522,0.2663165520156825
2004-12,8.086774793082519,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,0.7636668507661413,2.395754687574246,1010.5103707508206,1692.469648960372,28.084589461340624,23.94586852237424,79.51205987786518,2.145209690592376,50.885,65211741.75508855,3598244.22251398,16.952087097019973,60192526.69592271,105.69553570509852,0.2652441281586055
2005-1,8.08488395379076,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,0.7638172228460627,2.435513864943011,1010.275090564869,1707.1831172799757,28.28926832817102,24.17901277435597,79.65971881055133,2.140851346184905,56.49,65283625.5290081,3601257.944579647,16.957150838227296,60216714.01951406,106.50335203162916,0.2641070175117777
2005-2,8.077646977261674,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,0.7639555605315066,2.4727512825239275,1010.0540654054575,1721.1176444437233,28.48318688563038,24.40024679975068,79.80156552843884,2.1361456472182327,53.578,65345299.56555947,3604408.834657041,16.95994570407319,60231548.17622113,107.20857880778486,0.2629164490610971
2005-3,8.070410000732588,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,0.7640938982169506,2.5070954030048065,1009.849461996394,1734.145999744389,28.66460595842989,24.60762051729983,79.93651750711362,2.1310790036829834,60.481,65406973.60211083,3607559.724734435,16.96274056991908,60246382.3329282,109.2520739482891,0.2616043040511964
2005-4,8.063173024203502,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,0.7642322359023945,2.5381746890734544,1009.6634470614854,1746.1409524747469,28.831786371280725,24.799183845744903,80.06349222216154,2.1256378255697785,64.833,65468647.63866221,3610710.614811829,16.965535435764973,60261216.48963528,110.25490118916642,0.2602913029082975
2005-5,8.055936047674416,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,0.7643705735878384,2.5656176034176807,1009.4981873245396,1756.9752719275712,28.982988948894075,24.972986703827385,80.1814071491685,2.119808522869241,64.063,65530321.675213575,3613861.5048892223,16.968330301610866,60276050.646342345,111.42390347577596,0.258731515910036
2005-6,8.04869907114533,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,0.7645089112732825,2.5890526087252925,1009.3558495093644,1766.5217273956362,29.11647451598112,25.127079010288742,80.28917976372037,2.113577505571994,66.518,65591995.71176494,3617012.394966616,16.97112516745676,60290884.803049415,112.53838856767167,0.2575331208237804
2005-7,8.041462094616245,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,0.7646472489587264,2.6081081676840987,1009.2386003397668,1774.6530881717165,29.230503897253044,25.25951068387047,80.38572754140304,2.1069311836686597,65.453,65653669.74831631,3620163.28504401,16.973920033302655,60305718.95975648,113.5749121308306,0.2569127335526598
2005-8,8.034225118087159,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,0.7647855866441703,2.622412742981908,1009.1486065395547,1781.2421235485854,29.32333791742104,25.36833164331403,80.46996795780241,2.09985596714986,76.604,65715343.78486768,3623314.175121404,16.976714899148547,60320553.11646355,114.83553327822776,0.2556462695054123
2005-9,8.026988141558073,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.7649239243296143,2.6315947973065272,1009.0880348325358,1786.161602819018,29.39323740119627,25.451591807360906,80.54081848850434,2.0923382660062173,68.541,65777017.821419045,3626465.065198798,16.97950976499444,60335387.27317062,116.05627998475548,0.2556497824536995
2005-10,8.019751165028987,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.7650622620150582,2.635282793345766,1009.0590519425172,1789.2842952757885,29.43846317328994,25.50734109475258,80.59719660909472,2.084364490228356,64.374,65838691.85797042,3629615.955276192,16.982304630840332,60350221.42987769,118.08150822580107,0.2560689908650969
2005-11,8.012514188499901,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.7652005997005021,2.6331051937874315,1009.0638245933064,1790.4829702116704,29.45727605841322,25.53362942423053,80.63801979515945,2.0759210498068965,62.128,65900365.89452179,3632766.8453535857,16.985099496686225,60365055.58658476,119.73497101678402,0.2569180094586827
2005-12,8.005277211970816,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.7653389373859462,2.624690461319333,1009.1045195087116,1789.630396919439,29.4479368812773,25.528506714536228,80.6622055222844,2.0669943547324627,65.904,65962039.93107315,3635917.73543098,16.987894362532117,60379889.74329183,121.44653479767038,0.2573824530721662
2006-1,7.998040235441731,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.7654772750713901,2.6096670586292774,1009.1833034125395,1786.599344691867,29.40870646659336,25.49002288441116,80.66867126605544,2.0575708149956773,62.346,66023713.96762452,3639068.6255083736,16.99068922837801,60394723.8999989,122.78067187567233,0.257863999922695
2006-2,7.995631899831213,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.7656039672887721,2.5876634484050745,1009.3023430285984,1781.2625828217297,29.337845639072583,25.416227852596798,80.6563345020585,2.0476368405871623,57.632,66074533.5938445,3639699.7686833097,16.99140742945691,60400576.28231652,124.04110794533784,0.258364309825544
2006-3,7.993223564220695,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.7657306595061542,2.5583080933345315,1009.4638050806956,1773.4928806018015,29.23361522342616,25.305171537834617,80.62411270587943,2.03717884149754,63.97,66125353.22006449,3640330.9118582457,16.99212563053581,60406428.66463414,126.089361185061,0.2588851079260874
2006-4,7.990815228610178,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.7658573517235362,2.521229456105457,1009.669856292638,1763.1630073248562,29.09427604436526,25.15490385886611,80.5709233531041,2.026183227717434,48.573,66176172.84628447,3640962.055033182,16.992843831614707,60412281.04695176,127.90222503511863,0.259428099891456
2006-5,7.98840689299966,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.7659840439409182,2.4760559994056583,1009.922663388234,1750.145732283668,28.91808892660108,24.963474734432747,80.49568391931844,2.014636409237466,57.372,66226992.47250445,3641593.198208118,16.993562032693607,60418133.42926937,130.4372386576264,0.2599950553087709
2006-6,7.985998557389143,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.7661107361583003,2.4224161859229456,1010.2243930912908,1734.3138247710112,28.7033146948448,24.728934083276005,80.3973118801083,2.0025247960482586,53.37,66277812.09872444,3642224.341383054,16.994280233772507,60423985.81158699,132.68232124903557,0.2603920574071738
2006-7,7.983590221778625,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,0.7662374283756823,2.3599384783451254,1010.577212125616,1715.5400540796595,28.4482141738076,24.449331824137364,80.27472471105959,1.9898347981404347,54.255,66328631.72494442,3642855.48455799,16.994998434851407,60429838.19390461,135.39820678934615,0.2608087707132521
2006-8,7.981181886168108,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.7663641205930642,2.2882513393600066,1010.983287215017,1693.6971895023885,28.15104818820067,24.122717875758298,80.12683988775818,1.976552825504617,58.264,66379451.3511644,3643486.627732927,16.995716635930307,60435690.57622223,138.47889492967258,0.2612486224511161
2006-9,7.978773550557591,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.7664908128104463,2.206983231655397,1011.4447850833014,1668.6580003319712,27.810077562735184,23.74714215688029,79.95257488578994,1.962665288131428,54.972,66430270.97738439,3644117.770907863,16.996434837009208,60441542.95853985,141.3592334773155,0.2618846871480553
2006-10,7.976365214947073,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.7666175050278283,2.1157626179191062,1011.9638724542768,1640.2952558611823,27.42356312212234,23.320654586244824,79.75084718074078,1.948158596011489,54.028,66481090.60360437,3644748.914082799,16.997153038088108,60447395.34085747,144.14215036266543,0.2626693583458124
2006-11,7.973956879336556,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,0.7667441972452104,2.0142179608389403,1012.5427160517507,1608.481725382796,26.989765691073305,22.84130508259337,79.52057424819657,1.9330191591354249,55.19,66531910.22982435,3645380.057257735,16.997871239167004,60453247.723175086,147.2080961640429,0.2640155652711868
2006-12,7.971548543726038,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,0.7668708894625924,1.9019777231027095,1013.1834825995307,1573.0901781895864,26.506946094299277,22.30714356466741,79.26067356374321,1.9172333874938567,53.589,66582729.85604434,3646011.200432671,16.998589440245905,60459100.1054927,149.37730573123224,0.2653971777866052
2007-1,7.969140208115521,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,0.7669975816799744,1.8419490154602296,1013.8065520993345,1515.2646336373018,26.02767617127496,21.80147157418075,79.10020721326164,1.9301706909242191,76.743,66633549.48226432,3646642.343607607,16.999307641324805,60464952.48781032,151.2204847113574,0.2672492808402379
2007-2,7.966260040426844,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,0.7671130173557101,1.5529222774923157,1014.708406938044,1505.92498576785,25.33254176267281,20.980638240847416,78.49227710573477,1.85549327156938,67.311,66673914.84239672,3648261.1385826254,16.99886547492069,60463692.7840571,152.32026292931104,0.2691623882551044
2007-3,7.963379872738168,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,0.7672284530314459,1.4977006624346345,1015.629227043864,1467.397463825986,24.703388323519373,20.287395019947944,78.23232340203106,1.838862153844513,85.163,66714280.202529125,3649879.9335576463,16.99842330851658,60462433.080303885,154.20086872770955,0.2711265910957984
2007-4,7.960499705049491,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.7673438887071816,1.3662720910060633,1016.3111490868748,1373.750395878095,24.094997386499404,19.653447247290494,77.98904383213859,1.8732899572239288,69.22,66754645.56266153,3651498.728532666,16.997981142112465,60461173.37655066,154.62937474361607,0.2730086785865047
2007-5,7.957619537360815,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.7674593243829174,1.1282721617061593,1017.528921134762,1343.5900382311154,23.2923739195499,18.76450841615768,77.53134947303295,1.882475326039914,76.813,66795010.92279393,3653117.523507685,16.997538975708355,60459913.67279744,156.07469053044156,0.274819237273815
2007-6,7.954739369672138,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.7675747600586531,1.0554752552131268,1018.5151716267666,1328.4504008052504,22.887580356707456,18.360479885134417,77.51829964736791,1.9219795468270515,75.526,66835376.282926336,3654736.3184827054,16.997096809304242,60458653.96904422,157.24182904176126,0.2769842928118513
2007-7,7.951859201983462,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.7676901957343889,0.9530711720953152,1018.4755433823372,1351.9939105164017,22.9430364894568,18.2532212074012,76.65231455901612,2.0271419905762214,81.935,66875741.64305873,3656355.113457725,16.99665464290013,60457394.265291005,158.95396048000802,0.2789322759136486
2007-8,7.948979034294785,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.7678056314101246,1.091405106756417,1017.8680938218836,1402.571633743937,23.1775278666842,18.38636543928593,76.18446511344462,2.100212762365924,86.992,66916107.003191136,3657973.908432744,16.996212476496016,60456134.56153779,160.74761452795042,0.2810143073904035
2007-9,7.946098866606109,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.7679210670858603,1.1330386541625186,1016.6370539753434,1471.40679713104,23.783529121804776,18.83879662692177,75.46478731706716,2.229935621933234,82.44,66956472.36332354,3659592.703407765,16.995770310091903,60454874.85778457,162.06984067590392,0.2831034510207095
2007-10,7.943218698917432,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.7680365027615961,1.316732123799803,1015.1860460005626,1499.989449076363,24.378088622809457,19.344777359619503,75.0553633845767,2.2883565102868566,93.881,66996837.72345594,3661211.498382784,16.995328143687793,60453615.15403135,163.42803579204983,0.285092301399628
2007-11,7.940338531228756,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.7681519384373318,1.5501802869684715,1014.2008084647476,1523.3973096061452,24.872831027261608,19.863893279029043,75.23628650987659,2.2991645806115337,92.572,67037203.08358835,3662830.293357804,16.99488597728368,60452355.450278126,164.2045975791161,0.2869091036554348
2007-12,7.937458363540079,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.7682673741130676,1.533277595985334,1013.6056656769132,1528.1393154697892,25.25749223146084,20.36313432730776,75.78325049840939,2.2125926693419613,86.158,67077568.44372075,3664449.088332824,16.994443810879567,60451095.74652491,165.09026342732696,0.288435452516593
2008-1,7.934578195851403,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.7683828097888032,1.7539439285221388,1013.1315355769324,1481.7381303982827,25.47628419643475,20.65495599571927,76.17302327239528,2.093511802074698,94.468,67117933.80385315,3666067.883307843,16.994001644475453,60449836.04277169,166.14633952180975,0.2900895953623976
2008-2,7.937055046323548,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.7684873778493082,1.6799308019413923,1013.3830321677196,1440.5246557749138,25.251928878995653,20.492767613472388,76.47218589845848,1.979972158658829,87.485,67140018.5956746,3667501.9781912975,16.98912194048768,60436839.78629619,167.2779653921391,0.2917676687387181
2008-3,7.9395318967956925,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.7685919459098133,1.5606177205172262,1014.23155728347,1359.2607265377767,24.672406185674685,20.02008319983786,76.9481100858804,1.8593092702463196,95.606,67162103.38749605,3668936.0730747534,16.98424223649991,60423843.529820696,169.21443187064526,0.2933636556553134
2008-4,7.942008747267837,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.7686965139703182,1.5060313891011474,1015.5605921059122,1306.7955012131663,23.840905798181428,19.141890028018047,76.76006391327643,1.8140917493309665,99.359,67184188.17931749,3670370.1679582098,16.979362532512134,60410847.2733452,170.16029045606533,0.2950877076497875
2008-5,7.944485597739982,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.7688010820308233,1.3541032526718035,1016.8390165921307,1266.4100420455184,23.115298745896386,18.37189750114214,76.47814345183546,1.8215382702139664,100.512,67206272.97113894,3671804.262841665,16.974482828524362,60397851.016869694,171.6652305666969,0.2968766792366922
