,Espírito Santo - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Espírito Santo - IDH,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Espírito Santo - Consumo de Cimento (t),Espírito Santo - PIB - Estadual,Espírito Santo - PIB - Construção Civil,Espírito Santo - PIB - Per Capita,Espírito Santo - PIB - Preços de Mercado,Espírito Santo - Produção de Cimento (t),Espírito Santo - value
2003-1,8.177444435699833,0.7240323223220154,-5331.049150116268,11.520142924731228,1.6114984011933968,1.0365342950716354,177206913.03714657,7330309.193826131,0.9696488878423896,0.760059213077231,1.6379862780161063,1014.8863256853316,1430.2876761222744,24.394984494326422,19.768291225462708,76.99551730658592,2.181754593822302,48.426,63425371.885078445,3523986.8995798714,16.79930798970507,59482492.51264176,98.17124,0.2684448715951248
2003-2,8.171621901499169,0.6902970479188117,-5318.079644051534,11.189861881849811,1.4503889427633918,0.9934494214635804,177388401.60938227,7335910.173263511,0.9507826970690516,0.7602220084780456,1.6384860971685162,1014.8899365088316,1430.121567043832,24.39423041591804,19.767195975227565,76.99412698204898,2.1806482812283114,54.969,63508342.58148637,3527412.431264186,16.80739781920793,59519490.314623095,97.89731692307691,0.2705115545462301
2003-3,8.165799367298504,0.6696806488591152,-5436.417870121553,10.82079163233486,1.870184311511264,0.9730199952886446,177569890.18161798,7341511.152700892,0.9383319190618296,0.7603848038788601,1.6387776583407552,1014.89204282254,1430.0246700814075,24.39379053684648,19.766557079257066,76.99331595940245,2.18000293221515,53.847,63591313.2778943,3530837.9629485,16.815487648710793,59556488.11660443,98.07053914529916,0.2719413600532428
2003-4,8.159976833097842,0.6604937853917251,-5707.015273535643,10.417840426092068,1.3552874765398468,0.940488752580393,177751378.75385368,7347112.132138272,0.9264010581332036,0.7605475992796746,1.6388088970377808,1014.8922684990088,1430.014288264005,24.39374340694596,19.766488626117365,76.99322906411888,2.1799337876780256,50.375,63674283.97430223,3534263.494632814,16.823577478213657,59593485.91858578,98.46078914529916,0.2733208658231089
2003-5,8.154154298897177,0.6483369045565663,-5599.317940972945,9.959689613256948,1.5855384957135032,0.9174932274418915,177932867.32608938,7352713.111575652,0.9516834453474324,0.7607103946804892,1.6553405830918624,1014.8074066625064,1434.1317718855098,24.464335345191778,19.846792757019035,77.04197681586386,2.180095580558248,52.576,63757254.67071016,3537689.0263171284,16.83166730771652,59630483.72056712,99.08413397288535,0.274452875136567
2003-6,8.148331764696513,0.6327588982490451,-5720.383331634745,9.432414860416127,1.7078914536714904,0.9127593777790712,178114355.8983251,7358314.091013032,0.9096671663294,0.7608731900813037,1.6724211071132824,1014.712958495724,1439.4712877934835,24.54301678519676,19.93571587503526,77.09438819104189,2.179754870993872,51.603,63840225.36711809,3541114.558001443,16.83975713721938,59667481.52254845,99.37773397288538,0.2749320971086862
2003-7,8.14250923049585,0.6380135035998685,-5884.375046061743,8.822929754380787,1.5982839320937383,0.9100665913481976,178295844.4705608,7363915.070450412,0.8904414926874215,0.7610359854821183,1.694039080278499,1014.5915976031388,1446.4492459828905,24.643982246318227,20.049780310376367,77.16155531528949,2.179325017048466,57.26,63923196.06352602,3544540.089685757,16.847846966722244,59704479.3245298,100.35947590836923,0.2759694718677873
2003-8,8.136686696295186,0.6346344548960355,-5959.855464930735,8.332469749880811,1.7218082520903182,0.8898926477529421,178477333.0427965,7369516.049887793,0.8702308928724296,0.7611987808829327,1.7198229652753203,1014.4454907085576,1454.9384157465056,24.765492553267347,20.18703598178383,77.24239566419254,2.178792428712654,54.309,64006166.75993394,3547965.6213700715,16.855936796225105,59741477.126511134,100.78494465836924,0.2756741350393389
2003-9,8.130864162094522,0.6323269495840285,-6014.809970017429,7.939983702859978,1.6351282376087797,0.8665147784673063,178658821.6150322,7375117.029325173,0.844478552685211,0.7613615762837472,1.7494012247915551,1014.2768045357888,1464.8115663771025,24.905808530755312,20.345532807999128,77.33582671333694,2.178143515977058,56.559,64089137.45634187,3551391.153054386,16.864026625727966,59778474.92849247,100.92609617352072,0.2751085702952285
2003-10,8.125041627893857,0.629038170305887,-6121.266757398654,7.604976000172705,1.8119435424411887,0.8493838484375612,178840310.1872679,7380718.008762553,0.8421829305905358,0.7615243716845618,1.7824023215150109,1014.0877058086392,1475.9414671674558,25.0631910034933,20.523320707763737,77.44076593830856,2.1773646888323,55.945,64172108.1527498,3554816.6847387003,16.872116455230827,59815472.73047381,101.3878314676384,0.274467079779394
2003-11,8.119219093693193,0.6315074373857803,-6097.745583517717,7.313008932848318,1.6375042967189617,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,0.7616871670853763,1.8184547181334965,1013.8803612509168,1488.2008874103394,25.2359007961925,20.718449599819145,77.55613081469329,2.1764423572690035,51.371,64255078.84915773,3558242.216423014,16.88020628473369,59852470.53245515,101.41434575335268,0.2741602723979894
2003-12,8.11339655949253,0.6292469617617195,-6082.10009002275,7.034262103245153,1.7623760541706297,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,0.7618499624861909,1.85718687733482,1013.6569375864292,1501.462596398528,25.422198733564088,20.928969402906823,77.68083881807702,2.1753629312777907,47.913,64338049.54556566,3561667.7481073285,16.888296114236553,59889468.33443649,101.58581797557488,0.2737866573962578
2004-1,8.107574025291866,0.6279521987366027,-6360.043009879893,6.775421109777445,1.3607725559131063,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,0.7620127578870054,1.898227261806789,1013.4196015389836,1515.5993634247952,25.620345640319258,21.15293003576825,77.81380742404562,2.174112820849284,48.646,64421020.24197359,3565093.279791643,16.896385943739414,59926466.13641783,101.96730446206136,0.2733488146830943
2004-2,8.105683186000107,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,0.7621631299669268,1.941204334237213,1013.1705198323876,1530.4839577819157,25.828602341169184,21.388381417144902,77.95395410818497,2.172678435974106,43.597,64492904.01589313,3568107.00185731,16.901449684946737,59950653.46000918,102.09069919890348,0.2728452028989174
2004-3,8.103792346708348,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,0.7623135020468483,1.985746557313899,1012.9118591904488,1545.9891487626635,26.04522966082505,21.633373465778263,78.10019634608099,2.1710461866428794,56.331,64564787.78981267,3571120.7239229768,16.90651342615406,59974840.78360053,102.5410325322368,0.2722785016230249
2004-4,8.101901507416589,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,0.7624638741267697,2.031482393724656,1012.645786336975,1561.987705659813,26.26848842399805,21.88595610040981,78.25145161331953,2.1692024828462264,48.488,64636671.56373221,3574134.445988644,16.911577167361386,59999028.10719189,102.02955753223682,0.2716472844430239
2004-5,8.100010668124831,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,0.7626142462066912,2.078040306157292,1012.3744679957734,1578.352397766138,26.49663945539936,22.14417923978102,78.40663738548649,2.1671337345747705,52.856,64708555.33765176,3577148.168054311,16.91664090856871,60023215.43078324,102.6291916785783,0.2711419524870305
2004-6,8.098119828833072,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,0.7627646182866126,2.1250487572996146,1012.1000708906518,1594.9559943744134,26.72794357974016,22.40609280263337,78.56467113816775,2.164826351819133,53.379,64780439.1115713,3580161.8901199778,16.921704649776032,60047402.75437459,102.8639297738164,0.2705731054093355
2004-7,8.096228989541313,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,0.762914990366534,2.172136209839433,1011.8247617454174,1611.6712647774127,26.96066162173164,22.66974670770834,78.7244703469492,2.162266744569938,55.198,64852322.88549084,3583175.612185645,16.926768390983355,60071590.077965945,103.31848791335128,0.2698560355579184
