, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Rondônia - Produção de Cimento (t),Rondônia - IDH,Rondônia - PIB - Estadual,Rondônia - PIB - Construção Civil,Rondônia - PIB - Per Capita,Rondônia - PIB - Preços de Mercado,Rondônia - Consumo de Cimento (t),Rondônia - Desemprego
2006-2,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,3.4218136847368115,1001.8734943373393,1015.3467259385628,25.949650377197337,25.189442826167934,93.2599212471946,0.7956931222418023,4.987000000000001,0.695386332425381,21598631.329915497,1633668.7449843695,11.605929553390526,18565055.7005313,14.323,8.03635062695624
2006-3,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,3.4210671441221145,1001.554649983959,1011.8932655465874,25.93868342765828,25.238570190072043,93.5043867824535,0.7939442982835212,4.987000000000001,0.6955449405018195,21620858.30574893,1633345.8144051689,11.609739645837989,18571953.41099757,18.022,8.034304154188353
2006-4,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,3.4187667018616845,1001.2503136828124,1009.11605362657,25.92640889387894,25.277654608688408,93.71496063957989,0.7944625759459738,4.987000000000001,0.695703548578258,21643085.281582363,1633022.883825968,11.613549738285451,18578851.121463843,18.153,8.032257681420466
2006-5,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,3.4148297210730143,1000.9616893689504,1007.0572208441664,25.912774407507843,25.306078649993307,93.88943506763546,0.7973732844107034,4.987000000000001,0.6958621566546965,21665312.2574158,1632699.9532467674,11.617359830732914,18585748.831930112,24.051,8.03021120865258
2006-6,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,3.4091735648735964,1000.6899809774242,1005.7588978650316,25.897727600193527,25.323224881963014,94.02560231568202,0.8028017528592531,4.987000000000001,0.696020764731135,21687539.233249232,1632377.0226675663,11.621169923180377,18592646.54239638,19.856,8.028164735884692
2006-7,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,3.4017155963809227,1000.4363924432848,1005.2632153548208,25.88121610358451,25.32847587257381,94.1212546327813,0.8108733104731662,4.987000000000001,0.6961793728075736,21709766.209082663,1632054.0920883657,11.62498001562784,18599544.25286265,24.547,8.026118263116807
2006-8,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,3.392373178712486,1000.2021277015834,1005.6123039791898,25.86318754932932,25.321214189801974,94.17418426799505,0.821713286433986,4.987000000000001,0.6963379808840121,21731993.184916098,1631731.1615091648,11.628790108075304,18606441.96332892,31.799,8.02407179034892
2006-9,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,3.381063674985779,999.9883906873712,1006.8482944037936,25.84358956907649,25.300822401623783,94.18218347038496,0.8354470099232554,4.987000000000001,0.6964965889604506,21754220.16074953,1631408.230929964,11.632600200522766,18613339.67379519,23.772,8.022025317581033
2006-10,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,3.3677044483182934,999.796385335699,1009.0133172942876,25.82236979447454,25.266683076015514,94.14304448901288,0.8521998101225176,4.987000000000001,0.6966551970368892,21776447.136582967,1631085.3003507634,11.636410292970227,18620237.38426146,24.95,8.019978844813146
2006-11,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,3.3522128618275224,999.6273155816184,1012.1495033163272,25.799475857172,25.21817878095344,94.05455957294048,0.8720970162133158,4.987000000000001,0.6968138051133277,21798674.1124164,1630762.3697715623,11.640220385417692,18627135.09472773,31.004,8.017932372045259
2006-12,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,3.334506278630958,999.48238536018,1016.2989831355676,25.774855388817407,25.15469208441385,93.91452097122952,0.8952639573771932,4.987000000000001,0.6969724131897662,21820901.088249832,1630439.4391923617,11.644030477865154,18634032.805194,26.292,8.015885899277372
2007-1,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,3.3145020618460936,999.3627986064351,1021.503887417664,25.74845602105928,25.07560555437301,93.72072093294176,0.921825962795693,4.987000000000001,0.6971310212662047,21843128.064083267,1630116.5086131608,11.647840570312615,18640930.51566027,23.886,8.013839426509485
2007-2,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,3.2921175745904203,999.2697592554352,1027.806346828272,25.720225385546136,24.980301758807208,93.47095170713897,0.9519083616503584,4.987000000000001,0.6972811262321112,21863240.148307,1630763.851541068,11.651299779797514,18646637.408838693,17.043,8.011010150182036
2007-3,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,3.267270179981431,999.204471242231,1035.2484920330471,25.690111113926523,24.868163265692715,93.16300554288286,0.9856364831227322,4.987000000000001,0.6974312311980179,21883352.232530728,1631411.194468975,11.65475898928241,18652344.30201712,26.506,8.008180873854586
2007-4,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,3.239877241136619,999.1681385018736,1043.8724536976445,25.65806083784896,24.73857264300581,92.79467468923518,1.023135656394358,4.987000000000001,0.6975813361639244,21903464.31675446,1632058.5373968822,11.658218198767305,18658051.19519554,24.619,8.005351597527138
2007-5,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,3.2098561211734755,999.1619649694144,1053.720362487719,25.62402218896197,24.590912458722773,92.36375139525768,1.064531210646779,4.987000000000001,0.6977314411298309,21923576.400978196,1632705.880324789,11.6616774082522,18663758.088373963,27.225,8.00252232119969
2007-6,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,3.177124183209494,999.1871545799046,1064.8343490689265,25.58794279891408,24.42456528081988,91.86802791001212,1.109948475061538,4.987000000000001,0.6978815460957375,21943688.48520192,1633353.2232526965,11.665136617737096,18669464.98155239,30.325,7.999693044872241
2007-7,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,3.141598790362166,999.2449112683948,1077.256544106922,25.549770299353824,24.23891367727341,91.30529648256024,1.1595127788201791,4.987000000000001,0.698031651061644,21963800.569425654,1634000.5661806036,11.668595827221994,18675171.87473081,31.345,7.996863768544792
2007-8,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,3.103197305748985,999.3364389699364,1091.029078267361,25.50945232192973,24.03334021605964,90.6733493619638,1.2133494511042442,4.987000000000001,0.6981817560275505,21983912.653649382,1634647.9091085107,11.67205503670689,18680878.767909236,41.466,7.9940344922173425
2007-9,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,3.0618370924874427,999.4629416195808,1106.1940822158988,25.466936498290323,23.80722746515485,89.96997879728451,1.271583821095277,5.283244897959184,0.6983318609934571,22004024.737873115,1635295.2520364178,11.675514246191788,18686585.66108766,31.547,7.991205215889894
2007-10,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,3.017435513695032,999.6256231523788,1122.793686618191,25.42217046008413,23.55995799253532,89.19297703758416,1.3343412179748206,5.771453977509372,0.6984819659593636,22024136.822096847,1635942.594964325,11.678973455676685,18692292.55426608,30.362,7.988375939562445
2007-11,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,2.969909932489245,999.8256875033812,1140.8700221398926,25.37510183895968,23.290914366177315,88.34013633192446,1.4017469709244184,6.291197936234053,0.6986320709252701,22044248.90632058,1636589.937892232,11.682432665161578,18697999.447444502,37.141,7.985546663234996
2007-12,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,2.919177711987574,1000.06433860764,1160.465219446659,25.32567826656549,22.99947915405713,87.40924892936718,1.4739264091256132,6.799589730851074,0.6987821758911767,22064360.990544308,1637237.2808201392,11.685891874646474,18703706.340622928,29.912,7.982717386907548
2008-1,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,2.8787780888737053,1000.2722467093066,1191.5431497736245,25.316735435205786,22.622918636447903,86.02649394388827,1.5477524547146166,7.243234419235791,0.6989322808570833,22084473.07476804,1637884.6237480463,11.68935108413137,18709413.23380135,25.691,7.979888110580099
2008-2,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,2.905939892587233,1000.7230934835004,1195.8922460993442,25.20321392982944,22.389276163329622,85.5201767395872,1.631479366336197,7.930218795138562,0.6990744003968588,22099494.225422274,1638317.3865374862,11.688958533197669,18711569.49395253,20.925,7.982245452926466
2008-3,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,2.51881914955318,1001.1018798021464,1217.351501183492,25.07410633085115,22.07745025336794,84.75288746755653,1.7325619011093414,8.87430489299853,0.6992165199366344,22114515.37607651,1638750.149326926,11.688565982263963,18713725.754103716,26.599,7.984602795272833
2008-4,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,2.7990477209817533,1001.3601843336364,1264.909824332933,25.165667390758983,21.524272449988523,82.38902418030615,1.805545231846216,9.783004992855645,0.6993586394764099,22129536.526730742,1639182.9121163655,11.68817343133026,18715882.01425489,31.491,7.986960137619201
2008-5,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,2.933225654656397,1001.5737414750536,1300.0018055252071,25.36921776997012,20.935913624580344,79.46827837178624,1.8985306892945508,10.872025502913925,0.6995007590161854,22144557.677384976,1639615.6749058054,11.68778088039656,18718038.274406075,34.899,7.989317479965568
2008-6,0.416568100772241,-7526.222983080984,2.8968331481222203,0.831892211523938,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,2.800786327128173,1001.5801410089216,1339.0046641063868,25.702169035407525,20.647349544543967,77.06403892241784,1.872993452936781,11.738597451952984,0.699642878555961,22159578.82803921,1640048.4376952453,11.687388329462856,18720194.534557257,36.232,7.991674822311936
2008-7,0.4017041211332135,-7372.476799457021,2.8193033709764,0.9469908098354584,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,3.558838905561697,1001.2685603646256,1378.0273564850916,26.14531905822945,20.602547331148223,75.16231017480202,1.826313857450592,12.676732093829571,0.6997849980957365,22174599.978693444,1640481.200484685,11.686995778529152,18722350.79470844,48.534,7.994032164658303
2008-8,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9812442861378704,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,3.3736305033588416,1000.76111254724,1340.399158008783,26.330438907294614,21.071497954212,76.12357325338078,1.712167189435721,13.777604177377118,0.699927117635512,22189621.12934768,1640913.9632741243,11.68660322759545,18724507.05485962,33.365,7.99638950700467
2008-9,0.393954511741958,-7785.307445305803,2.665912474404139,1.0935181371164024,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,3.202911941372236,1000.5055161719918,1291.0860224509702,26.229344154254942,21.54331530084141,78.18041645459168,1.577400542985481,14.812636915690936,0.7000692371752876,22204642.280001912,1641346.7260635644,11.686210676661746,18726663.3150108,39.081,7.998746849351037
