,Goiás - Produção de Cimento (t),Goiás - Consumo de Cimento (t),Goiás - IDH, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Goiais-03anhão - value,Goiás - PIB - Estadual,Goiás - PIB - Construção Civil,Goiás - PIB - Per Capita,Goiás - PIB - Preços de Mercado,Goiás - Desemprego
2003-11,60.8484951233818,112.663,0.7464124328496571,0.6315074373857803,-6097.745583517717,7.313008932848318,1.6375042967189617,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,2.062611004152844,931.3448480159668,1393.681055293932,23.97760458506669,17.309783214185565,69.93536817181256,1.3537976427999314,0.2410876961408657,94895007.86319187,5567971.8784085885,14.063327973168333,84565885.22677536,8.122792555458215
2003-12,61.30438401227069,100.83,0.7465243289572201,0.6292469617617195,-6082.10009002275,7.034262103245153,1.7623760541706297,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,2.216127056590696,931.1106960066828,1410.502873468825,23.929384796365916,17.874917312704465,72.32914064343736,1.2743760881526751,0.2387227789879889,95012686.33073616,5572936.576897149,14.066533742193371,84604225.71882834,8.117093330947506
2004-1,61.44954617443286,93.66,0.7466362250647831,0.6279521987366027,-6360.043009879893,6.775421109777445,1.3607725559131063,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,2.087465554554473,931.1020071669624,1380.18670887926,23.62236944457801,18.29763009891051,74.95320695577352,1.2088313145236391,0.2360484270807546,95130364.79828043,5577901.2753857095,14.06973951121841,84642566.21088131,8.111394106436798
2004-2,61.898046174432864,85.349,0.7467374923410594,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,1.987913797810661,931.7614976339952,1381.976331331774,23.52368975144213,18.11033850215784,74.47666038912394,1.2738378452502024,0.2344912952052325,95239127.24877334,5581154.349289851,14.072579714184895,84673875.20497093,8.109447323838696
2004-3,62.24871284109952,116.097,0.7468387596173356,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,1.693468517892288,932.5720658548988,1387.9906171466107,23.03469116836502,17.173282230518748,72.6290400535298,1.3308975709699291,0.2328499365694064,95347889.69926624,5584407.423193992,14.075419917151386,84705184.19906053,8.107500541240594
2004-4,61.96988784109952,120.197,0.7469400268936119,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,1.3428795588703968,933.348325295581,1366.7834243016785,22.37638624147703,15.9410017963509,70.33307714283642,1.4304947259653282,0.2317968514453383,95456652.1497591,5587660.497098133,14.078260120117871,84736493.19315015,8.105553758642493
2004-5,62.17513174353855,122.728,0.7470412941698882,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,1.1613086030271815,934.1066498003862,1409.393770440191,22.06308206141293,14.105932392144991,65.12585557713778,1.5680493044559742,0.2306953317098688,95565414.600252,5590913.571002275,14.08110032308436,84767802.18723975,8.103606976044391
2004-6,62.39032221972903,134.224,0.7471425614461644,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,1.266276113298311,934.1974140773932,1501.8130621367652,22.253175401257863,12.194706833067444,58.9544930996188,1.6286109174112242,0.2297528204885034,95674177.05074488,5594166.644906417,14.08394052605085,84799111.18132937,8.101660193446289
2004-7,62.61957803368251,132.814,0.7472438287224408,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,1.4942709275864112,933.627040619236,1539.2758271089035,22.904432971560286,12.021773090126048,56.47416899829311,1.6888975194292246,0.228564756875612,95782939.50123776,5597419.718810557,14.086780729017336,84830420.17541897,8.099713410848187
2004-8,62.5691462155007,138.662,0.747345095998717,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,1.645338189189971,933.1470843519312,1564.97742611262,23.58101038011308,12.606181539204243,56.41151552798338,1.6876205486469948,0.2275387357163885,95891701.95173064,5600672.792714698,14.089620931983823,84861729.16950859,8.097766628250085
2004-9,62.641901771056254,149.663,0.7474463632749933,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,1.986013332011132,932.3548424271288,1535.9326638756877,24.024849866794053,14.013243785381702,59.79742993708902,1.6157906432976037,0.2262661857610343,96000464.40222353,5603925.86661884,14.092461134950312,84893038.16359821,8.095819845651983
2004-10,62.57383655366494,150.623,0.7475476305512695,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,2.006087738439628,931.714035340378,1470.8300566433877,23.97532333114869,16.112922771400996,66.36775667935947,1.4720284920033382,0.2251632758219089,96109226.85271642,5607178.940522982,14.0953013379168,84924347.15768781,8.09387306305388
2004-11,62.53694293664367,144.087,0.7476488978275457,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,2.12749110950846,931.716833469686,1454.8978579208938,24.227924931069104,17.190024458275136,68.85642356602702,1.4646214399632445,0.2239260720513494,96217989.3032093,5610432.014427123,14.098141540883288,84955656.15177743,8.09192628045578
2004-12,62.70663043664367,126.835,0.7477501651038221,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,2.400099854029088,931.4904980734168,1431.7806236894228,24.295801893273712,18.007846857387477,71.54432392718866,1.3409684702267175,0.2227587816622934,96326751.75370218,5613685.088331264,14.100981743849776,84986965.14586703,8.089979497857678
2005-1,62.68371206929674,121.831,0.7478514323800983,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,2.4574981947965115,931.6333508098912,1431.0883918811903,24.512089194255395,18.425153860630985,71.89240595921139,1.3494535168165174,0.2215743832380191,96435514.20419508,5616938.162235405,14.103821946816264,85018274.13995665,8.088032715259576
2005-2,62.92384986662931,115.21,0.7479422452772465,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,2.4742650381058544,932.1371758308816,1440.96768821951,24.23769476302486,18.01898065217997,71.18375370579545,1.391063389792901,0.2204718709273177,96542165.97667693,5620899.332901479,14.107920062525508,85053927.94127506,8.080887201877248
2005-3,63.42794573517904,122.721,0.7480330581743948,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,2.26498064135086,932.5340916908068,1420.4063320006824,23.51897363849657,17.259544819978206,70.97436476178684,1.3459337523043982,0.2193108169298461,96648817.74915875,5624860.503567552,14.112018178234756,85089581.74259345,8.07374168849492
2005-4,63.98798006816632,130.262,0.748123871071543,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,1.972645718172639,933.3979373474198,1418.57185726086,22.96699449268906,15.84243998148908,67.59324888124702,1.4417132533727366,0.2183303791790452,96755469.5216406,5628821.674233626,14.116116293944,85125235.54391186,8.06659617511259
2005-5,64.47556757996088,139.268,0.7482146839686913,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,1.5686485662715588,933.9458890340404,1432.574550550173,22.497435392977334,14.27922298339354,63.87809792131252,1.4804967743656632,0.2170630621420549,96862121.29412249,5632782.844899699,14.120214409653247,85160889.34523027,8.059450661730262
2005-6,64.77926701141912,152.638,0.7483054968658395,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,1.4186384135584331,934.1009621823669,1432.2072944084453,22.93313022695416,13.900593687647808,60.97388173397472,1.549614818039908,0.2161029421382479,96968773.06660432,5636744.015565773,14.124312525362493,85196543.14654866,8.052305148347934
2005-7,65.13255282583226,150.876,0.7483963097629878,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,1.7022338268564,933.7338950731472,1476.004817636043,23.67957285382381,14.404865689059603,59.93020044204095,1.5697899421260364,0.2149543543359519,97075424.83908616,5640705.186231846,14.128410641071738,85232196.94786707,8.045159634965604
2005-8,65.49910977931506,176.088,0.748487122660136,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,1.8560397936334383,932.8291829407752,1423.7634408030572,24.51153553316667,15.67286390842068,61.4235936757642,1.5298121623831642,0.2142924554927298,97182076.61156802,5644666.356897919,14.132508756780986,85267850.74918547,8.038014121583275
2005-9,65.22330182368528,165.396,0.7485779355572841,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,2.2315869103384536,931.978150042659,1339.2697827248674,25.24935053015224,17.57865669801749,65.26976280812057,1.4289943145884294,0.2139141743316138,97288728.38404986,5648627.527563993,14.136606872490232,85303504.55050386,8.030868608200947
2005-10,65.1120624131787,162.546,0.7486687484544324,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,2.422170919061052,931.4125470155324,1283.208606079022,25.34049228109554,18.47124512858233,67.82964866049471,1.347010829968377,0.2145928761895402,97395380.15653172,5652588.698230066,14.140704988199476,85339158.35182227,8.02372309481862
2005-11,65.03073288264977,156.234,0.7487595613515806,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,2.200972762379024,931.0502230552248,1186.2889806594987,25.24456575737996,18.98617632071502,70.03889924270156,1.239037969091783,0.2153320461310389,97502031.92901357,5656549.86889614,14.144803103908725,85374812.15314068,8.016577581436291
2005-12,65.00118671447157,123.83,0.7488503742487289,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,2.320504466309835,930.992743634811,1133.1350850110164,25.13607327532953,19.32066449942988,71.60973014550521,1.1468062743000291,0.2162349920492057,97608683.70149542,5660511.039562213,14.14890121961797,85410465.95445907,8.009432068053961
2006-1,64.94432554512873,147.233,0.7489411871458771,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,2.346062814316169,931.1021306610324,1106.592567197523,24.86899283288429,19.23501590833621,72.16743029252534,1.1095169306029151,0.2171842208871898,97715335.47397728,5664472.210228287,14.152999335327216,85446119.75577748,8.002286554671633
2006-2,64.90917818534703,119.408,0.7490217201160561,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,2.078536481154017,931.5632674183772,1113.423587740523,24.50274944012908,18.99154345444544,72.47038911246213,1.0377724104170654,0.2182074003526272,97810622.55325428,5668292.544584387,14.156062266579909,85473187.51867224,7.999730335727418
2006-3,65.18267067536567,141.839,0.7491022530862349,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,1.839386597661044,932.3363624747914,1126.0679123270454,24.27864146850367,18.382848736588333,70.76145229113541,1.073653124257185,0.2194260963760435,97905909.63253132,5672112.878940487,14.159125197832598,85500255.28156702,7.997174116783203
2006-4,65.50415961075886,112.504,0.7491827860564139,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,1.559900521632222,933.2086363643738,1196.3418726716293,24.047558660462496,17.42880977200421,67.7263872520319,1.1409676512095897,0.2207745894333218,98001196.71180835,5675933.213296588,14.16218812908529,85527323.04446179,7.994617897838989
2006-5,66.27945087136416,154.131,0.7492633190265927,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,1.1084486362502572,933.8625649825163,1287.0510317101932,24.002057439722257,16.48332096655791,64.20561100610375,1.2090560414037843,0.2222843391881786,98096483.7910854,5679753.547652688,14.16525106033798,85554390.80735657,7.992061678894774
2006-6,66.99506962907488,148.657,0.7493438519967717,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.969115910417205,933.9885431035582,1321.111582709242,24.41958979091862,16.12054430290168,61.312031594084296,1.302839967694258,0.2238473801571237,98191770.87036242,5683573.882008788,14.168313991590672,85581458.57025133,7.989505459950559
2006-7,68.01728896395949,155.052,0.7494243849669506,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,1.2048503461298878,933.5663338206222,1324.4889460928655,24.68171323277923,16.37737843654296,61.36660743920602,1.292573392844767,0.2256656364768914,98287057.94963944,5687394.2163648885,14.171376922843365,85608526.3331461,7.986949241006345
2006-8,68.77756877886311,166.656,0.7495049179371295,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,1.396144988773252,932.813357036338,1340.598976938118,24.85177486907025,16.75697490730912,62.28276664669276,1.2819208080604425,0.2284921850401829,98382345.02891648,5691214.55072099,14.174439854096056,85635594.09604087,7.98439302206213
2006-9,69.3615161781154,158.784,0.7495854509073084,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,1.720005491971529,932.2541191884202,1271.0700686328803,24.885768680021663,17.504478465665283,65.05396553236831,1.2282171572141576,0.2315728676794439,98477632.1081935,5695034.88507709,14.177502785348748,85662661.85893564,7.981836803117915
2006-10,70.32391647213701,165.031,0.7496659838774873,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,2.0696751461230427,931.7173722491864,1217.356902508825,24.73939075378497,18.291742357836835,68.71511482513903,1.1209569733309277,0.2351505550655339,98572919.18747054,5698855.21943319,14.180565716601436,85689729.62183042,7.9792805841737
2006-11,71.33977524598338,143.822,0.7497465168476662,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,2.0469752771846417,931.4248791242128,1182.0278075914357,24.548595947152258,18.68809501040701,71.32507687434737,1.0688838354982506,0.2388400913766284,98668206.26674756,5702675.553789291,14.183628647854128,85716797.38472518,7.976724365229485
2006-12,72.01585345637807,117.025,0.7498270498178451,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,1.8327451873708995,931.50033082033,1206.0513727542263,24.541407944481943,18.856816213051317,72.16291202719715,1.055668364251527,0.2425505815669402,98763493.3460246,5706495.888145391,14.18669157910682,85743865.14761996,7.974168146285271
2007-1,72.38659270167877,136.126,0.749907582788024,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,1.8956889533803327,931.5864588517192,1267.1624639329038,24.46117412716726,18.73594145960569,72.13827163910561,1.035970533613241,0.2464238836058105,98858780.42530164,5710316.222501491,14.189754510359512,85770932.91051473,7.971611927341056
