,Bahia - value,Bahia - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Bahia - IDH,Bahia - Produção de Cimento (t),Bahia - PIB - Estadual,Bahia - PIB - Construção Civil,Bahia - PIB - Per Capita,Bahia - PIB - Preços de Mercado,Bahia - Desemprego
2004-1,0.3132917817348543,129.857,0.6279521987366027,-6360.043009879893,6.775421109777445,1.3607725559131063,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,2.5343913585658453,1007.0548386202852,1449.658713061564,27.72540202888368,21.930376993680824,71.71452932243365,1.351001981916746,0.6736276373440995,41.96803340241855,133678466.24944456,8472829.286900245,8.602875644870773,122301593.00737736,8.279179571786104
2004-2,0.313620202375681,126.813,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,2.492936150480034,1007.3737731279568,1404.5974521178402,27.879781167850755,21.99646790148882,70.95377866163948,1.3714847643975374,0.67390928600584,42.20827024452381,133826051.55394886,8477002.227460349,8.6053003031547,122344847.21192876,8.276754329261738
2004-3,0.3138728537396689,152.225,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,2.3379509865547066,1008.0975601555124,1348.9497742768328,27.71698733586428,21.88421225847727,71.21773328454697,1.4471231020058537,0.6741909346675804,42.72534716760074,133973636.85845315,8481175.168020453,8.607724961438628,122388101.41648015,8.274329086737374
2004-4,0.3142804734903646,136.288,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,2.221150403246105,1008.9378351055544,1277.8760811385598,27.30344371663853,21.455591370131845,71.02869265947005,1.6118147837589956,0.6744725833293208,43.05124716760073,134121222.16295746,8485348.108580556,8.610149619722554,122431355.62103154,8.271903844213009
2004-5,0.3144130798503118,148.117,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,1.967996754419547,1009.9539528190156,1248.0796056363904,26.841248955186195,20.99802630921522,70.90210936250801,1.7304101609806994,0.6747542319910613,43.265295948088536,134268807.46746176,8489521.04914066,8.61257427800648,122474609.82558294,8.269478601688643
2004-6,0.3146811488943606,135.806,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,1.884689999938812,1010.6584235736524,1293.7336349454215,26.54912472972106,20.456200487789552,69.82008965720455,1.884383310313368,0.6750358806528018,43.57129594808854,134416392.77196607,8493693.989700764,8.614998936290409,122517864.03013432,8.267053359164278
2004-7,0.3151017931270857,147.816,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,1.7489066843905092,1010.4653585550456,1352.9803411599162,26.499401909898246,20.296374113482397,69.35175628699025,1.965735063061856,0.6753175293145423,43.58329594808854,134563978.07647038,8497866.930260869,8.617423594574335,122561118.23468572,8.264628116639912
2004-8,0.3151950573911286,147.06,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,1.7962770555733605,1010.0340527011838,1430.0148945600504,26.715356126958905,20.41781625910185,68.98689952922174,1.9350895858091672,0.6755991779762827,43.821227766270354,134711563.38097468,8502039.870820973,8.619848252858262,122604372.4392371,8.262202874115548
2004-9,0.3151620295000013,156.749,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,1.7820213592469631,1009.1659352496348,1544.997440574675,27.17820861079125,20.58784769587521,67.90425434566473,1.9331659091717597,0.6758808266380232,44.25958332182591,134859148.685479,8506212.811381077,8.62227291114219,122647626.64378849,8.259777631591183
2004-10,0.3153478828465636,150.946,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,1.682347827298226,1008.1127495136386,1589.8254427633171,27.636264180590835,21.07525819052749,68.14145388385232,1.8921698621064704,0.6761624752997637,44.47014853921721,135006733.98998326,8510385.751941182,8.624697569426116,122690880.84833989,8.257352389066817
2004-11,0.31526223498505,142.002,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,2.0348603250655297,1007.3794809738196,1589.3225463203923,27.9993163175715,21.479367343293863,68.38942733361252,1.8682982067801692,0.6764441239615041,44.6152336456002,135154319.29448757,8514558.692501284,8.627122227710043,122734135.05289128,8.254927146542453
2004-12,0.3153576258292924,159.878,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,2.5877611762895016,1006.9144688709342,1611.6190849148638,28.373964880388144,21.866351919581405,68.52239853557106,1.7958760768523194,0.6767257726232445,44.91719197893352,135301904.59899187,8518731.633061389,8.629546885993971,122777389.25744268,8.252501904018088
2005-1,0.3151515382445077,139.997,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,2.771557340628913,1006.7527034486828,1531.5836899959972,28.452978128835426,22.23398993976268,69.71383144851723,1.6857531310166185,0.677007421284985,45.21427361158658,135449489.90349618,8522904.573621493,8.631971544277897,122820643.46199404,8.250076661493722
2005-2,0.3156718105720807,111.865,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,3.07272798001987,1007.0049741337197,1403.140909377052,28.367116987801243,22.35621467506049,70.51881395775507,1.7038648729653798,0.6772608454832124,45.380322460802645,135582224.6122714,8528688.500010556,8.633794311675876,122853648.13200444,8.242932573338733
2005-3,0.3163283155186022,159.603,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,2.853910590807905,1007.672924403728,1321.5626902620263,28.093400020056283,22.24454263855549,71.13330824873236,1.7223011257310663,0.6775142696814398,45.87781814681588,135714959.32104665,8534472.426399618,8.635617079073853,122886652.80201484,8.235788485183743
2005-4,0.3167695262720549,142.063,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,2.221791022230845,1008.6932759621764,1207.7434637326987,27.556746745077994,21.829176642955783,71.52588060406877,1.8428868085970012,0.6777676938796672,46.28015614841669,135847694.02982187,8540256.352788681,8.637439846471832,122919657.47202525,8.228644397028754
2005-5,0.317093165606682,137.144,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,2.0417150758707687,1009.6384217539146,1182.1177180519026,27.133262781397335,21.3371196614867,71.13649528118033,1.9563342208063852,0.6780211180778946,46.965992301653685,135980428.7385971,8546040.279177744,8.639262613869809,122952662.14203563,8.221500308873765
2005-6,0.3175938432833521,122.74,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,1.7736881697642588,1010.3202410760008,1242.4406847053965,26.84785394955572,20.964364280643338,70.71830945897636,1.9495322868830065,0.6782745422761219,47.44721779228958,136113163.44737235,8551824.205566807,8.641085381267787,122985666.81204602,8.214356220718775
2005-7,0.3184957042818655,124.17,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,1.4142298905503246,1010.4875139134632,1354.211931948575,26.88340990005769,20.69214826074703,69.4514714342237,1.9939889036099208,0.6785279664743493,47.84136012967316,136245898.15614757,8557608.13195587,8.642908148665764,123018671.4820564,8.207212132563786
2005-8,0.3192689214738293,160.949,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,1.16352434877572,1009.8623823279072,1451.1616060192298,27.12921264979621,20.73140342273564,68.68209859326787,1.9328352784027552,0.6787813906725766,48.18036448974198,136378632.8649228,8563392.058344932,8.644730916063743,123051676.1520668,8.200068044408795
2005-9,0.3203635505520127,145.708,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.8881898447249853,1009.023408953685,1523.996235691254,27.24496470472877,21.03112445160837,67.80314868239866,1.860827423648325,0.679034814870804,48.39966740817956,136511367.57369804,8569175.984733995,8.646553683461722,123084680.8220772,8.192923956253805
2005-10,0.3214100554612072,138.694,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.7057377030527068,1009.1808257933542,1570.2129476121866,27.44021663800746,21.220740983968454,67.50852253971294,1.7589390304878154,0.6792882390690314,48.88586086236756,136644102.28247327,8574959.911123058,8.648376450859699,123117685.4920876,8.185779868098816
2005-11,0.3224639651578322,129.206,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.6575857578999866,1009.572650685566,1565.067154659406,27.518838798728392,21.439764214781963,67.72462200639573,1.590964661257227,0.6795416632672587,49.22141360673707,136776836.9912485,8580743.83751212,8.650199218257677,123150690.162098,8.178635779943827
2005-12,0.3235976790173759,155.862,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.6055853140421642,1010.4610124350728,1580.9917407407115,27.54293221682982,21.59667289936001,67.81720471620766,1.463008881612883,0.6797950874654861,49.78715780653104,136909571.70002374,8586527.763901183,8.652021985655654,123183694.8321084,8.171491691788837
2006-1,0.3247345763103217,146.547,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.6241298249992694,1011.6592127019992,1532.2943765635137,27.72885537908081,21.579596871158632,68.4357641803309,1.3732732247654178,0.6800485116637135,49.98497501720515,137042306.40879896,8592311.690290246,8.653844753053633,123216699.50211878,8.164347603633848
2006-2,0.3254089190567598,137.49,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.612471556705921,1012.0132679746628,1491.874151201977,27.77008948494844,21.630861997900087,68.56822727184776,1.3181781096622185,0.6802745360848146,50.39083096852732,137165911.5777122,8596352.191995982,8.65573670746362,123248562.50231,8.161992165430814
2006-3,0.3260127704175982,175.839,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.6060266708210545,1012.3641894921526,1449.534332288371,27.77696458297987,21.646733109774107,68.76959548437266,1.310319713402614,0.6805005605059156,50.80857710575189,137289516.74662545,8600392.693701718,8.657628661873606,123280425.50250122,8.159636727227777
2006-4,0.326623789125311,133.213,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.6071046754210441,1012.563558488018,1412.7273282257374,27.475134721308525,21.326157993903923,68.95183026384937,1.483149832229718,0.6807265849270167,51.20888792081618,137413121.9155387,8604433.195407454,8.65952061628359,123312288.50269245,8.157281289024743
2006-5,0.3272348771994936,169.039,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.6051205805896064,1012.5034546897548,1388.9055474171764,27.17880900640285,21.02881498875197,69.0488465577137,1.643581661182139,0.6809526093481177,51.69626834435119,137536727.08445194,8608473.69711319,8.661412570693576,123344151.50288366,8.154925850821709
2006-6,0.3278618526555994,141.216,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.6045629817079275,1012.2591666502746,1339.166948239356,26.8955598415801,20.740904274380387,69.17210810404619,1.8788415397264997,0.6811786337692188,52.2101045157035,137660332.2533652,8612514.198818926,8.663304525103563,123376014.50307488,8.152570412618674
2006-7,0.3285145200792981,155.953,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,1.2137738519058985,1011.5199448771644,1442.2194374780718,26.74646419495924,20.584199847818763,69.27740496574046,2.1106106587968334,0.6814046581903199,52.77583530279768,137783937.42227846,8616554.700524662,8.665196479513549,123407877.5032661,8.15021497441564
2006-8,0.3290576369558739,185.222,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,1.6224311563400988,1010.4832317704424,1501.8293201557808,27.010488605173556,20.85527763954546,69.42991922166858,2.146359030846105,0.6816306826114209,53.60766263656726,137907542.5911917,8620595.202230396,8.667088433923535,123439740.50345732,8.147859536212604
2006-9,0.3296956487837258,178.863,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,1.9920421451470247,1009.569024396054,1548.6129509212333,27.446119514415404,21.17011866457315,69.07262474579967,2.214002194017997,0.681856707032522,54.26634498085904,138031147.76010495,8624635.703936132,8.668980388333521,123471603.50364856,8.14550409800957
2006-10,0.3306922532589039,171.744,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,2.7463567864883447,1008.6342577271791,1637.719887304649,28.029849424351735,21.50428754551486,68.21972900786749,2.244537202018125,0.6820827314536231,55.01746256573725,138154752.9290182,8628676.205641868,8.670872342743507,123503466.50383976,8.143148659806535
2006-11,0.3316584648999721,167.8,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,2.060384564266122,1008.0271578347852,1698.950222831816,28.392567708713056,21.828177761929204,68.16489917495652,2.1916262117036776,0.6823087558747241,55.68685672954379,138278358.09793144,8632716.707347604,8.672764297153492,123535329.504031,8.140793221603499
2006-12,0.33271144918395,172.041,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,1.8063441602257304,1007.7974217221132,1725.6084165286736,28.664581313366167,21.995333616586176,67.79714925532895,2.153114713218917,0.6825347802958251,56.20327760880794,138401963.2668447,8636757.20905334,8.674656251563478,123567192.5042222,8.138437783400464
2007-1,0.3338900986401675,191.238,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,1.8350477874255984,1007.5613091921444,1681.0807668081077,28.701481066006856,22.1063439067099,68.13780393436564,2.080430966601948,0.6827608047169262,56.98289160125436,138525568.43575794,8640797.710759075,8.676548205973464,123599055.50441344,8.13608234519743
2007-2,0.3350582325257932,148.904,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,1.7681909356722465,1007.666836023316,1570.8774847183106,28.461961570227583,22.11829779662062,69.0821642639314,2.0487592878424574,0.6829602540472878,57.50067972349247,138623015.5438445,8645039.494044002,8.677496811169679,123608951.55921946,8.133304178465226
2007-3,0.3355885676677057,185.388,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,1.6555484510958558,1008.1749730965172,1428.5132015724855,29.92329944975996,24.641365355956317,71.16186239576209,2.0904169735155858,0.6831597033776494,58.248442116608594,138720462.65193105,8649281.277328929,8.678445416365891,123618847.61402547,8.130526011733021
2007-4,0.3357938789360548,178.255,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,1.6085824095480334,1008.8582196830296,1313.3683605720366,30.009750350965213,27.529450535313337,75.39493585514809,2.1288583870449105,0.683359152708011,58.710046687420686,138817909.76001763,8653523.060613856,8.679394021562105,123628743.66883153,8.127747845000819
2007-5,0.3366025391945037,192.947,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,1.5981554303478969,1009.7991764940674,1282.8811470436815,29.55587439372168,30.87542013305034,80.44010152637098,2.258335473733895,0.6835586020383726,59.38039139229832,138915356.8681042,8657764.843898783,8.68034262675832,123638639.72363757,8.124969678268615
2007-6,0.3373925264105818,166.769,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,1.443314602251683,1010.6763738564772,1326.269587448509,29.2342431116088,34.77240037352226,86.03353940505592,2.3137151612914377,0.6837580513687341,59.73068525129108,139012803.97619075,8662006.62718371,8.681291231954532,123648535.7784436,8.12219151153641
2007-7,0.337945560760117,182.507,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,1.379318354223545,1010.8821937221544,1453.36010891614,27.182001411626462,36.22720615498524,90.12734660699152,2.333692008273219,0.6839575006990957,60.77075601576049,139110251.08427733,8666248.410468636,8.682239837150746,123658431.83324964,8.119413344804206
2007-8,0.3381384149739589,200.526,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,1.2298460133270308,1010.5346703642,1590.1118470476245,26.5959366629959,37.525003808793976,92.65728393405978,2.4047700703944166,0.6841569500294573,61.85711103384392,139207698.1923639,8670490.193753563,8.68318844234696,123668327.88805568,8.116635178072002
2007-9,0.3384214658617167,185.443,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.9950225901162468,1009.6335197189196,1701.839484447783,26.48592443725473,38.47494433390021,94.40259570658677,2.3747580388881624,0.6843563993598188,62.96147320821332,139305145.30045044,8674731.97703849,8.684137047543173,123678223.94286168,8.113857011339798
2007-10,0.3385450967864045,214.502,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.9870034596422568,1007.5893619849828,1748.119564079878,26.771809467902564,36.88959347109706,93.02674660680545,2.2376947198146784,0.6845558486901805,64.18436720413239,139402592.408537,8678973.760323416,8.685085652739387,123688119.99766771,8.111078844607594
2007-11,0.338676424160388,210.569,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.8494332361465142,1005.6991129810552,1790.026452265951,27.25984080313095,34.869934516255896,90.86951803535028,2.107074139435809,0.684755298020542,65.34058161927044,139500039.51662356,8683215.543608343,8.686034257935601,123698016.05247375,8.108300677875391
2007-12,0.338756270262481,202.756,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.8578648214762544,1003.92610676759,1804.720023847052,27.69414853743595,32.37635318875046,88.04269433553463,1.9224132127909284,0.6849547473509037,66.23852382360786,139597486.62471014,8687457.32689327,8.686982863131814,123707912.1072798,8.105522511143187
2008-1,0.3388146088593199,223.848,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.8002237146322102,1002.3821922317884,1692.604321746854,28.23765379803532,29.34799294579255,84.68889890157482,1.7514410682066883,0.6851541966812652,67.29634761987474,139694933.7327967,8691699.110178197,8.687931468328028,123717808.16208585,8.102744344410983
2008-2,0.3388550176868505,198.666,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.7780298337874285,1003.0167190566008,1589.688551623607,27.890867734598064,27.854972440641525,84.24710575781683,1.7840131479516508,0.685327895607274,68.04027359135779,139771824.47363546,8694232.047546262,8.688574740734229,123722138.4332782,8.104956695508152
2008-3,0.3393253462303218,202.162,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.7740594607752485,1004.3227560356466,1470.2111175679602,27.315776343855276,26.136376667934712,83.13705876578824,1.7900540380570882,0.685501594533283,69.24469078774209,139848715.21447423,8696764.984914325,8.689218013140431,123726468.70447056,8.107169046605321
2008-4,0.3399194804305814,222.23,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.7669037766177411,1006.2768568527424,1302.9969085043908,26.456730853835296,24.29188885466917,81.74481743247577,1.8571382880567089,0.6856752934592918,70.29414208737454,139925605.955313,8699297.92228239,8.689861285546634,123730798.97566289,8.10938139770249
2008-5,0.3405989843347706,226.571,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.8197566294705879,1008.318412564082,1235.118811687415,25.498836587869192,22.7226889486664,80.64485648527729,1.890090882132514,0.6858489923853006,71.36420849893695,140002496.69615176,8701830.859650454,8.690504557952835,123735129.24685524,8.11159374879966
2008-6,0.3412717212150824,210.861,0.416568100772241,-7526.222983080984,2.8968331481222203,0.831892211523938,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,0.9608533417336066,1009.3283415136914,1188.1057652393276,25.079619772745097,21.60223792753938,78.63945323538557,1.795965893548756,0.6860226913113096,72.32502360413258,140079387.43699053,8704363.797018519,8.691147830359036,123739459.5180476,8.113806099896829
