,Ceará - Desemprego,Ceará - Consumo de Cimento (t),Ceará - value, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Ceará - IDH,Ceará - PIB - Estadual,Ceará - PIB - Construção Civil,Ceará - PIB - Per Capita,Ceará - PIB - Preços de Mercado,Ceará - Produção de Cimento (t)
2004-11,8.179787054024652,83.228,0.2943533836828892,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,1.102207980303963,1008.4465905044934,3747.160127235256,27.645138197247583,21.445622047898265,69.94248107936511,3.3810899162485435,0.6932107238311886,71578824.74265926,4621894.956770083,7.598626351752086,63638954.528972335,117.78791475625242
2004-12,8.177456675588196,101.817,0.295257609852825,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,1.404535461797492,1008.2312202960868,6404.133262215079,27.720534257630025,21.817285415296286,71.2159617188713,3.162603302330185,0.6936051300432073,71663329.51664408,4625949.811443428,7.601545912091253,63668740.51024413,118.25881058958578
2005-1,8.17512629715174,91.341,0.2961596362848295,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,1.5141016855268086,1008.0401729830022,8763.475841152223,27.77490185514515,22.20982255263585,72.7043251202258,2.981102813061453,0.693999536255226,71747834.2906289,4630004.666116773,7.60446547243042,63698526.491515934,117.9695044671368
2005-2,8.167840725265837,69.73,0.2970735810564578,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,1.8353697876959496,1008.0867475279304,12157.901047127758,27.676609410611835,22.4784698107978,74.304328148618,2.841662215623822,0.6943537161237984,71826013.19751397,4634578.838070489,7.607079180192549,63724346.2615109,117.5532290480988
2005-3,8.160555153379933,77.682,0.2978017568095091,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,1.93388295728721,1008.4634111163126,10919.32378217235,27.33942304199948,22.534998374431986,76.01043526962238,2.692619823017569,0.6947078959923706,71904192.10439904,4639153.010024205,7.609692887954677,63750166.03150587,118.01217328298934
2005-4,8.15326958149403,66.14,0.2987505897190853,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,1.9861655187546847,1008.978445672812,9235.309027803522,27.0685999343902,22.33735598610574,76.32669646811678,2.68769130753973,0.6950620758609429,71982371.01128411,4643727.18197792,7.612306595716805,63775985.80150084,117.83974449773024
2005-5,8.145984009608126,76.289,0.2999308698616806,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,1.8957800799641096,1009.5650559930662,8789.58809083644,26.832873111097506,21.93097539365213,75.58627358335569,2.8196041032178862,0.6954162557295153,72060549.9181692,4648301.353931637,7.614920303478933,63801805.5714958,118.49685943988572
2005-6,8.138698437722223,80.34,0.3011454285231978,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,1.625150862457445,1010.0756009555716,6340.910846829129,26.69945660952837,21.431405978709147,74.04040198903506,2.9889049412305555,0.6957704355980875,72138728.82505427,4652875.525885352,7.617534011241061,63827625.34149077,119.0078472415222
2005-7,8.131412865836317,93.393,0.3026096334913603,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,1.3399371756131688,1010.22975595565,6437.451991367272,26.810310739247047,21.03573020891567,71.84660947224863,3.251709497288632,0.6961246154666598,72216907.73193935,4657449.697839068,7.620147719003189,63853445.111485735,119.81496336564103
2005-8,8.124127293950414,91.998,0.3041268197797059,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,0.970600207338294,1009.855946723142,5169.198904328878,27.02429681940837,20.874908477304796,70.24437226188141,3.4799134527110303,0.6964787953352322,72295086.63882442,4662023.869792784,7.622761426765317,63879264.88148069,120.877512406052
2005-9,8.11684172206451,81.5,0.3057003629505321,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.7726147075681512,1009.042385414228,4312.34723851725,27.178889607231586,21.038317888640737,70.12035640489661,3.347620855941233,0.6968329752038044,72373265.54570949,4666598.041746499,7.625375134527445,63905084.65147566,121.25106627381828
2005-10,8.109556150178607,81.596,0.3069172689482213,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.6583031261977135,1009.5480173210202,3528.56388821968,27.31222130531617,20.969196177361123,68.99884195636888,3.3210088437570446,0.6971871550723767,72451444.45259458,4671172.213700215,7.627988842289573,63930904.42147063,122.1220965037591
2005-11,8.102270578292703,80.195,0.3081764050974281,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.5669196735173603,1010.2763077311272,2815.1624028288643,27.391843321667057,20.88308801309911,68.03671848635842,3.213704449320121,0.697541334940949,72529623.35947965,4675746.385653931,7.630602550051702,63956724.1914656,122.24113875519934
2005-12,8.0949850064068,95.958,0.3090642509547077,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.4986349288899703,1011.416260097347,2169.4563317375,27.375560282307188,20.720863661069725,67.10685524858529,3.085158718676975,0.6978955148095213,72607802.26636472,4680320.557607647,7.63321625781383,63982543.96146056,123.56544659194591
2006-1,8.087699434520896,93.559,0.309775048881527,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.4708704666191797,1013.2057978784992,1588.7592243383117,27.382803558470066,20.310449693075707,65.16320224161608,3.20283885882202,0.6982496946780936,72685981.1732498,4684894.729561362,7.635829965575958,64008363.73145553,124.43804925982792
2006-2,8.085259050458339,67.351,0.3105110426321976,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.4396316900227573,1013.7283379581392,1070.3846300239966,27.392886737492045,20.216343052463507,64.61525371093711,3.1859574324027307,0.6985645303696226,72756714.65331918,4689062.785120041,7.638038746413406,64029285.62015579,125.08998138094304
2006-3,8.082818666395779,80.25,0.3112745628052626,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.4184170261069899,1014.2214851334264,611.646098187266,27.393035796895617,20.12109377237271,64.12647302873407,3.1819935728431035,0.6988793660611515,72827448.13338858,4693230.84067872,7.640247527250852,64050207.50885606,126.57031705769856
2006-4,8.080378282333221,60.193,0.3120680291795948,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.4469884546784183,1014.1096547622368,209.8571782208164,27.227598351207018,20.17080022452505,65.19167956261093,3.132501470596483,0.6991942017526804,72898181.61345798,4697398.896237398,7.6424563080883,64071129.39755632,127.07284430504195
2006-5,8.077937898270664,77.034,0.3128727052250343,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.5597672148773571,1013.6008451465494,0.0,27.08247110961645,20.20582341872596,66.1812508235211,3.1368637945519744,0.6995090374442094,72968915.09352736,4701566.951796076,7.644665088925747,64092051.28625659,128.44825425131071
2006-6,8.075497514208104,82.997,0.3135674500482186,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.6359770517613476,1012.9304493480684,0.0,27.01068554372945,20.27767378850948,67.0519885062712,3.198600417716153,0.6998238731357385,73039648.57359675,4705735.007354755,7.646873869763194,64112973.17495685,129.09908869125644
2006-7,8.073057130145546,88.693,0.3143960162572443,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,0.6780460664152665,1011.8329204263506,0.0,26.97240432476716,20.43157078006204,68.15425108601154,3.268964375585881,0.7001387088272674,73110382.05366614,4709903.062913433,7.649082650600642,64133895.06365712,129.61208350364032
2006-8,8.070616746082989,100.211,0.3150315563140883,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.7132520988611901,1010.9663903420123,0.0,27.14169944336587,20.50311839142652,67.82608350026076,3.400068459299165,0.7004535445187963,73181115.53373554,4714071.118472111,7.651291431438088,64154816.95235738,129.65480103882084
2006-9,8.068176362020429,97.804,0.3158792581578663,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.6293776450580147,1010.3206944175548,0.0,27.34782768459275,20.756063372165617,68.06182764609301,3.4315919367515275,0.7007683802103253,73251849.01380493,4718239.17403079,7.653500212275536,64175738.84105764,130.0461779300069
2006-10,8.065735977957871,99.213,0.3167403456181547,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.6628937471306988,1009.6181615831392,0.0,27.5281932285256,21.09450394760856,68.76893600247308,3.3915949494555058,0.7010832159018543,73322582.49387431,4722407.229589469,7.655708993112983,64196660.72975791,130.79219561942577
2006-11,8.063295593895313,101.183,0.3175792573904412,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,1.0147170776263807,1009.2473244354696,0.0,27.52732707784461,21.46250594828286,70.39159150622916,3.195883956168064,0.7013980515933832,73393315.97394371,4726575.285148148,7.65791777395043,64217582.618458174,131.17300204607326
2006-12,8.060855209832754,106.958,0.3187879486905953,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,1.3268782179732652,1008.9815819813348,0.0,27.468015178213054,21.84079467248302,72.350882588495,2.980153361506733,0.7017128872849121,73464049.45401311,4730743.340706825,7.660126554787877,64238504.50715844,131.8682895417839
2007-1,8.058414825770196,95.626,0.3198804045852437,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,1.7444384248784262,1008.705414613334,0.0,27.346385537004693,22.176856517228828,74.40511137954987,2.7517137237733507,0.7020277229764411,73534782.9340825,4734911.396265504,7.6623353356253245,64259426.39585871,132.1567278877471
2007-2,8.055550851051208,65.624,0.3207726651628031,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,2.0456039453773016,1008.6257134333156,0.0,27.15617529843104,22.35384774453249,76.04601277750399,2.5388063443748257,0.7023040966573297,73598916.63530986,4738796.926604407,7.66437484481288,64277415.77035027,132.67907938612692
2007-3,8.052686876332219,78.343,0.3214195852466061,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,1.9504362219274844,1008.8360175872032,0.0,27.017921189353817,22.281485574835727,76.35534620174508,2.5224579553884894,0.7025804703382185,73663050.33653721,4742682.456943311,7.666414354000436,64295405.14484184,133.42711714812748
2007-4,8.049822901613231,69.913,0.3221750511330775,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,2.050763102310968,1009.2793547782104,0.0,26.898831341482985,22.058458315110386,75.87288094219402,2.587286031012151,0.7028568440191072,73727184.03776458,4746567.987282215,7.668453863187991,64313394.51933341,133.44346294129355
2007-5,8.046958926894243,84.748,0.3224490197333631,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,1.7662168922087382,1009.6946661228088,0.0,26.776641699624022,21.53251586841758,74.13423921560809,2.8002966166340784,0.7031332176999958,73791317.73899195,4750453.517621118,7.670493372375547,64331383.89382498,133.92606944014182
2007-6,8.044094952175254,91.821,0.3225004105470709,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,1.50518644361944,1010.1574645356958,0.0,26.69910080148416,20.988051406852776,72.16096229611556,3.051239159368503,0.7034095913808844,73855451.4402193,4754339.047960021,7.672532881563102,64349373.26831655,134.5870329095348
2007-7,8.041230977456266,105.94,0.3224260224251091,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,1.311896792750037,1010.1230853491262,0.0,26.762658014379383,20.650047050545943,70.42647593683718,3.3005843748884334,0.7036859650617732,73919585.14144666,4758224.5782989245,7.674572390750658,64367362.64280811,135.48111833133095
2007-8,8.038367002737278,113.44,0.3228304385257978,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.8978307542990522,1009.7753025556216,0.0,26.87811123595547,20.46862494721083,69.17583423356297,3.458177622682331,0.7039623387426619,73983718.84267403,4762110.108637828,7.676611899938213,64385352.01729968,135.93383577961035
2007-9,8.035503028018288,107.511,0.3232121450308202,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.8360715236972799,1009.3170735821216,0.0,26.82923322808884,20.60769275723813,69.84517883674239,3.2998468754664905,0.7042387124235505,74047852.54390138,4765995.638976731,7.678651409125768,64403341.39179125,136.02108727702992
2007-10,8.0326390532993,118.965,0.3237327936447035,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.7627961777856374,1008.232414557008,0.0,27.002049765222843,21.086093902531275,71.02605897746686,3.204945596813822,0.7045150861044391,74111986.24512875,4769881.169315634,7.680690918313324,64421330.76628282,136.63610811383012
2007-11,8.029775078580313,124.128,0.3240759676181012,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.728720068490947,1007.2681943055992,0.0,27.147730921641344,21.56791395972734,72.38341108618968,3.04233898182006,0.7047914597853279,74176119.94635612,4773766.699654538,7.682730427500879,64439320.140774384,137.32459814668871
2007-12,8.026911103861323,117.705,0.3241739178736251,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.992444924703932,1006.8859362017816,0.0,27.021483554670716,21.95806552628755,74.56297211633964,2.706118625547365,0.7050678334662166,74240253.64758347,4777652.229993442,7.684769936688435,64457309.51526596,138.56383201182118
2008-1,8.024047129142335,113.871,0.3240741151576847,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,1.1819553765785713,1006.4159745635584,169.94617544520588,27.37623991916832,22.324043291814693,74.5876469299986,2.728404834265688,0.7053442071471052,74304387.34881084,4781537.760332345,7.686809445875991,64475298.88975752,138.49104395916555
2008-2,8.0263886559899,91.401,0.3241618512041368,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,1.379848883554132,1006.6015266724264,341.37671297983616,27.40030133911288,22.43883694201086,74.84168489891351,2.576885806566485,0.7055830009837567,74351905.6504017,4785368.0889935605,7.687773274924622,64482386.07963906,138.25616629996836
2008-3,8.028730182837464,82.105,0.324481255460707,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,1.875043848683938,1007.2571586980396,507.9684984169726,27.02179936970029,22.37514772356345,76.15819489921566,2.398423252769834,0.7058217948204082,74399423.95199254,4789198.417654777,7.688737103973254,64489473.2695206,139.10388435954033
2008-4,8.031071709685026,84.652,0.3249548614332671,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,1.4088650518187782,1007.589946691518,667.0350811493845,26.853359644650503,22.294974688843563,76.46390151416537,2.4646543387707607,0.7060605886570597,74446942.2535834,4793028.746315992,7.689700933021886,64496560.45940214,139.1988551208024
2008-5,8.03341323653259,88.592,0.3254219396425257,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,1.6564583883027564,1008.1301133503636,815.8900105697248,26.42918459336221,22.110851106429784,77.54284127142795,2.405091213012554,0.7062993824937112,74494460.55517425,4796859.074977209,7.690664762070517,64503647.64928368,139.95575330071586
2008-6,8.035754763380154,99.885,0.3264943729979847,0.416568100772241,-7526.222983080984,2.8968331481222203,0.831892211523938,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,1.7425421749296848,1008.5550656499316,922.2229166666664,26.160371891984976,21.860157542607485,77.76887418014564,2.4529004300339508,0.7065381763303626,74541978.8567651,4800689.403638424,7.691628591119148,64510734.83916522,140.45143695478538
