,Maranhão - Produção de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Maranhão - Desemprego,Maranhão - Consumo de Cimento (t),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Goiais-Maranhão - value,Maranhão - IDH,Maranhão - PIB - Estadual,Maranhão - PIB - Construção Civil,Maranhão - PIB - Per Capita,Maranhão - PIB - Preços de Mercado
2003-1,23.3684,0.7240323223220154,-5331.049150116268,11.520142924731228,1.6114984011933968,1.0365342950716354,177206913.03714657,7330309.193826131,0.9696488878423896,8.213662392265372,43.342,2.3303937878082563,1005.6667664395744,5776.461492766655,26.995403117643157,22.91030580992404,79.26023441313495,2.399209180461872,0.2600974864623828,0.6355695861355344,43153217.09346157,2636001.048208724,6.034056925877654,38724951.52385314
2003-2,23.167976923076928,0.6902970479188117,-5318.079644051534,11.189861881849811,1.4503889427633918,0.9934494214635804,177388401.60938227,7335910.173263511,0.9507826970690516,8.207986038220799,28.663,2.33095695997006,1005.6649448375816,5776.461492766655,26.9953480423786,22.9130255829132,79.27329633705,2.397614174303054,0.2589635168034269,0.6359965958984063,43208322.12828915,2636851.1320070955,6.036083425850632,38744054.009436
2003-3,23.563273219373222,0.6696806488591152,-5436.417870121553,10.82079163233486,1.870184311511264,0.9730199952886446,177569890.18161798,7341511.152700892,0.9383319190618296,8.202309684176228,27.9,2.3312854770644456,1005.6638822364192,5776.461492766655,26.99531591514095,22.91461211715688,79.28091579266712,2.396683754043744,0.2573522667190901,0.6364236056612783,43263427.16311672,2637701.215805467,6.038109925823608,38763156.49501886
2003-4,24.00834464794465,0.6604937853917251,-5707.015273535643,10.417840426092068,1.3552874765398468,0.940488752580393,177751378.75385368,7347112.132138272,0.9264010581332036,8.196633330131656,25.739,2.3313206753245583,1005.6637683862948,5776.461492766655,26.99531247293692,22.9147821029687,79.28173216291182,2.3965840661588182,0.2559289139915691,0.6368506154241502,43318532.19794431,2638551.2996038394,6.040136425796586,38782258.98060173
2003-5,24.366896372082586,0.6483369045565663,-5599.317940972945,9.959689613256948,1.5855384957135032,0.9174932274418915,177932867.32608938,7352713.111575652,0.9516834453474324,8.190956976087083,30.203,2.397956375080567,1005.4130913624184,6468.525318881253,26.849142429716498,22.998258494283256,80.36489606636918,2.323932370391317,0.2541089423286005,0.6372776251870221,43373637.23277188,2639401.383402211,6.042162925769564,38801361.46618459
2003-6,24.68919637208258,0.6327588982490451,-5720.383331634745,9.432414860416127,1.7078914536714904,0.9127593777790712,178114355.8983251,7358314.091013032,0.9096671663294,8.185280622042512,37.59,2.451932443237201,1005.2004969944078,7188.68486487912,26.72079447312205,23.08376032754713,81.37445071796664,2.253524054025326,0.2523837444507506,0.6377046349498942,43428742.267599456,2640251.467200583,6.044189425742541,38820463.951767445
2003-7,24.88616411401806,0.6380135035998685,-5884.375046061743,8.822929754380787,1.5982839320937383,0.9100665913481976,178295844.4705608,7363915.070450412,0.8904414926874215,8.17960426799794,42.741,2.5175916385525285,1004.9784587094514,8069.811827023834,26.579650077449653,23.182635578919324,82.50800054134233,2.173138388628906,0.250287397653835,0.6381316447127661,43483847.30242704,2641101.550998955,6.046215925715519,38839566.43735031
2003-8,25.022632864018064,0.6346344548960355,-5959.855464930735,8.332469749880811,1.7218082520903182,0.8898926477529421,178477333.0427965,7369516.049887793,0.8702308928724296,8.173927913953367,42.427,2.593516042624543,1004.7739045732536,9076.949005473623,26.438597156992167,23.287876702805026,83.6717785185171,2.088800144350095,0.2480282323874146,0.638558654475638,43538952.33725461,2641951.6347973268,6.048242425688495,38858668.922933176
2003-9,25.1129661973514,0.6323269495840285,-6014.809970017429,7.939983702859978,1.6351282376087797,0.8665147784673063,178658821.6150322,7375117.029325173,0.844478552685211,8.168251559908796,42.993,2.678287737051239,1004.6137626515188,10175.139200386717,26.31052362604247,23.3924761536094,84.7720176315118,2.00653409133693,0.2458577832932179,0.63898566423851,43594057.37208219,2642801.7185956985,6.050268925661473,38877771.408516034
2003-10,25.207083844410217,0.629038170305887,-6121.266757398654,7.604976000172705,1.8119435424411887,0.8493838484375612,178840310.1872679,7380718.008762553,0.8421829305905358,8.162575205864224,51.235,2.770488803430609,1004.5249610099517,11329.42521192134,26.208317398893435,23.48942638573763,85.71495086234724,1.932364999737448,0.2435735490561009,0.6394126740013819,43649162.40690976,2643651.80239407,6.05229542563445,38896873.89409889
2003-11,25.12434098726736,0.6315074373857803,-6097.745583517717,7.313008932848318,1.6375042967189617,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,8.156898851819651,47.963,2.868701323360648,1004.534427714256,12504.849840235724,26.14486638983793,23.571719853594896,86.40681119304426,1.8723176396996872,0.2410876961408657,0.6398396837642538,43704267.44173734,2644501.886192442,6.054321925607427,38915976.37968176
2003-12,25.188007653934022,0.6292469617617195,-6082.10009002275,7.034262103245153,1.7623760541706297,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,8.15122249777508,49.93,2.971507378439349,1004.6690908301364,13666.4558854881,26.133058513168827,23.63234901158637,86.7538316056237,1.832416781371685,0.2387227789879889,0.6402666935271258,43759372.47656492,2645351.969990814,6.0563484255804045,38935078.865264624
2004-1,25.279088735015108,0.6279521987366027,-6360.043009879893,6.775421109777445,1.3607725559131063,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,8.145546143730508,42.076,3.2735381917542865,1004.864139379403,14806.69888107554,26.119205289828205,23.60400230580274,86.68988980812013,1.8332882214806576,0.2360484270807546,0.6406937032899978,43814477.5113925,2646202.053789186,6.058374925553382,38954181.35084748
2004-2,25.453088735015104,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,8.14361246567135,30.183,2.9533999393271038,1005.4219081966072,15711.07559697735,26.31689346187121,23.729970047738227,86.3546747543567,1.8092559634161416,0.2344912952052325,0.6410785953540376,43866485.76361905,2648095.398651338,6.060349421533543,38971495.46283232
2004-3,25.697063093989467,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,8.14167878761219,40.701,3.274270373117076,1006.2688467804952,16874.42047825411,26.665297962106475,23.63095663777654,84.27404988039017,1.9046831328723497,0.2328499365694064,0.6414634874180773,43918494.0158456,2649988.7435134905,6.062323917513704,38988809.574817166
2004-4,25.707388093989472,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,8.139745109553031,39.783,3.4665227250816595,1006.9020972453671,17399.32554434559,26.788362175058207,23.49023083132493,83.01788022237416,1.9965357482818409,0.2317968514453383,0.6418483794821173,43970502.26807215,2651882.088375643,6.064298413493865,39006123.68680201
2004-5,25.71726614276996,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,8.137811431493873,38.903,3.49764891347487,1007.8029182231468,18716.651091103857,26.998797285646624,23.309358907935625,81.13400442901874,2.1746296089974217,0.2306953317098688,0.6422332715461571,44022510.52029871,2653775.433237795,6.0662729094740255,39023437.79878685
