,Maranhão - Produção de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Maranhão - Desemprego,Maranhão - Consumo de Cimento (t),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Goiais-Maranhão - value,Maranhão - IDH,Maranhão - PIB - Estadual,Maranhão - PIB - Construção Civil,Maranhão - PIB - Per Capita,Maranhão - PIB - Preços de Mercado
2004-6,25.680147095150915,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,8.135877753434713,46.111,3.4168689472296827,1007.9677002494678,19347.80887602591,27.047628848285303,23.010517762003765,79.50102400363765,2.3679436756216803,0.2297528204885034,0.6426181636101969,44074518.77252526,2655668.778099947,6.068247405454187,39040751.91077169
2004-7,25.77528663003464,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,8.133944075375554,49.146,3.1977847669967585,1007.3821298480344,19517.832826194728,27.04285315980696,22.80617127130197,78.53941035465861,2.5843043794542235,0.228564756875612,0.6430030556742368,44126527.02475181,2657562.1229620995,6.070221901434348,39058066.02275653
2004-8,25.80094572094373,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,8.132010397316396,39.027,2.655559209880043,1006.7344283955256,19699.268519188277,27.130370032234072,22.61637602437601,77.24075123996974,2.7821128357790363,0.2275387357163885,0.6433879477382766,44178535.27697836,2659455.467824252,6.072196397414508,39075380.134741366
2004-9,25.854256832054844,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,8.130076719257236,48.068,2.1228132651288587,1005.8584863003352,19287.347863031664,27.239680731823373,22.48245143425152,76.12754456319315,2.9114364764713407,0.2262661857610343,0.6437728398023164,44230543.52920491,2661348.812686404,6.07417089339467,39092694.24672621
2004-10,25.78764813640267,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,8.128143041198078,46.069,2.058551367553296,1005.2505622389896,18784.34607666493,27.350281397725634,22.53365125225311,75.85748208808613,2.904872916019244,0.2251632758219089,0.6441577318663562,44282551.78143147,2663242.157548556,6.076145389374831,39110008.35871105
2004-11,25.675392817253734,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,8.12620936313892,50.343,1.9026874834867096,1004.8161319227754,17914.515658114928,27.385313320127445,22.72878040083753,76.60136217881714,2.7558712685107585,0.2239260720513494,0.644542623930396,44334560.03365801,2665135.5024107085,6.078119885354991,39127322.47069589
2004-12,25.703413650587056,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,8.124275685079759,60.595,2.035980792245715,1004.7148727876512,16891.108654152067,27.271634903497777,22.98092943874473,78.30899681882659,2.494431420959376,0.2227587816622934,0.6449275159944359,44386568.28588457,2667028.847272861,6.080094381335153,39144636.58268073
2005-1,25.57863814038297,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,8.1223420070206,56.124,2.288492840415985,1004.6536278849176,15186.581509479867,27.11759987477128,23.292986076355387,80.49857064336409,2.1893814795933557,0.2215743832380191,0.6453124080584757,44438576.53811112,2668922.192135013,6.082068877315313,39161950.69466557
2005-2,25.46819402079896,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,8.115340521405113,39.81,2.4442811381397678,1004.8108721052314,13817.6215863768,26.97001520974997,23.53133902719172,82.3118893842961,1.912147521791843,0.2204718709273177,0.6456560842895674,44486750.20388992,2671416.680778648,6.083792628767321,39176947.40006623
2005-3,25.61340253299737,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,8.108339035789625,44.937,2.335974441758748,1005.5200157023916,14059.750756219752,27.03613521258921,23.604388660555102,82.35831082114656,1.8145311408746816,0.2193108169298461,0.6459997605206591,44534923.86966871,2673911.169422282,6.085516380219328,39191944.10546689
2005-4,25.492445988377447,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,8.101337550174136,41.661,2.2286648215874587,1006.3192810051928,14840.582213231555,27.19925143428575,23.546066136093877,81.3275444165948,1.8392095671896915,0.2183303791790452,0.6463434367517509,44583097.53544749,2676405.658065916,6.087240131671335,39206940.81086754
2005-5,25.495386832059754,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,8.09433606455865,47.35,2.004607757673179,1006.8695716259806,16836.90702930962,27.414212271647603,23.361679730474275,79.51367681673214,1.9730324124034837,0.2170630621420549,0.6466871129828426,44631271.20122629,2678900.14670955,6.088963883123342,39221937.51626819
2005-6,25.468458065936836,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,8.087334578943162,50.153,1.915935204379328,1007.2851893393602,18557.38097651753,27.520326934295728,23.054638593329887,77.5784494227393,2.243843443281198,0.2161029421382479,0.6470307892139344,44679444.86700508,2681394.635353185,6.09068763457535,39236934.22166885
2005-7,25.494891978056312,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,8.080333093327674,53.112,1.6351130619792131,1007.0188265923084,19051.614323949507,27.49453665572141,22.78448874260704,76.46385080032897,2.472821471060907,0.2149543543359519,0.6473744654450262,44727618.532783866,2683889.123996819,6.092411386027357,39251930.9270695
2005-8,25.570682342628515,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,8.073331607712186,51.788,1.6192760040052867,1006.0962276192658,19311.75457546616,27.56508987233365,22.648070179051007,75.52940053192071,2.7105309956094104,0.2142924554927298,0.6477181416761179,44775792.19856266,2686383.612640453,6.094135137479364,39266927.63247016
2005-9,25.659009883008324,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,8.066330122096698,46.69,2.080782293349557,1005.374727893349,18580.13809440808,27.45466821095539,22.603518935832888,75.75410817237169,2.761926924667935,0.2139141743316138,0.6480618179072096,44823965.86434145,2688878.101284088,6.095858888931372,39281924.337870814
2005-10,25.826316897001323,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,8.059328636481212,45.263,2.2975023443307707,1004.6503048936372,17756.70413187516,27.35382205948997,22.74585066422938,76.84611856210412,2.6215328085936385,0.2145928761895402,0.6484054941383014,44872139.530120246,2691372.589927722,6.097582640383379,39296921.04327147
2005-11,26.055280836850123,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,8.052327150865723,44.122,2.825879560680702,1004.242880230847,17168.876295329697,27.1982789632322,22.91940125639004,78.32932367246524,2.451565619265968,0.2153320461310389,0.6487491703693931,44920313.19589904,2693867.078571356,6.099306391835386,39311917.74867213
2005-12,26.370504099086503,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,8.045325665250235,58.448,3.124927013363319,1004.298423537878,16247.74116664578,26.889863579904336,23.099647413879843,80.56177236996238,2.136314997146244,0.2162349920492057,0.6490928466004848,44968486.86167783,2696361.5672149905,6.101030143287393,39326914.45407278
2006-1,26.42275912857941,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,8.038324179634747,60.434,2.669785560714829,1004.5235757830512,15536.034563630948,26.66977116205322,23.288928568705806,82.48847209404218,1.8582525618611,0.2171842208871898,0.6494365228315766,45016660.52745662,2698856.0558586246,6.102753894739401,39341911.15947344
2006-2,26.26928301416236,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,8.035768898504116,46.215,2.670427555027068,1005.2610399807708,15431.996187593795,26.64890252386333,23.384464275489687,83.05297113931137,1.755753745251587,0.2182074003526272,0.6497398850956043,45057003.69327578,2696594.808996075,6.103420846015803,39349542.95769026
2006-3,26.122715550471487,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,8.033213617373484,47.645,2.77505879209127,1005.951501811586,15565.226971414357,26.66522457541406,23.40143575109079,83.0855424908415,1.6797257734536135,0.2194260963760435,0.650043247359632,45097346.85909493,2694333.562133525,6.104087797292205,39357174.75590709
2006-4,26.175381927134385,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,8.030658336242853,34.471,2.5705349309839614,1006.7634954038048,15904.86560730482,26.708652429031734,23.40631430653433,82.91518948284445,1.7355816908062798,0.2207745894333218,0.6503466096236599,45137690.02491409,2692072.315270975,6.104754748568607,39364806.55412392
2006-5,26.432034862504683,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,8.028103055112222,48.018,2.7246227222423096,1007.2612367372355,17065.666480365468,26.80738597920429,23.27653863876893,81.8344728425351,1.919112174835485,0.2222843391881786,0.6506499718876876,45178033.19073325,2689811.0684084254,6.105421699845009,39372438.35234075
2006-6,26.72741789760132,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,8.025547773981591,51.261,2.532168116063304,1007.2665416630182,17883.38693435486,26.86831052300364,23.088036973308053,80.68553286567867,2.0192028055850537,0.2238473801571237,0.6509533341517153,45218376.35655241,2687549.821545876,6.106088651121412,39380070.15055758
2006-7,27.102913220100294,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,8.02299249285096,55.481,2.314423575927348,1006.9149984196476,18350.376337662798,26.94539028785661,22.93631895032869,79.62313462363629,2.067699524460974,0.2256656364768914,0.651256696415743,45258719.52237157,2685288.5746833263,6.106755602397813,39387701.94877441
2006-8,27.375252538264903,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,8.020437211720328,67.221,2.167424624594383,1006.172250887226,18702.68137373458,27.13400030180645,22.743069102873108,77.85871346778606,2.115144929268787,0.2284921850401829,0.6515600586797707,45299062.68819073,2683027.3278207765,6.107422553674216,39395333.74699124
2006-9,27.46207512637349,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,8.017881930589697,66.365,1.5587249416530622,1005.7778661959036,18647.900302513288,27.33134113437481,22.66101239498016,76.57790222070209,2.143149608473545,0.2315728676794439,0.6518634209437985,45339405.85400988,2680766.0809582267,6.108089504950618,39402965.54520807
2006-10,27.571826520135104,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,8.015326649459066,67.593,1.6665667372040502,1005.299456784575,18350.47541828509,27.522117140812373,22.72244935998093,75.97451118130195,2.3608562946004725,0.2351505550655339,0.6521667832078262,45379749.01982904,2678504.834095677,6.10875645622702,39410597.343424894
2006-11,27.673197507558218,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,8.012771368328433,72.762,1.6020208626672574,1005.2137304066,17449.755701691967,27.374124175325036,22.84689573845002,77.2228988023334,2.602735833191829,0.2388400913766284,0.652470145471854,45420092.1856482,2676243.587233127,6.109423407503423,39418229.14164172
2006-12,27.65639760327872,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,8.010216087197803,76.473,1.8730249975841649,1005.241252634406,16500.748240432087,27.138582795761124,23.0341631508033,79.19249440312129,2.872391676609406,0.2425505815669402,0.6527735077358817,45460435.35146736,2673982.3403705773,6.110090358779824,39425860.93985856
2007-1,27.686193194149972,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,8.007660806067172,66.018,2.2147376085320305,1005.2309635618728,15446.129682990524,26.88785976633295,23.25007056804583,81.37439850905828,3.1765691149145305,0.2464238836058105,0.6530768699999094,45500778.51728652,2671721.0935080275,6.1107573100562265,39433492.73807538
2007-2,27.600326970757468,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,8.005216172226618,46.901,2.4686217163920423,1005.5115878019471,14675.361613439558,26.63726053055223,23.45738307037563,83.5161386854249,3.2930995178165383,0.2501963223888267,0.6533408201627572,45540784.407918975,2673339.016075691,6.112302311069727,39444312.37509348
2007-3,27.88498274524641,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,8.002771538386064,58.996,2.2977461246782958,1005.8030475885844,14866.061591933294,26.66641984358166,23.52145259473991,83.72827764075694,3.391722901334354,0.2538641683370207,0.6536047703256049,45580790.29855143,2674956.9386433545,6.113847312083228,39455132.01211157
2007-4,27.84887213733313,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,8.00032690454551,47.399,2.6476450612019504,1006.4878617423044,15056.465331636447,26.72041960617354,23.509965142030392,83.41402189231883,3.4659130762950605,0.2573244408147182,0.6538687204884528,45620796.18918389,2676574.8612110177,6.115392313096728,39465951.64912966
2007-5,28.091084915883247,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,7.997882270704955,60.944,2.343635324475354,1006.8019701574516,15870.866322032349,26.73644453977084,23.3524660598681,82.61333867662177,3.507247927920851,0.2607528910521809,0.6541326706513005,45660802.07981634,2678192.7837786814,6.116937314110229,39476771.28614775
2007-6,28.260629774736785,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,7.995437636864401,67.694,2.263878687398452,1006.5853498872264,17168.661009299696,26.84114965183177,23.051047461795616,80.75002334982446,3.5378405579357524,0.2643996222544283,0.6543966208141483,45700807.9704488,2679810.706346345,6.118482315123729,39487590.92316584
2007-7,28.50712307491638,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,7.992993003023846,75.379,2.5102318146151568,1005.7673499594404,17099.266696650422,26.891618137843487,22.817434743692072,79.32197591638796,3.55871450887881,0.2681403708282279,0.654660570976996,45740813.86108126,2681428.6289140084,6.12002731613723,39498410.560183935
2007-8,28.486474729954335,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,7.990548369183292,81.215,1.8294364566222403,1005.6151981458836,17434.312564975513,27.199592755915997,22.56873909878245,76.82361411673277,3.571971856390774,0.2717155956546009,0.6549245211398438,45780819.75171372,2683046.551481672,6.12157231715073,39509230.19720203
2007-9,28.55538886030793,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,7.988103735342738,73.794,1.9232995814778635,1005.0563448900364,15229.700944915565,27.45157091889833,22.4973013601556,75.29361851610656,3.428510758614588,0.2755405576987208,0.6551884713026915,45820825.64234617,2684664.474049336,6.123117318164231,39520049.83422012
2007-10,28.73666190066098,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,7.985659101502184,81.122,1.820437962885535,1004.783446216871,11970.80029165957,27.396621885733225,22.575513152983785,75.83046713804323,3.1448136941231475,0.2790431369511107,0.6554524214655393,45860831.532978624,2686282.396616999,6.124662319177731,39530869.47123821
2007-11,28.770219961960155,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,7.983214467661631,77.051,1.773596079946287,1005.0905330644964,9250.694154264223,27.36973385939265,22.75259402424166,76.82502309863615,2.778009091107247,0.2815013055380816,0.6557163716283871,45900837.42361108,2687900.3191846623,6.126207320191232,39541689.1082563
2007-12,28.832953413493016,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,7.980769833821076,80.334,1.7003631468260785,1004.3088622487004,5939.928304617767,26.92571597875276,22.936152466420463,79.6460294342188,2.290123473332488,0.283994555730062,0.6559803217912349,45940843.31424354,2689518.2417523256,6.127752321204732,39552508.7452744
2008-1,28.781227889297234,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,7.978325199980522,76.203,2.048485752190102,1004.0833398949202,4569.746707651033,26.562433962213785,23.1140006915346,82.18854615011911,1.8826743296593156,0.2865814856010999,0.6562442719540826,45980849.204876,2691136.1643199893,6.129297322218233,39563328.38229249
2008-2,28.860359904822083,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,7.980788985193453,62.689,2.319939257834784,1004.0703311215397,3510.090138493054,26.34488676269411,23.25414414038693,83.93292677884344,1.5727897778189506,0.2891610216156695,0.6564697118816345,46007489.28587408,2691060.7933042026,6.129047917367176,39563761.92913851
2008-3,29.04150433116208,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,7.983252770406384,59.277,2.572598988393677,1004.1092107813516,2662.5008026830023,26.11959696125004,23.28461927610723,85.1908483918728,1.3014958704793655,0.2917927281720581,0.6566951518091864,46034129.36687216,2690985.422288416,6.12879851251612,39564195.47598454
2008-4,29.096193898114947,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,7.985716555619316,66.515,2.753170991494803,1004.4204932906244,2218.754650595225,26.119884490239663,23.30267981881209,85.3363640033349,1.162951527829073,0.2945757206576911,0.6569205917367382,46060769.44787024,2690910.0512726293,6.128549107665063,39564629.02283057
2008-5,29.24570026486965,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,7.988180340832247,75.316,2.698856184411348,1004.7443384249824,1934.084433124304,26.172328779701623,23.241840521070376,84.80472866336932,1.1639425484585466,0.2973165600704333,0.6571460316642902,46087409.52886832,2690834.680256842,6.128299702814006,39565062.56967659
2008-6,29.416693436346485,0.416568100772241,-7526.222983080984,2.8968331481222203,0.831892211523938,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,7.990644126045178,73.736,2.3142966977318093,1005.0263753106254,1782.9566145278525,26.327438263954114,23.07013150428117,83.26350758082079,1.3096218229124368,0.2999702788639486,0.6573714715918421,46114049.6098664,2690759.309241056,6.12805029796295,39565496.11652263
