, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Piauí - IDH,Piauí - Produção de Cimento (t),Piauí - Consumo de Cimento (t),Piauí - PIB - Estadual,Piauí - PIB - Construção Civil,Piauí - PIB - Per Capita,Piauí - PIB - Preços de Mercado,Piauí - Desemprego
2003-11,0.6315074373857803,-6097.745583517717,7.313008932848318,1.6375042967189617,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,0.4185151836944447,1000.3915123045427,334.7234041503532,32.02335421784934,25.92451909416823,70.21731608684016,1.229957429335366,0.6536509097495603,27.76203563835553,23.709,21664568.448199265,1375952.5559033367,6.100376629284076,18817262.25300461,8.13116917257068
2003-12,0.6292469617617195,-6082.10009002275,7.034262103245153,1.7623760541706297,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,0.3843659913713605,1000.0801054623928,281.50200230473155,32.43026285771433,26.561366646142496,71.1827512040456,1.174664815295413,0.6540942362439276,28.01203563835553,23.943,21694962.224599898,1377743.384360822,6.10430019703254,18830839.77752031,8.125059528601842
2004-1,0.6279521987366027,-6360.043009879893,6.775421109777445,1.3607725559131063,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,0.3488373861877577,999.7745690634464,228.66461403402863,32.827115323084,27.190561453647742,72.16173973083741,1.1199981300145578,0.6545375627382948,28.294738341058235,18.413,21725356.00100053,1379534.212818307,6.108223764781004,18844417.30203601,8.118949884633004
2004-2,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,0.3124474819969949,999.4829657296945,177.44086012119362,33.20293473080425,27.796517367563528,73.13574669056756,1.0672847592179406,0.6549334729557797,28.776396235795072,16.605,21754623.83493575,1380884.6003969966,6.112081355902014,18857346.76466569,8.117220555008366
2004-3,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,0.2757143926524305,999.213358083126,129.0603613491757,33.546744197721,28.36364823876939,74.08623710658799,1.0178520886307003,0.6553293831732647,29.089421876820715,22.084,21783891.66887097,1382234.987975686,6.115938947023025,18870276.227295373,8.11549122538373
2004-4,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,0.2391562320074231,998.9738087457314,84.75273850092344,33.84756684068013,28.87636791814488,74.99467600225066,0.9730275039779768,0.6557252933907497,29.068821876820717,22.445,21813159.502806187,1383585.3755543754,6.119796538144037,18883205.689925056,8.113761895759094
2004-5,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,0.2032911139153314,998.7723803395004,45.74761235938638,34.094425776527586,29.319090256569535,75.84252840090754,0.9341383909849086,0.6561212036082347,29.16343163291828,23.323,21842427.336741406,1384935.7631330648,6.123654129265048,18896135.15255474,8.112032566134456
2004-6,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,0.1686371522295136,998.6171354864232,13.274603707513164,34.27634412210925,29.67622910492292,76.61125932591058,0.9025121353766352,0.6565171138257196,29.48781258529923,25.466,21871695.170676623,1386286.1507117543,6.1275117203860585,18909064.615184423,8.110303236509818
2004-7,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,0.1357124608033286,998.5161368084896,0.0,34.38234499427105,29.93219831408458,77.28233380061175,0.8794761228782961,0.6569130240432046,29.332417236462028,29.923,21900963.00461184,1387636.5382904438,6.131369311507069,18921994.07781411,8.108573906885182
2004-8,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,0.1050351534901349,998.4774469276896,0.0,34.40145150985889,30.071411734934053,77.837216848363,0.86635773921503,0.6573089342606896,29.64982632737112,25.773,21930230.838547066,1388986.925869133,6.13522690262808,18934923.540443797,8.106844577260546
2004-9,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,0.0771233441432909,998.5091284660132,0.0,34.32268678571867,30.078283218350897,78.2573734925163,0.8644843701119771,0.6577048444781746,29.50022632737112,24.03,21959498.67248228,1390337.3134478228,6.139084493749091,18947853.00307348,8.105115247635908
2004-10,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,0.0524951466161552,998.61924404545,0.0,34.13507393869632,29.937226615214648,78.52426875642358,0.8751834012942761,0.6581007546956595,29.841943718675463,21.724,21988766.5064175,1391687.7010265123,6.142942084870102,18960782.46570316,8.10338591801127
2004-11,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,0.0316686747620865,998.81585628799,0.0,33.82763608563772,29.632655776404867,78.61936766343685,0.8997822184870663,0.6584966649131445,29.63792244207972,23.003,22018034.34035272,1393038.0886052016,6.146799675991113,18973711.928332843,8.101656588386634
2004-12,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,0.015162042434443,999.1070278156236,24.469782924365973,33.38939634338882,29.148984552801096,78.52413523690802,0.9396082074154872,0.6588925751306295,29.824526608746385,23.922,22047302.174287938,1394388.476183891,6.150657267112124,18986641.390962526,8.099927258761998
2005-1,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,0.0,999.6,0.0,32.8,28.4,78.0,1.0,0.6592884853481145,29.619955180174955,19.758,22076570.00822316,1395738.8637625806,6.154514858233135,18999570.85359221,8.09819792913736
