,Distrito Federal - value,Distrito Federal - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Distrito Federal - IDH,Distrito Federal - Consumo de Cimento (t),Distrito Federal - PIB - Estadual,Distrito Federal - PIB - Construção Civil,Distrito Federal - PIB - Per Capita,Distrito Federal - PIB - Preços de Mercado,Distrito Federal - Produção de Cimento (t)
2008-7,0.2786638602377634,8.0567979023218,0.4017041211332135,-7372.476799457021,2.8193033709764,0.9469908098354584,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,2.076321494075728,888.0696063176889,4783.074097694254,21.28114054786771,10.230139817882083,53.22083444284987,2.504172092825297,0.8315372816742215,84.323,126191918.79901016,3624148.916456539,44.126552037617344,111452408.68316148,224.49301917196487
2008-8,0.2800135697410881,8.059145676896557,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9812442861378704,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,2.1066829258320467,887.419346083697,5208.042183451495,21.789023566132027,11.044261406147085,54.9048052752728,2.474436495071591,0.8315794298007085,90.292,126260639.46679664,3625048.2023594393,44.129050339298985,111455796.80272922,225.83541260331117
2008-9,0.2810042724812011,8.061493451471314,0.393954511741958,-7785.307445305803,2.665912474404139,1.0935181371164024,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,2.2135347375427217,886.8423013112107,5659.096290529261,21.931162886443648,12.399831460658836,59.64288286184429,2.434142044763984,0.8316215779271957,90.522,126329360.13458312,3625947.488262339,44.13154864098063,111459184.92229694,226.7483651070872
2008-10,0.2813451555077774,8.06384122604607,0.4032616547632046,-7703.954458964581,2.598260780235978,0.94244302845466,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,2.1298622809670387,886.4225869359009,3191.430184408496,21.93078480958715,13.875739077843294,64.77836932914019,2.40852978828079,0.8316637260536828,91.401,126398080.8023696,3626846.774165239,44.134046942662266,111462573.04186466,228.2749774879705
2008-11,0.2816289609133452,8.066189000620827,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.062701899829496,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,2.2304586400379747,886.0528919079123,2780.415742691243,21.730691815705068,15.129689893782452,69.97742481212791,2.3224611679695166,0.8317058741801698,75.79,126466801.47015607,3627746.060068139,44.1365452443439,111465961.1614324,229.45273800729075
2008-12,0.2819220263456122,8.068536775195582,0.4155686208661097,-7673.72643892393,2.504755709594416,1.101310555483456,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,2.135304877769709,885.9415589765022,2464.188735804821,21.819691657809976,15.81679411705448,72.05433769015278,2.261236838086526,0.831748022306657,66.187,126535522.13794255,3628645.345971039,44.13904354602554,111469349.28100014,230.99977503220072
2009-1,0.2824085282194394,8.070884549770339,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7501827891642874,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,2.444935901067005,886.1502720531106,2021.0758904610727,21.776985962577616,16.23363875665222,73.60473881513897,2.201085505437776,0.8317901704331441,66.824,126604242.80572905,3629544.6318739383,44.14154184770718,111472737.40056786,232.4320241377741
2009-2,0.2830402452398254,8.067920031713859,0.4330860958676656,-8362.130172448553,2.419211323171128,0.8379855344167224,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,2.3825593608370856,886.4180327534187,1839.5991111341157,21.488223224064733,16.206771890491282,74.37486533157198,2.1705769519747955,0.8318227598408482,64.058,126853929.06962052,3629248.899974181,44.13946556171028,111519354.5853198,233.77893349534787
2009-3,0.2840252106231972,8.064955513657381,0.4381030668091561,-8556.283355305572,2.384914975903917,0.7389127280648995,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,2.2105229020650463,886.9448371712575,1663.5040937872895,21.05094525632473,15.751265747163972,74.05143421530208,2.126711548102534,0.8318553492485523,75.891,127103615.33351204,3628953.168074422,44.13738927571339,111565971.77007172,236.08264845527705
2009-4,0.2849322415053603,8.061990995600901,0.45007711682254,-8805.162211693303,2.3630365952461503,0.72952096312357,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,2.320813056458443,887.6281491867909,1549.0046582596003,20.69144116210333,14.75593104916118,71.4467567603695,2.1512340489189525,0.8318879386562565,67.298,127353301.59740354,3628657.436174664,44.135312989716496,111612588.95482364,237.43950805471763
2009-5,0.2862103704610956,8.059026477544423,0.450431778065969,-8667.302626906909,2.3525692667827225,0.7956723216115966,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,1.9472232939675032,888.1035544455193,1521.1685041983078,20.550817378523032,13.670001479069017,67.67642163836199,2.2694439534920443,0.8319205280639607,81.417,127602987.86129504,3628361.704274905,44.1332367037196,111659206.13957556,241.1280131661384
2009-6,0.2872374480403785,8.056061959487943,0.4443889715056729,-8866.763268778828,2.338774353162325,0.7718384341547616,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,1.8724682087484985,888.3179249279034,1492.0234825114255,20.813771817383184,13.286783253371722,65.14014883221473,2.282637831332962,0.8319531174716648,80.314,127852674.12518656,3628065.9723751466,44.1311604177227,111705823.32432748,244.31027088472672
2009-7,0.2882843167085187,8.053097441431465,0.4406435988198508,-9104.309037125651,2.304832376935664,0.932626674231297,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,2.023336620543887,887.9542985756781,1472.5551641955394,21.15419225288513,13.517342013859158,64.86101167303327,2.2933993177749943,0.8319857068793689,102.385,128102360.38907804,3627770.240475388,44.12908413172581,111752440.5090794,247.5412219147005
2009-8,0.2893131224728333,8.050132923374985,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9077579231188913,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,2.058272125191865,887.326117279979,1449.8503365961003,21.488879940713154,14.32345819878017,66.72835146854439,2.266446097094419,0.832018296287073,98.178,128352046.65296954,3627474.50857563,44.12700784572891,111799057.69383132,249.41081251688965
2009-9,0.2902857213658897,8.047168405318505,0.4517057294318006,-9303.102943424732,2.248138981864224,0.7590817589264219,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,2.132032364569593,886.6970056726132,1385.5060545811143,21.642531735311746,15.36346814491402,70.25429920158119,2.1951076936459097,0.8320508856947771,95.439,128601732.91686104,3627178.776675872,44.12493155973201,111845674.87858324,250.8334521711715
2009-10,0.2914239894379313,8.044203887262027,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7846990754486614,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,2.2278625016508866,886.1569754769009,1382.2169517548125,21.701431641662005,15.98091186469912,72.48388724717937,2.181450034447401,0.8320834751024813,93.638,128851419.18075256,3626883.044776113,44.12285527373511,111892292.06333518,252.5087999097252
2009-11,0.2924802698551789,8.041239369205547,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7700278820075507,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,1.9332155644296924,886.1558272791165,1411.2429045615288,22.10993360942451,16.308715498755912,72.06897436562772,2.245992376789674,0.8321160645101855,86.774,129101105.44464403,3626587.3128763535,44.12077898773822,111938909.24808712,254.2014024160912
2009-12,0.2933716085886486,8.038274851149069,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6898760251950916,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,2.0318441622224617,886.1075318821678,1425.715799573388,22.200918106900435,16.701979342428846,73.27971235246143,2.2916962487993904,0.8321486539178896,79.047,129350791.70853557,3626291.580976596,44.11870270174133,111985526.43283902,255.69047314616364
2010-1,0.2943552428585628,8.035310333092589,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.7984149643257024,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,2.357834955972065,886.2321500657139,1499.1883317634015,22.34756290857644,16.54977740904771,71.94591320709308,2.2828986076769238,0.8321812433255937,80.219,129600477.97242706,3625995.8490768378,44.11662641574443,112032143.61759096,256.34421034165524
2010-2,0.2952350340568694,8.034422194278878,0.4638866746250542,-9576.958631035535,2.030863470139216,0.6340516025801447,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,2.4768786399227096,886.3671404447612,1508.7408450603796,22.300360846860684,16.16444445301763,70.51086084806386,2.270615147324152,0.8322044269345735,85.365,129825647.97420682,3622821.6937296,44.108803690686656,112063660.74906558,257.74943855396833
2010-3,0.2961361047324076,8.03353405546517,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.8247337983618206,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,2.873892002748407,886.7012594457486,1498.8844631094648,21.66027874019057,15.251522087073155,69.46760993739147,2.3196297639582526,0.8322276105435533,103.105,130050817.97598656,3619647.5383823626,44.10098096562888,112095177.8805402,260.1968091173713
2010-4,0.2971908831650635,8.032645916651461,0.455830055988475,-10059.393149424635,1.938766300428007,0.7324555326526557,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,3.014448392455909,887.456805395692,1518.8037848781482,21.25136251729653,13.864139176553836,65.48936412387148,2.542711446962148,0.832250794152533,90.761,130275987.97776634,3616473.3830351247,44.09315824057111,112126695.01201484,262.28145814170773
2010-5,0.2982335366757247,8.03175777783775,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8264367733604508,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,2.7163047587817566,888.0021709036612,1547.7634504877456,20.973490059965712,12.224480028133051,60.65164538643226,2.679065278073555,0.8322739777615128,103.517,130501157.97954609,3613299.227687888,44.08533551551333,112158212.14348948,264.94746684912707
2010-6,0.298710249107507,8.03086963902404,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7835509006430283,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,2.737226810642824,888.3183785319425,1605.8872123485928,21.079584811863462,10.705429170712266,55.46766760159086,2.896078891222087,0.8322971613704926,101.609,130726327.98132583,3610125.0723406496,44.07751279045556,112189729.2749641,267.40580725442896
2010-7,0.2993275911906371,8.029981500210331,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6956631681759645,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,2.5581007129585487,887.9848595739537,1621.9220167937572,21.485951373049705,10.797674473495324,54.629503796322886,2.887899663652437,0.8323203449794724,105.403,130951497.9831056,3606950.916993412,44.06969006539778,112221246.40643872,270.0218987334042
2010-8,0.3000595040672264,8.029093361396622,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8448625278586105,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,2.356078592731137,887.220222920464,1585.1994187897792,21.665133549575632,11.433103351040984,56.842931327615226,2.7047135071134227,0.8323435285884522,108.029,131176667.98488536,3603776.7616461744,44.06186734034001,112252763.53791334,272.738630969352
2010-9,0.3007788088493925,8.028205222582912,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.94745863654434,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,2.1650906956165272,886.2294454051993,1524.0398481390107,21.88819091445078,12.937071429428752,61.75409045592554,2.6083679392189647,0.832366712197432,106.331,131401837.98666511,3600602.6062989365,44.05404461528224,112284280.66938797,275.5535333849854
2010-10,0.3015701259181311,8.027317083769201,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8548584317510831,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,1.9922697138515453,885.4959943850453,1466.1524465229843,21.74006679904979,14.683447230853174,68.28826837520838,2.5115597694243554,0.8323898958064118,102.258,131627007.98844488,3597428.450951699,44.04622189022446,112315797.8008626,278.71045518657525
2010-11,0.302280839599975,8.026428944955493,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8102428340912935,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,1.9932813050001232,885.1318078340294,1444.1910879768932,21.60076073526354,15.353053866806643,71.30460576622318,2.4309433230468085,0.8324130794153914,93.999,131852177.99022464,3594254.2956044613,44.03839916516669,112347314.93233722,279.9641792212406
2010-12,0.302902306511947,8.025540806141784,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7964293770587095,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,2.033217812936631,884.9056786434941,1447.6554592462446,21.642314106900468,16.010135251291345,73.5933383153126,2.4038487857428734,0.8324362630243712,87.008,132077347.9920044,3591080.140257224,44.03057644010891,112378832.06381184,281.5461882256069
2011-1,0.3036243530459539,8.024652667328073,0.485803381917484,-10517.124472033394,2.035093128055376,0.893395740441149,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,2.153123416361251,885.2228837502447,1471.794031556428,21.59331724089609,16.200638864348008,74.23899891580875,2.4158401611551468,0.832459446633351,90.254,132302517.99378416,3587905.984909986,44.02275371505114,112410349.19528648,281.84766604588054
2011-2,0.3042124311036379,8.252868662321118,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9169684528627234,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,2.360734971643498,885.6497089590983,1470.297363848265,21.3484474883488,15.861658560070005,73.5942876105489,2.3536252247971805,0.8324528384262508,98.661,132511545.59881283,3584822.6898635644,44.01472398336362,112439921.55511568,283.84151588073985
2011-3,0.3049424757131034,8.481084657314163,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8172419431451659,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,2.17234923171343,886.1756350268519,1466.732213085025,20.97003737597776,15.180771872259552,72.11947175157502,2.378102741373764,0.8324462302191505,103.377,132720573.20384154,3581739.3948171427,44.00669425167611,112469493.91494489,286.4090583784009
2011-4,0.3055326239802443,8.709300652307206,0.4724763218727945,-10225.7655016099,2.095742570726438,0.8755603531716446,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,2.172262673461802,886.9226007621088,1494.9274753562784,20.63631543131445,13.786628947144417,67.78583950821465,2.4286394047741835,0.8324396220120502,97.92,132929600.80887024,3578656.099770721,43.998664519988594,112499066.27477407,289.01114837683207
2011-5,0.3063407950511604,8.937516647300251,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.9645144336524022,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,1.9810693753637456,887.4172249537677,1528.299700886858,20.60930582820473,12.133785876535198,62.15481980789783,2.462838579873881,0.83243301380495,112.389,133138628.41389892,3575572.8047243,43.99063478830107,112528638.63460328,291.6841002201404
2011-6,0.3068740690223862,9.165732642293296,0.460777089427583,-9975.112230204764,2.095226448555367,0.8288299944369717,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,1.5999933989649384,887.7950293380547,1594.2784319309226,20.956338330416617,10.512162615548911,56.07573684991542,2.560842561474701,0.8324264055978499,113.662,133347656.01892762,3572489.509677878,43.98260505661356,112558210.9944325,293.13787750695684
2011-7,0.3077646123077333,9.39394863728634,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.8811708978486625,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,1.8228068711296144,887.5793021300804,1569.9175379699134,21.142977074035887,10.49067990555287,55.82436611895637,2.604123749292499,0.8324197973907496,116.842,133556683.62395632,3569406.214631457,43.97457532492604,112587783.3542617,295.071787846186
2011-8,0.308594822422003,9.622164632279386,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8353216021324007,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,1.8780063002486715,887.1319248549468,1547.7605691425354,21.348718803846065,11.049118316917928,57.64286915244174,2.61614730644591,0.8324131891836493,126.83,133765711.228985,3566322.919585035,43.96654559323853,112617355.71409091,297.3248810284613
2011-9,0.3094005714005575,9.85038062727243,0.4606035369977562,-9679.164240091171,2.075344728788324,0.9932758224293476,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,1.92617666803389,886.5704303707834,1469.74001478374,21.25521328423722,12.358086699338196,62.80341229997259,2.5895654501804697,0.8324065809765491,128.177,133974738.83401369,3563239.624538613,43.95851586155101,112646928.07392012,300.2281681409423
2011-10,0.3101784254828976,10.078596622265476,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8529009397936996,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,2.151452730714676,885.9984113682904,1347.8194509900568,20.88247831860279,14.23008059046836,70.31940510620196,2.504978243805103,0.8323999727694489,107.386,134183766.4390424,3560156.329492192,43.95048612986349,112676500.43374932,303.0392643852233
2011-11,0.3107448425450398,10.30681261725852,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9080862842620008,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,2.046678907948639,885.8525489081733,1379.6108275169147,20.94082144358806,14.77728323082098,71.95536279191631,2.483029495020766,0.8323933645623486,97.561,134392794.04407108,3557073.03444577,43.94245639817598,112706072.79357852,305.11378406839674
2011-12,0.3113012623958532,10.535028612251564,0.4721630104203435,-9986.589161982563,2.076644486808949,0.921343506933786,0.5250917546367961,193152470.9777836,7812759.248743567,0.5951869340064411,2.057969048793709,885.8667042388698,1380.8349338789371,21.033395886234253,15.241150619955109,73.14649091552789,2.3963555347608505,0.8323867563552483,84.831,134601821.64909977,3553989.739399349,43.93442666648846,112735645.15340772,306.1570571633418
2012-1,0.3120753369633472,10.763244607244609,0.4733415062904513,-10404.150759011012,2.0905714352596823,0.6957659642201535,0.5361604483491258,193258203.49791336,7815135.384009959,0.6110671295983301,2.289405780130604,885.9973041667737,1411.9635736894015,21.189452182167265,15.550096387416511,73.35211376946539,2.3182692872431474,0.8323801481481481,85.611,134810849.25412846,3550906.444352927,43.92639693480095,112765217.51323693,308.0749466330801
2012-2,0.3126818694960979,10.811457186442368,0.476080947409229,-9928.241624071832,2.1011962123086314,0.709225961971412,0.547043585265198,193353913.43027985,7816645.273799296,0.5998092162889704,2.313876691237998,886.376178253193,1432.8963813031426,21.10461895530321,15.39373919711878,72.75790010692084,2.3146860568894425,0.8324313991769546,100.739,135009965.5327155,3547694.761862064,43.92253058569872,112800991.63086896,311.2036147206602
2012-3,0.3131807845050617,10.859669765640128,0.4859216468538039,-9880.218215766452,2.117529533577395,0.7934804767483497,0.5760461169470958,193449623.3626464,7818155.163588634,0.5994875672440965,2.196287434472884,886.9030130966796,1421.6450913067097,20.97107791838895,15.097387942167344,71.7965801776467,2.289262473226457,0.8324826502057613,110.615,135209081.81130257,3544483.079371201,43.91866423659648,112836765.748501,314.19817691648194
2012-4,0.31373271674532,10.907882344837889,0.495982472496991,-10098.092464217463,2.1289644149802243,0.6939196106512057,0.5748028697718967,193545333.2950128,7819665.053377971,0.6070633278923643,1.8772142058676955,887.4510476186094,1432.5468009190208,20.676547471369577,14.153060094188447,69.05131643168212,2.3305302847123266,0.8325339012345678,94.425,135408198.08988965,3541271.396880337,43.91479788749425,112872539.86613302,315.91493427681365
2012-5,0.3141029582469579,10.956094924035646,0.4931284401808382,-9610.545103294866,2.157948049971086,0.5695255856507171,0.5455839993066408,193641043.2273793,7821174.943167307,0.6337829017520761,1.4892007364225164,888.2342462479295,1461.2743661989275,20.264964437927407,12.734754602221916,65.15328905982265,2.535176441032809,0.8325851522633745,112.45,135607314.3684767,3538059.714389474,43.91093153839202,112908313.98376504,317.5500279588712
2012-6,0.3145533546055545,11.004307503233406,0.4947842743091953,-9553.334932170872,2.190346510129612,0.5795592429448698,0.5142239683724931,193736753.15974572,7822684.832956645,0.6091979248637831,1.4271170627938492,888.5423515835831,1532.1367988998488,20.7245088002685,11.522809926350837,59.52162035416961,2.5967800340568736,0.832636403292181,106.072,135806430.64706373,3534848.0318986108,43.90706518928979,112944088.10139708,318.64743707772897
2012-7,0.315537907778984,11.052520082431164,0.4943665113324502,-9513.302050841186,2.214523649851895,0.5827682636845355,0.4886763343071003,193832463.09211224,7824194.722745982,0.6098789200190179,1.9148640298328508,888.3182465850405,1585.8253493910113,21.19177792010689,10.693112785330454,55.365574506371296,2.678845394769463,0.8326876543209876,120.633,136005546.9256508,3531636.3494077474,43.90319884018756,112979862.2190291,319.3419164035689
2012-8,0.3163585264848687,11.100732661628928,0.4915042848216534,-9248.591121065274,2.219844415701115,0.6501678151976338,0.4575820419650054,193928173.0244788,7825704.612535319,0.5983134710296607,2.1115643507801,887.7587303339571,1559.1203355746054,21.485740052824617,11.407681884577055,57.34358423644723,2.705994609160626,0.8327389053497942,124.457,136204663.20423788,3528424.6669168845,43.89933249108533,113015636.33666112,319.5926969391116
2012-9,0.317038098370943,11.148945240826686,0.495333786512332,-8953.98283753283,2.23523857379288,0.739173326814493,0.4292143004039244,194023882.9568452,7827214.502324657,0.5963880599560772,2.5030644789145824,886.9277138516233,1548.7959701157745,22.046244480144804,12.458969883438852,59.530043455227705,2.527353809830191,0.8327901563786008,116.068,136403779.48282492,3525212.984426021,43.8954661419831,113051410.45429316,319.04428195890256
2012-10,0.3177168593815869,11.197157820024444,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6484022586395336,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735,2.700756395206813,886.2806515489008,1475.1577280884323,21.90324550660947,13.827696139469348,64.99608930530205,2.4648653732919192,0.8328414074074074,115.278,136602895.76141196,3522001.3019351577,43.89159979288087,113087184.5719252,318.7914191018105
2012-11,0.3183116906767595,11.245370399222203,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8483336510832361,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005,2.800884146415212,885.9855781741966,1459.530515029575,21.86560899109777,14.962107761928076,69.02472577317651,2.3765182438247523,0.832892658436214,94.259,136802012.03999904,3518789.619444295,43.88773344377864,113122958.68955722,317.9573641379816
2012-12,0.3189857896783265,11.293582978419964,0.4951952296466009,-8544.01174850321,2.257490310710041,0.7050754851328997,0.4479600832678483,194311012.75394467,7831744.1716926675,0.5956513693421339,2.7145631441851195,885.9954152440515,1471.2931809933748,22.04999823010351,15.469868166321794,70.17777927483932,2.3052668839022177,0.8329439094650206,81.06,137001128.3185861,3515577.9369534315,43.8838670946764,113158732.80718926,318.777076366603
2013-1,0.3197425954572322,11.341795557617724,0.5046931182782365,-8401.94723497529,2.2677230439962424,0.6325213170151893,0.4466402817276171,194406722.6863112,7833254.061482005,0.6113594968254873,2.710276297604181,886.1674729442499,1435.4410206682671,21.81051527886873,15.896426983999389,72.56688874420524,2.276516370674412,0.8329951604938272,82.233,137200244.59717315,3512366.254462568,43.88000074557417,113194506.92482129,319.21283093507816
2013-2,0.3204388861186869,11.379961621301012,0.5124255618774355,-7683.858924014924,2.2834910014644234,0.7238970008216834,0.44956565047477,194494304.85081053,7833744.844245157,0.6049217884945463,2.75303570057057,886.483716246504,1477.393788601002,21.71691096062005,15.63677562999216,71.49213351811922,2.241640860315844,0.8329673491083677,81.92,137372661.31023806,3509393.8722620984,43.88030655085099,113224858.8840854,321.4025375071609
2013-3,0.3209251403026675,11.418127684984302,0.5277338631085374,-7874.357530363,2.30250674180213,0.7284023772815685,0.4689655756860415,194581887.01530987,7834235.627008309,0.6055953327124688,2.266125020337124,886.9879173770152,1425.3241619267149,21.30898754583525,15.433681130418549,72.06558122317905,2.242096302127496,0.8329395377229081,88.607,137545078.02330294,3506421.4900616286,43.8806123561278,113255210.84334949,322.1058405724232
2013-4,0.3216064191718422,11.45629374866759,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7477355306075513,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569,2.176943206789016,887.6193155311867,1437.6519290174278,20.839092778343787,14.346906331126686,69.41898457370992,2.2786940531182043,0.8329117263374486,97.741,137717494.73636785,3503449.1078611584,43.880918161404615,113285562.8026136,322.22953408658685
2013-5,0.3223630272369769,11.49445981235088,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7368569931299708,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531,2.1092207855393417,888.0289284762739,1482.713839368272,20.726685262907807,12.885528956753166,64.30500466404878,2.38263418286824,0.832883914951989,99.703,137889911.44943273,3500476.7256606887,43.88122396668143,113315914.76187769,321.9053087220629
2013-6,0.3230369503428099,11.532625876034167,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6481133916523047,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899,1.9112270333023271,888.2201889535426,1490.7170190627364,20.85095153548245,12.16967305719675,61.30187028090201,2.502918175183712,0.8328561035665295,94.269,138062328.16249764,3497504.343460219,43.88152977195825,113346266.7211418,321.19235262735
2013-7,0.3237341520024104,11.57079193971746,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6628312331448613,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006,2.001810305400795,888.0690784926368,1522.6056582995063,21.05300565893948,11.771259333474845,59.206439992681176,2.5588593183392083,0.8328282921810699,111.379,138234744.87556255,3494531.9612597493,43.881835577235066,113376618.68040588,320.3854503703318
2013-8,0.3243049589349548,11.608958003400748,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7819503583692398,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934,2.0623828813886576,887.4429943227673,1520.6436224782717,21.37349039713005,12.279056690185104,60.16419092042975,2.572880623509029,0.8328004807956104,122.789,138407161.58862743,3491559.5790592795,43.88214138251188,113406970.63966995,318.7518452323406
2013-9,0.3250337372311375,11.647124067084036,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.8159291910683549,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316,2.074207515996449,886.7191972777963,1464.5901152666231,21.50323752075935,13.645701205099344,64.99718527041968,2.54869539920733,0.8327726694101509,105.602,138579578.30169234,3488587.19685881,43.88244718778869,113437322.59893408,316.54588648431474
2013-10,0.325981352860333,11.685290130767326,0.584033531345466,-6919.499864502943,2.512916253999241,0.5912474783361916,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813,2.3524446381763,886.3671265263712,1479.0991444183562,21.548647295409754,14.455976731604627,67.8461511598592,2.4698202560954963,0.8327448580246913,109.042,138751995.01475722,3485614.81465834,43.88275299306551,113467674.55819815,313.95809356420864
2013-11,0.3268875350517092,11.723456194450614,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.5260162419170064,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995,2.5179639618477974,886.0305162059764,1484.259993926487,21.605716821488784,15.029464860018606,69.74669882714753,2.451136351219337,0.8327170466392319,88.838,138924411.72782212,3482642.43245787,43.88305879834232,113498026.51746228,311.4945349760247
2013-12,0.3278006512253147,11.761622258133904,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6380280317532818,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329,2.55098645499471,886.0708553536545,1467.2068376178795,21.570778865726417,15.613933692268246,72.20739120091828,2.406943237051993,0.8326892352537723,69.946,139096828.440887,3479670.0502574,43.883364603619135,113528378.47672635,309.2521456359471
2014-1,0.3287210469157119,11.799788321817193,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8358875911501001,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775,2.657443126437417,886.3826680024843,1496.3022209332405,21.606495857659755,15.804819823307737,72.73470044546978,2.321550199037994,0.8326614238683128,84.976,139269245.1539519,3476697.6680569304,43.88367040889595,113558730.43599048,308.1645258671665
