Ano,Mato Grosso do Sul
2014,0.7044051341224747
2015,0.7139155502439163
2016,0.7181806002660905
2017,0.7200152002902805
2018,0.7211074912257606
2019,0.7216627177008298
2020,0.7208138738554507
2021,0.718433316933219
2022,0.7163818002907845
