Ano,Mato Grosso do Sul - IDH Renda
2008,0.7490399592483947
2009,0.7480116300297164
2010,0.7474399157999643
2011,0.7473144031167936
2012,0.7472663003367003
2013,0.7487884920314253
2014,0.7499375330340441
2015,0.7505989941202146
2016,0.744326483592944
2017,0.7446288911923026
2018,0.74523151766433
2019,0.7447980192701782
2020,0.7441432937492852
2021,0.7441563204537658
2022,0.7451705314041082
