Ano,Mato Grosso do Sul
2014,0.8042480780723905
2015,0.81251820796985
2016,0.8102925905125634
2017,0.8074100987409785
2018,0.803901925899249
2019,0.7997111918900899
2020,0.7947758456982801
2021,0.7953009225799419
2022,0.7993282791781183
