Ano,Mato Grosso do Sul - IDH Longevidade
2008,0.8085438464635321
2009,0.8094330063196816
2010,0.8097761327192801
2011,0.8095830255963794
2012,0.8087796094276093
2013,0.8075945768799101
2014,0.805894124953236
2015,0.8037186353660056
2016,0.8099079042387963
2017,0.8069904409877778
2018,0.8034441174412122
2019,0.7992117644813224
2020,0.7942310157978063
2021,0.794706562688516
2022,0.7986798865692901
