Ano,Rio Grande do Norte - IDH
2008,0.7091504759172937
2009,0.7117550200052545
2010,0.7139446573035988
2011,0.7157312879183381
2012,0.716651569023569
2013,0.7184558664421998
2014,0.7191605219790498
2015,0.7188405654773039
2016,0.729100774811102
2017,0.7288372088848386
2018,0.7289133187834603
2019,0.7279963477637748
2020,0.7267232884695726
2021,0.7246072237849882
2022,0.7242987895836236
