Ano,Rio Grande do Norte
2014,0.6674646685079967
2015,0.6799768313772191
2016,0.6797019978660571
2017,0.6800385431266078
2018,0.6803147743199358
2019,0.6794342992581117
2020,0.6785646900997583
2021,0.6757069346542818
2022,0.6753166559864893
