Ano,Rio Grande do Norte
2014,0.6736565379313973
2015,0.6839294869767755
2016,0.6836503494292095
2017,0.6833458357409559
2018,0.68437727535377
2019,0.6842297549313855
2020,0.6834324599251478
2021,0.6823808653728884
2022,0.6815063985886055
