Ano,Goiás - Consumo de Cimento (t)
2008,2310.616
2009,2335.717
2010,2657.527
2011,2901.707
2012,3061.533
2013,3181.7780000000002
2014,2861.8974285714285
2015,2517.2907428571425
2016,2193.5458285714285
2017,2270.346
2018,2282.9030000000002
2019,2367.716
2020,2438.585
2021,2782.135
2022,2807.973
