Ano,Sergipe - Consumo de Cimento (t)
2014,593.435811606876
2015,566.2127228043786
2016,515.3213887661875
2017,457.3976949764192
2018,444.5204000142134
2019,476.742868493209
2020,487.8093299829564
2021,468.84967472233166
2022,456.55700894329766
