,Minas Gerais - IDH,Minas Gerais - Consumo de Cimento (t),Minas Gerais - IDH Educacao,Minas Gerais - value,Minas Gerais - IDH Renda,Minas Gerais - Produção de Cimento (t),Minas Gerais - Desemprego,Minas Gerais - PIB - Estadual,Minas Gerais - PIB - Construção Civil,Minas Gerais - PIB - Per Capita,Minas Gerais - PIB - Preços de Mercado,Contratação  Home equity (Bi R$),Contratação  Livre (Bi R$),Contratação  FGTS (Bi R$),Contratação  SFH (Bi R$),Contratação Jurídico Livre (Bi R$),Contratação Jurídico SFH (Bi R$),Direcionamento Aquisição (R$),Direcionamento Construção (R$),Direcionamento Aplicação (R$),Ativos Problemáticos - Home equity (R$),Ativos Problemáticos - SFH (R$),Ativos Problemáticos - FGTS (R$),Carteira de Crédito – Home equity (R$),Carteira de Crédito – Livre (R$),Carteira de Crédito - FGTS (R$),Carteira de Crédito - SFH  (R$),Carteira de Crédito P.Jurídica - Comercial (R$),Carteira de Crédito P.Jurídica -  Livre (R$),Carteira de Crédito  P.Jurídica - FGTS (R$),Inadimplência - SFH (%),Inadimplência - FGTS (%),Inadimplência - Livre (%),Inadimplência - Comercial (%),Inadimplência - Home equity (%),Poupança e Empréstimo - SBPE (R$), Títulos - LH (R$), Títulos – LIG (R$), Títulos – CRI (R$), Títulos – LCI (R$), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Minas Gerais - IDH Longevidade
2007-4,0.7644157670997633,424.702,0.71491067145416,0.3747189779098855,0.7488140717953132,918.3485732801936,8.023200800164147,309752179.62505805,18187545.23409028,14.332364785985394,281196726.9209038,249260418.99159947,2180928565.888205,1244353926.1953468,4688848492.308202,624245877.144336,769658002.4658881,145122190867.3295,10732809636.605215,167452462448.4959,290107963.1392958,4903507710.507366,5414668956.284437,9413775225.663485,70700127078.14418,67333341171.164986,85289901842.16748,1083237724.3266163,21045147652.638226,22240092975.01289,1.425202415654371,2.510793288001224,1.2136660111278503,0.4128985208896535,3.2737061854628675,257126736345.1829,1283854690.3127234,1720950351.8585358,21243121170.14076,74569304969.52632,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.8443977396966502
2007-5,0.7645477569893205,466.812,0.71521198041084,0.3767064961959033,0.7486317585842384,927.7258175214768,8.020804431504327,309974866.88115114,18201272.748696152,14.334414089654643,281237078.2749816,250654717.16120464,2199441903.5150247,1256318944.4194765,4734741659.787462,629845271.0483748,774631899.4231561,145902323628.39413,10765355927.041649,169374861116.6077,286357070.1480617,4942568035.367849,5446760533.395547,9423652161.07644,70507744131.7792,67510289479.50441,85957653385.43602,1101408461.5754204,21095593608.049183,22309197764.53525,1.421297595468757,2.511884734663845,1.2025083435394748,0.4173755558935299,3.2537876598324806,260652630995.29825,1285988722.4651716,1509259306.9700966,21358415753.98365,74418549167.5926,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.844636065591888
2007-6,0.7646797468788777,471.673,0.7155132893675199,0.3791679789952509,0.7484494453731635,934.889731813828,8.018408062844507,310197554.1372442,18215000.26330203,14.336463393323893,281277429.6290593,252045068.9902946,2217872412.2239203,1268545558.578315,4780484604.262827,635401157.8514788,779556805.8935874,146708032611.5336,10799679549.813757,171321505636.34045,282707284.51958245,4982068098.7925,5479427948.303268,9433801481.831057,70315448921.6923,67699705675.23901,86642248841.14801,1119573322.0175936,21146780853.19358,22378874692.40887,1.417404999510102,2.5129315698954966,1.1914094455686142,0.4219366952216117,3.2341030173583,264208044570.17133,1288115712.651698,1296274639.8184357,21477962816.464813,74279042236.43271,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.8448743914871258
2007-7,0.764811736768435,496.171,0.7158145983241998,0.381663832619246,0.7482671321620886,944.3149415892096,8.016011694184689,310420241.3933373,18228727.7779079,14.338512696993142,281317780.98313713,253430254.4715787,2236202334.655506,1281036161.7146368,4826035923.497836,640907447.7190046,784426905.548826,147539708515.74496,10835824650.578428,173291839306.07373,279166275.0516211,5022001215.812301,5512668640.092276,9444228578.237276,70123395382.92526,67901939743.42174,87343825105.64227,1137717838.995931,21198698898.99217,22449092017.87012,1.4135281670132356,2.5139307220011764,1.1803803164767088,0.4265817369863796,3.214678353914941,267791370126.6033,1290233714.120542,1082111519.4265535,21601838488.622627,74151429190.7156,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.8451127173823636
2007-8,0.7649437266579922,531.411,0.7161159072808797,0.3842165756088588,0.7480848189510138,950.5876578470852,8.01361532552487,310642928.6494304,18242455.292513773,14.340562000662391,281358132.33721495,254809053.59776613,2254413913.450396,1293793146.871217,4871354215.256037,646358050.8163087,789236382.0605168,148397742040.0254,10873835374.99255,175285305424.18707,275741710.541941,5062360701.458235,5546480047.847249,9454938840.605053,69931737450.51984,68117341669.10549,88062519075.25766,1155827545.853227,21251337256.365704,22519818000.155376,1.4096706372129884,2.514879119285882,1.1694319555251995,0.4313104793003147,3.195539765377021,271401000721.3952,1292340780.1199417,866885114.8174629,21730118901.495487,74036355045.11026,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.8453510432776014
2007-9,0.7650757165475494,483.813,0.7164172162375596,0.3869669570559,0.7479025057399389,957.2468069244752,8.01121895686505,310865615.9055235,18256182.80711965,14.34261130433164,281398483.6912927,256180246.3615662,2272489391.249201,1306818907.0908303,4916398077.300968,651746877.3087476,793979419.1003039,149282523883.37192,10913755868.713009,177301347289.06006,272441259.7883053,5103139870.761284,5580859610.652864,9465937659.244331,69740629059.5178,68346261437.34317,88798467646.33301,1173887975.9322762,21304685436.23493,22591020898.50101,1.4058359493441897,2.515773690054613,1.1585753619755277,0.4361227202758981,3.176713347619157,275035329411.34814,1294434963.8981354,650710595.014163,21862880186.121777,73934464814.28564,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.8455893691728392
2007-10,0.7652077064371066,512.562,0.7167185251942396,0.390051439723125,0.747720192528864,964.4787722736098,8.00882258820523,311088303.16161656,18269910.32172552,14.34466060800089,281438835.04537046,257542612.7556881,2290411010.6925364,1320115835.4162512,4961126107.396177,657067837.3616779,798650200.3398317,150194444744.78165,10955630277.396688,179339408199.07217,269272591.58847725,5144332038.752433,5615804767.593799,9477230424.465063,69550224144.9609,68589049033.18774,89551807715.20715,1191884662.5758748,21358732949.52061,22662668972.143414,1.4020276426416696,2.5166113626123656,1.147821535089133,0.4410182580256108,3.158225196515964,278692749253.2631,1296514318.7033625,433703129.03965855,22000198473.539886,73846403512.91075,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.845827695068077
2007-11,0.7653396963266637,457.754,0.7170198341509195,0.3913060833879105,0.7475378793177891,969.4468013406704,8.006426219545412,311310990.41770965,18283637.836331397,14.34670991167014,281479186.3994483,258894932.7728412,2308161014.421014,1333686324.890255,5005496903.305206,662314841.1404562,803242909.4507449,151133895323.25174,10999502746.700472,181398931452.603,266243374.74022007,5185930520.462662,5651312957.754728,9488822526.577194,69360676641.89093,68846054441.69208,90322676178.21892,1209803139.1268172,21413469307.14349,22734730480.31894,1.3982492563402578,2.517389065264139,1.1371814741274566,0.4459968906619336,3.140101407942058,282371653303.94135,1298576897.783861,215977885.91696167,22142149894.7882,73772816155.65454,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.8460660209633147
2007-12,0.7654716862162209,388.355,0.7173211431075994,0.3930310266112011,0.7473555661067143,975.0894137190398,8.004029850885594,311533677.67380273,18297365.35093727,14.348759215339388,281519537.7535261,260235986.4057345,2325721645.075248,1347532768.5556164,5049469062.791596,667481798.8104386,807751730.1046877,152101266317.77924,11045417422.28125,183479360348.03204,263361278.04129696,5227928630.922956,5687381620.220332,9500719355.890676,69172140485.34962,69117627647.90913,91111209931.70718,1227628938.9278982,21468884020.024315,22807173682.263977,1.3945043296747843,2.518103726314932,1.1266661783519394,0.4510584162973476,3.1223680777720566,286070434620.18384,1300620754.3878698,0.0,22288810580.90512,73714347757.18597,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.8463043468585526
2008-1,0.7656036761057781,458.485,0.7176224520642793,0.3950453828468918,0.7471732528956394,981.0100016469576,8.001633482225774,311756364.9298958,18311092.865543146,14.350808519008638,281559889.10760385,261564553.6470776,2343075145.295851,1361657559.4551098,5093001183.618894,672562620.536982,812170845.9733045,153096948427.36124,11093418449.795906,185580138183.7389,260633970.28947124,5270319685.164296,5724008194.075286,9512926302.715454,68984769610.37877,69404118636.8918,91917545872.01076,1245347595.3219132,21524966599.08385,22879966837.2149,1.3907964018800787,2.518752274069741,1.1162866470240216,0.4562026330443339,3.105051301880575,289787486258.7916,1302643941.7636273,0.0,22440256662.929016,73671643332.17404,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.8465426727537904
2008-2,0.765726973941477,402.782,0.7179178074150323,0.3973177618445657,0.7469992948364099,985.8157822063482,8.00408715591237,311915110.2315776,18327748.66316032,14.351510304941552,281566572.8438052,262879414.4895795,2360203757.723437,1376063090.6315105,5136051863.550639,677551216.4854431,816494440.72824,154121332350.99487,11143549974.901327,187700708258.1031,258069120.282506,5313096998.217667,5761190118.404268,9525448757.361477,68798717952.02011,69705877393.69302,92741820895.46848,1262944641.6516566,21581706555.24284,22953078204.40808,1.3871290121909712,2.519331636833566,1.1060538794051442,0.4614293390153734,3.088177176142231,293521201276.5659,1304644513.1593723,0.0,22596564271.898293,73645347895.2877,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.8467323441225924
2008-3,0.7658502717771759,429.874,0.7182131627657853,0.4000265453854277,0.7468253367771805,995.4144526261626,8.006540829598965,312073855.53325933,18344404.4607775,14.352212090874463,281573256.58000654,264179348.92594963,2377089724.9986176,1390751755.1275928,5178579700.350376,682441496.821178,820716698.0411384,155174808787.67725,11195856143.2544,189840513869.5041,255674396.8181644,5356253885.114049,5798924832.291954,9538292110.138697,68614139445.31542,70023253903.36572,93584171898.4192,1280405611.2599237,21639093399.422035,23026476043.0799,1.3835056998422912,2.519838742911404,1.0959788747567478,0.4667383323229471,3.07177179643164,297269972730.3076,1306620521.8233433,0.0,22757809538.851334,73636106461.19595,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.8469220154913945
2008-4,0.7659735696128749,484.463,0.7185085181165383,0.4029447667975253,0.7466513787179511,1001.9465362758192,8.00899450328556,312232600.8349411,18361060.25839468,14.352913876807378,281579940.3162079,265463136.94889712,2393715289.762008,1405725945.986132,5220543291.78165,687227371.7095435,824831801.583644,156257768436.40546,11250381100.512009,191998998316.3217,253457468.6942099,5399783660.884426,5837209774.823022,9551461751.357056,68431188025.30647,70356598150.96278,94444735777.20177,1297716037.489509,21697116642.542194,23100128612.46673,1.3799300040688691,2.520270520608254,1.0860726323402732,0.4721294110795361,3.055861258623417,301032193676.8179,1308570021.003779,0.0,22924068594.826523,73644564044.56773,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.8471116868601964
2008-5,0.7660968674485739,498.487,0.7188038734672914,0.4061888092285463,0.7464774206587216,1010.7687167083049,8.011448176972156,312391346.13662285,18377716.05601186,14.353615662740292,281586624.05240923,266729558.5511313,2410062694.65422,1420988056.2499025,5261901235.608002,691902751.315896,828833935.0274014,157370601996.17657,11307168992.331036,194175604896.9351,251426004.7084055,5443679640.559782,5876042385.082149,9564963071.326506,68250017627.03501,70706260121.53716,95323649428.155,1314861453.6832087,21755765795.524067,23174004171.804943,1.3764054641055343,2.520623898229113,1.076346151417161,0.4776023733976212,3.0404716585921814,304806257172.8979,1310491063.948918,0.0,23095417570.86225,73671365660.07204,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.8473013582289984
2008-6,0.7662201652842727,506.647,0.7190992288180443,0.4093055731471304,0.7463034625994922,1016.1240060231888,8.013901850658751,312550091.4383046,18394371.85362904,14.354317448673209,281593307.7886106,267977393.7253614,2426114182.3158665,1436540478.9616797,5302612129.592976,696461545.8055921,832717282.0440552,158513700165.98773,11366263964.368372,196369776909.7241,249587673.6585145,5487935139.171099,5915420102.154011,9578801460.356997,68070782185.54282,71072589800.14175,96221049747.61774,1331827393.1838164,21815030369.2884,23248070980.33092,1.372935619187117,2.52089580407898,1.066810431248852,0.4831570173896836,3.025629092212548,308590556275.34863,1312381703.9069986,0.0,23271932597.99692,73717156322.37784,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,0.8474910295978005
2008-7,0.7663434631199717,559.912,0.7193945841687973,0.4124908140146284,0.7461295045402627,1021.7776488958782,8.016355524345347,312708836.7399864,18411027.65124622,14.35501923460612,281599991.524812,269205422.4642967,2441851995.3875613,1452385607.1642375,5342634571.500114,700897665.3439882,836476026.3052495,159687453644.836,11427710162.2809,198580957653.06805,247950144.3423001,5532543471.749358,5955340365.123286,9592982308.758474,67893635635.87166,71455937171.8295,97137073631.92883,1348599389.334128,21874899874.75595,23322297297.28104,1.3695240085484468,2.521083166462853,1.0574764710967868,0.4887931411682041,3.011359655359131,312383484040.97107,1314239994.12626,0.0,23453689807.26889,73782581046.1541,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,0.8476807009666025
2008-8,0.7664667609556707,539.832,0.7196899395195503,0.4156713038721413,0.7459555464810332,1026.6223392445097,8.018809198031944,312867582.0416681,18427683.4488634,14.355721020539033,281606675.2610133,270412424.76064646,2457258376.5099177,1468525833.9003513,5381927159.092963,705205020.0964409,840104351.4826288,160892253131.71848,11491551731.725512,200808590425.34668,246521085.5575257,5577497953.325544,5995800613.074652,9607511006.840887,67718731913.06329,71856652221.6533,98071857977.42714,1365162975.4769375,21935363822.84748,23396651381.891663,1.3661741714243536,2.5211829136857298,1.0483552702224062,0.494510542845664,2.9976894439065496,316183433526.5666,1316063987.8549404,0.0,23640765329.71658,73868284846.0698,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,0.8478703723354045
2008-9,0.7665900587913695,576.883,0.7199852948703033,0.4183016023018345,0.7457815884218039,1031.7906238123985,8.02126287171854,313026327.3433499,18444339.246480577,14.356422806471947,281613358.9972147,271597180.60711986,2472315568.3235493,1484963552.2127955,5420448490.135062,709377520.2283068,843596441.2478375,162128489325.63232,11557832818.359083,203052118524.93945,245308166.10195416,5622791898.930639,6036798285.092785,9622392944.914188,67546224952.15948,72275084934.66609,99025539680.45146,1381503684.9550407,21996411724.48371,23471101493.39918,1.3628896470496674,2.521191974052609,1.039457827887151,0.500309020534544,2.98464455372942,319988797788.93604,1317851738.3412786,0.0,23833235296.37836,73974912736.79391,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,0.8480600437042066
2008-10,0.7667133566270685,546.723,0.7202806502210564,0.4207927928263901,0.7456076303625744,1037.9422130128007,8.023716545405135,313185072.64503163,18460995.044097755,14.357124592404862,281620042.733416,272758469.9964262,2487005813.469068,1501701155.144346,5458157162.389956,713409075.9049424,846946479.2725203,163396552925.57455,11626597567.83851,205310985250.2259,244319054.77334908,5668418623.595625,6078330820.262362,9637633513.28832,67376268688.20199,72711585295.92079,99998255637.34064,1397607051.1112325,22058033090.585423,23545615891.039967,1.359673974659218,2.5211072758684887,1.0307951433524614,0.5061883723473252,2.9722510807023568,323797969884.8805,1319601298.8335128,0.0,24031175838.292625,74103109732.9954,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,0.8482497150730086
2008-11,0.7668366544627675,476.676,0.7205760055718093,0.4234964175288942,0.7454336723033449,1041.3929300455302,8.02617021909173,313343817.9467134,18477650.841714934,14.357826378337776,281626726.46961737,273895072.92127484,2501311354.587088,1518741035.7377765,5495011773.621189,717293597.2917042,850148649.2283213,164696834630.54236,11697890125.820671,207584633899.5856,243561420.3694734,5714371442.351486,6120395657.66806,9653238102.273232,67209017056.23258,73166503290.4703,100990142744.43356,1413458607.2883072,22120217432.073364,23620162834.05039,1.356530693487835,2.520925747438367,1.0223782158797785,0.5121483963964887,2.9605351206999773,327609342871.2011,1321310722.579882,0.0,24234663086.49776,74253520849.34325,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,0.8484393864418106
2008-12,0.7669599522984664,421.59,0.7208713609225623,0.4255195860285502,0.7452597142441155,1046.1175053867016,8.028623892778326,313502563.24839514,18494306.63933212,14.358528164270687,281633410.2058187,275005769.3743749,2515214434.318222,1536085587.035862,5530970921.592302,721024994.5539486,853197134.786885,166029725139.53278,11771754637.962456,209872507771.39804,243042931.68809044,5760643670.229205,6162990236.394558,9669212102.178877,67044623991.29303,73640188903.36755,102001337898.069,1429043886.8290606,22182954259.868275,23694710581.66683,1.3534633427703486,2.5206443170672417,1.0142180447305431,0.5181888907945152,2.949522769596898,331421309804.699,1322978062.828625,0.0,24443773172.03216,74426791100.50642,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,0.8486290578106127
2009-1,0.7670832501341653,436.293,0.7211667162733153,0.4275982922637763,0.745085756184886,1051.063984776725,8.031077566464921,313661308.5500769,18510962.43694929,14.359229950203602,281640093.94202006,276089339.34843576,2528697295.3030834,1553737202.0813773,5565993204.066841,724597177.8570324,856086119.6198559,167395615151.5429,11848235249.920748,212174050164.04285,242771257.5269634,5807228622.259764,6206111995.526531,9685560903.315195,66883243428.425095,74132992119.66547,103031977994.58585,1444348423.076287,22246233084.89092,23769227393.12566,1.3504754617415884,2.520259913060112,1.0063256291661955,0.5243096536538862,2.9392401232677354,335232263742.17505,1324601372.8279798,0.0,24658582225.934208,74623565501.15392,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,0.8488187291794147
2009-2,0.7671982897553764,396.914,0.7214557036596506,0.4305496286142321,0.7449191948560434,1057.6893541939205,8.028063289336776,314324636.73640686,18512890.642456666,14.36431580360215,281793594.1399811,277144562.8361665,2541742180.182286,1571698273.917097,5600037218.808348,728004057.366312,858809787.3988783,168794895365.5699,11927376107.352434,214488704375.89944,242754066.6838556,5854119613.474146,6249758374.148657,9702289895.992146,66725029302.67053,74645262924.41696,104082199930.32292,1459357749.372782,22310043418.06204,23843681527.663258,1.3475705896363843,2.5197694637219743,0.9987119684481768,0.5305104830870822,2.9297132775871053,339040597740.43066,1326178705.8261857,0.0,24879166379.24229,74844489065.95468,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,0.8489607037407537
2009-3,0.7673133293765875,483.839,0.7217446910459859,0.433239989056539,0.7447526335272008,1066.103176528074,8.025049012208632,314987964.9227368,18514818.847964037,14.369401657000695,281947094.3379422,278170219.83027655,2554331331.5964417,1589971195.5857968,5633061563.580365,731239543.2471437,861362321.7955968,170227956480.61078,12009221355.9144,216815913705.3475,242999027.95653003,5901309958.903333,6293926811.345612,9719404470.519669,66570135549.07112,75177351302.67496,105152140601.61906,1474057399.06134,22374374770.3024,23918041244.516,1.3447522656895663,2.5191698973578283,0.9913880618379276,0.5367911772065844,2.920968328429624,342844704856.2666,1327708115.0714808,0.0,25105601762.99481,75090206809.57768,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,0.8491026783020927
2009-4,0.7674283689977985,478.991,0.7220336784323211,0.4364452782421297,0.7445860721983582,1072.8023834223045,8.022034735080485,315651293.1090668,18516747.0534714,14.374487510399245,282100594.5359032,279165090.3234751,2566446992.1861644,1608558360.1302505,5665024836.146437,734297545.6648846,863737906.4816557,171695189195.66272,12093815141.263533,219155121450.76648,243513810.1427501,5948792973.578308,6338614746.202074,9736910017.207714,66418716102.66861,75729607239.49237,106241936904.81313,1488432905.4847562,22439216652.532738,23992274802.920258,1.3420240291359644,2.518458142272672,0.9843649085968886,0.5431515341248739,2.9130313716699083,346642978146.48413,1329187653.8121035,0.0,25337964508.23014,75361363746.69191,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,0.8492446528634319
2009-5,0.7675434086190096,515.822,0.7223226658186565,0.4399192843713592,0.7444195108695154,1082.0387468945924,8.01902045795234,316314621.29539675,18518675.258978773,14.379573363797792,282254094.73386425,280127954.30847144,2578071404.5920672,1627462160.5932336,5695885634.270105,737171974.7848907,865930725.1286995,173196984209.72278,12181201609.056717,221505770910.536,244306082.0402792,5996561972.530055,6383819617.802721,9754811926.366234,66270924898.504776,76302380719.92213,107351725736.24393,1502469801.9858255,22504558575.673817,24066350462.11241,1.339389419210408,2.5176311267715024,0.9776535079865,0.5495913519544315,2.905928503182574,350433810667.8843,1330615375.2962935,0.0,25576330745.98667,75658604891.96632,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,0.8493866274247709
2009-6,0.7676584482402207,513.686,0.7226116532049918,0.4433481167831031,0.7442529495406728,1088.161418922615,8.016006180824196,316977949.4817267,18520603.46448614,14.38465921719634,282407594.93182534,281057591.7779747,2589186811.4547634,1646684990.0175204,5725602555.714916,739856740.7725185,867934961.4083725,174733732221.7881,12271424904.950836,223867305383.03552,245383512.44688013,6044610270.789556,6429538865.232228,9773115588.305172,66126915871.62138,76896021729.01715,108481643992.25027,1516153621.9073431,22570390050.646385,24140236481.328835,1.3368519751477272,2.516685779159319,0.9712648592682034,0.5561104288077385,2.8996858188422383,354215595477.2682,1331989332.7722883,0.0,25820776607.302803,75982575260.06992,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,0.8495286019861099
2009-7,0.7677734878614317,576.387,0.722900640591327,0.4464803644930593,0.7440863882118302,1096.4560451901414,8.01299190369605,317641277.66805667,18522531.669993512,14.389745070594888,282561095.1297864,281952782.7246944,2599775455.414866,1666229241.4458864,5754134198.24441,742345753.7931249,869744798.9923192,176305823930.8557,12364529174.60278,226239168166.64465,246753770.16031635,6092931183.387793,6475769927.575274,9791826393.33448,65986842957.0602,77510880251.83035,109631828569.17108,1529469898.5921035,22636700588.3712,24213901119.8059,1.3344152361827517,2.5156190277411192,0.9652099617034388,0.5627085627972757,2.894329414523516,357986725631.4368,1333307579.4883268,0.0,26071378223.21691,76333919865.67165,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,0.8496705765474489
2009-8,0.7678885274826428,557.411,0.7231896279776623,0.4495276406537494,0.7439198268829875,1103.255435059548,8.009977626567906,318304605.8543866,18524459.87550088,14.394830923993434,282714595.3277474,282812307.1413395,2609819579.112988,1686097307.9211054,5781439159.622131,744632924.0120662,871354421.5521841,177913650035.9228,12460558563.669432,228620802559.7429,248424523.978351,6141518025.35575,6522510243.916536,9810949731.764105,65850860089.86297,78147306273.41464,110802416363.34515,1542404165.3829024,22703479699.769,24287312636.77999,1.3320827415503116,2.514427800821901,0.959499814553647,0.5693855520355239,2.889885386101025,361745594187.1913,1334568168.692648,0.0,26328211724.76739,76713283723.44049,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,0.849812551108788
2009-9,0.7680035671038539,571.514,0.7234786153639976,0.4526421521852777,0.7437532655541449,1108.8519407169454,8.006963349439761,318967934.0407166,18526388.081008248,14.39991677739198,282868095.5257085,283634945.0206194,2619301425.189743,1706291582.4859529,5807476037.611623,746712161.5946989,872758012.7596114,179557601235.9864,12559557217.80768,231011651860.70984,250403442.6987474,6190364111.724409,6569757253.34069,9830490993.903996,65719121205.07147,78805649778.82295,111993544271.11131,1554941955.6225338,22770716895.760536,24360439291.48748,1.3298580304852368,2.513109026706664,0.9541454170802688,0.5761411946349644,2.886379829449381,365490594201.3328,1335769153.6334898,0.0,26591353242.99264,77121311848.04541,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,0.849954525670127
2009-10,0.7681186067250649,542.293,0.7237676027503329,0.4557457275960814,0.7435867042253022,1116.0542699780162,8.003949072311617,319631262.22704655,18528316.28651562,14.405002630790529,283021595.7236695,284419476.3552434,2628203236.2857447,1726814458.1832037,5832203429.976429,748577376.7063798,873949756.2862457,181238068230.04364,12661569282.674408,233411159367.925,252698195.1192687,6239462757.524753,6617508394.932413,9850455570.0641,65591780237.72747,79486260753.10822,113205349188.80844,1567068802.653793,22838401687.26658,24433249343.164734,1.3277446422223569,2.511659633700404,0.9491577685447452,0.5829752887080781,2.8838388404432,369220118730.66223,1336908587.5590916,0.0,26860878908.93102,77558649254.1554,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,0.850096500231466
2009-11,0.768233646346276,522.365,0.7240565901366682,0.458872141634305,0.7434201428964595,1120.0050148291264,8.00093479518347,320294590.4133765,18530244.492022987,14.410088484189076,283175095.92163056,285164681.1379207,2636507255.041605,1747668328.055632,5855579934.480091,750222479.512465,874923835.8037314,182955441717.0916,12766638903.926502,235818768379.768,255316450.0376781,6288807277.787765,6665761107.776383,9870848850.554367,65468991122.872734,80189489181.32332,114437968012.77536,1578770239.819476,22906523585.20787,24505711051.048138,1.3257461159965016,2.510076550108121,0.9445478682085162,0.589887632367346,2.8822885149570987,372932560831.9808,1337984523.7176917,0.0,27136864853.620945,78025940956.4394,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,0.8502384747928051
