Ano,Pará
2014,0.7632423652672559
2015,0.7726286548199801
2016,0.7718676234399783
2017,0.7707646801163399
2018,0.7692887419450982
2019,0.7674059003037434
2020,0.7650791639677201
2021,0.7633590879647856
2022,0.7651190050524934
