Ano,Espírito Santo - IDH Educacao
2008,0.7128926054958762
2009,0.7155578855859847
2010,0.7181077832925229
2011,0.7205366943608259
2012,0.7226522410774411
2013,0.7252065945005611
2014,0.7272238107089413
2015,0.7287424616013531
2016,0.7357113734443906
2017,0.7360487710302444
2018,0.7365077502148119
2019,0.7359175456888859
2020,0.7354555043878754
2021,0.7334060047867733
2022,0.7326247324946616
