Ano,Bahia
2014,0.6413335449494948
2015,0.6549346060146923
2016,0.6562922974705735
2017,0.6563188699678982
2018,0.6564387672377072
2019,0.6561150188047715
2020,0.6546709296052053
2021,0.6514591959329513
2022,0.6507736682904924
