Ano,Mato Grosso do Sul - IDH Educacao
2008,0.6867684976433299
2009,0.6899120463466494
2010,0.6930200191388253
2011,0.6960819886731491
2012,0.6989126437710437
2013,0.7024053640852973
2014,0.7047724777590721
2015,0.7075868509056615
2016,0.717697939683734
2017,0.7194886614731643
2018,0.7205330852434519
2019,0.7210360929928566
2020,0.7201302832649346
2021,0.717687581743565
2022,0.71556827099298
