Ano,Pernambuco - IDH Educacao
2008,0.6608985368688369
2009,0.6654810464342207
2010,0.6698767539542301
2011,0.6740839118467652
2012,0.6774426599326598
2013,0.6825628815937149
2014,0.6860264550598578
2015,0.6885286596481793
2016,0.7015055142031283
2017,0.7025514700397765
2018,0.7042379673161198
2019,0.7028959643448579
2020,0.7015228701943904
2021,0.6990249493029713
2022,0.6970272174214233
