Ano,Rondônia
2014,0.6795505913825757
2015,0.6929441782455235
2016,0.6955754671769346
2017,0.6959914187384743
2018,0.6957179113510628
2019,0.6948740851102503
2020,0.6937717292111821
2021,0.689296431866744
2022,0.6888688347637207
