Ano,Pará
2014,0.6556756455176768
2015,0.6655470025539486
2016,0.6680512755133985
2017,0.670510482378253
2018,0.6717387080490032
2019,0.6718058633261852
2020,0.6713336690831112
2021,0.6675458208179395
2022,0.6658681681650248
