Ano,Acre - IDH Educacao
2008,0.6680084473056088
2009,0.6717229566959042
2010,0.6750493652290184
2011,0.6779822137733724
2012,0.6801907003367004
2013,0.6827899253647587
2014,0.6848557524784886
2015,0.6853437318516961
2016,0.6981072827301495
2017,0.697571581160163
2018,0.6999871794474507
2019,0.6994405593972188
2020,0.6968442466151479
2021,0.6917391781256158
2022,0.6917154670461264
