Ano,Rio Grande do Norte - IDH Educacao
2008,0.651661951709436
2009,0.6552379076902609
2010,0.6584977470849274
2011,0.6614378547559041
2012,0.6631978181818182
2013,0.6670476363636363
2014,0.6691349393939393
2015,0.6692295176767676
2016,0.6791463556014692
2017,0.6794323879288755
2018,0.6796535141042278
2019,0.6787129244773393
2020,0.6777777357934611
2021,0.6748484390474122
2022,0.6743801153244497
