Ano,Rondônia - IDH Educacao
2008,0.6552380526394878
2009,0.6592425393811125
2010,0.6633117378483806
2011,0.6674486202450787
2012,0.6722145723905723
2013,0.6751491200897867
2014,0.6804115467639354
2015,0.6848625089942635
2016,0.6950579771125962
2017,0.6954268841228323
2018,0.695102055406726
2019,0.694202242261883
2020,0.693038809740236
2021,0.6884968833529848
2022,0.6879966000214379
