Ano,Minas Gerais
2014,0.7374512876157407
2015,0.74804015809133
2016,0.7499528997359964
2017,0.7509486178938143
2018,0.7508530377023429
2019,0.7511124047661922
2020,0.7493953506540278
2021,0.7477949279862123
2022,0.7465035578031405
