Ano,Ceará - IDH Educacao
2008,0.6864652656810915
2009,0.6914754005158308
2010,0.696107361218933
2011,0.700356024323797
2012,0.7043330208754209
2013,0.7074441059483726
2014,0.710814448110737
2015,0.713465652119965
2016,0.7306415660958632
2017,0.7326998902863963
2018,0.7343089712215232
2019,0.7337916049689344
2020,0.7332272054206558
2021,0.7302478604588972
2022,0.7269976659551605
