Ano,Maranhão
2014,0.6671338099326599
2015,0.6859928762014081
2016,0.6893558649469906
2017,0.6908427617603534
2018,0.6914648310112946
2019,0.6920525429214123
2020,0.6909664104597225
2021,0.6877815386833337
2022,0.6852162240181822
