Ano,Pernambuco
2014,0.6845388041877104
2015,0.7001730495772116
2016,0.7021887813569581
2017,0.7032968523894088
2018,0.7050511116975368
2019,0.7037830309427675
2020,0.7024905792102918
2021,0.7000806318657727
2022,0.6981788711262976
