Ano,Paraíba
2014,0.639726553409091
2015,0.6553597383264463
2016,0.6563924418106688
2017,0.6563372092480023
2018,0.6550042282705479
2019,0.6547318853860523
2020,0.6542529658756934
2021,0.652548690046211
2022,0.6510531164140484
