Ano,Santa Catarina - IDH Educacao
2014,0.7751852907407407
2015,0.7814690163299663
2016,0.7826025632690542
2017,0.7823846144753319
2018,0.7827832157912712
2019,0.7830362354086595
2020,0.7820395295367194
2021,0.7813158504036938
2022,0.7805263822585751
