Ano,Piauí - IDH Renda
2008,0.6363772932065227
2009,0.6386366006532331
2010,0.6401135931504938
2011,0.6408229118754466
2012,0.6401579259259259
2013,0.6405877530864197
2014,0.6384700658436213
2015,0.6362592379972565
2016,0.6486795438957476
2017,0.6481049569771792
2018,0.6476599530660136
2019,0.6467199487992876
2020,0.6457853986901319
2021,0.6445840712983256
2022,0.6441826232345371
