Ano,Piauí - IDH
2008,0.6702405019270226
2009,0.6728286639314653
2010,0.6749044409558065
2011,0.6764791550685433
2012,0.6771053279461278
2013,0.6785307719416385
2014,0.6784916696034418
2015,0.6778659754037285
2016,0.6894539768086306
2017,0.6898588837912333
2018,0.6894824186813454
2019,0.6886171840160131
2020,0.687036928017469
2021,0.6851311942008752
2022,0.6846885754918639
