Ano,Alagoas - IDH Renda
2014,0.6236048536405724
2015,0.6321703476909245
2016,0.6318221974810085
2017,0.6313514881611002
2018,0.631383441630291
2019,0.6308728454148629
2020,0.6304067404525777
2021,0.6290800804937212
2022,0.6289964514476959
