Ano,Alagoas - IDH
2014,0.6647991144465489
2015,0.6776227997178222
2016,0.6786794178739878
2017,0.6785593649534414
2018,0.678519307221936
2019,0.6775665169693847
2020,0.6767089276029652
2021,0.6751370119305075
2022,0.6743312857423717
