Ano,Alagoas - IDH Longevidade
2014,0.7548108680871212
2015,0.7685601383178375
2016,0.7685201508921864
2017,0.7678401646096579
2018,0.7665529068468995
2019,0.7646031711057085
2020,0.7620216412062274
2021,0.7598417904067936
2022,0.7609183168074111
