Ano,Alagoas - IDH Educacao
2014,0.6236923604482324
2015,0.6406141565627871
2016,0.643851807159404
2017,0.644656516901168
2018,0.6456252911649106
2019,0.6451366812708116
2020,0.6453309250227035
2021,0.6439973727520402
2022,0.6408153157294983
