Ano,Contratação Comercial (Bi R$),Contratação  Home equity (Bi R$),Contratação  Livre (Bi R$),Contratação  FGTS (Bi R$),Contratação  SFH (Bi R$),Contratação Jurídico Comercial (Bi R$),Contratação Jurídico FGTS (Bi R$),Contratação Jurídico Livre (Bi R$),Contratação Jurídico SFH (Bi R$),Direcionamento Aquisição (R$),Direcionamento Construção (R$),Direcionamentos Reformas e Ampliações (R$),Direcionamento Aplicação (R$),Ativos Problemáticos - Comercial (R$),Ativos Problemáticos - Home equity (R$),Ativos Problemáticos - Livre (R$),Ativos Problemáticos - SFH (R$),Ativos Problemáticos - FGTS (R$),Ativos Problemáticos P.Jurídica - Comercial (R$),Ativos Problemáticos P.Jurídica - Home equity (R$),Ativos Problemáticos P.Jurídica - Livre (R$),Ativos Problemáticos P.Jurídica - SFH (R$),Carteira de Crédito - Comercial (R$),Carteira de Crédito – Home equity (R$),Carteira de Crédito – Livre (R$),Carteira de Crédito - FGTS (R$),Carteira de Crédito - SFH  (R$),Carteira de Crédito P.Jurídica - Comercial (R$),Carteira de Crédito P.Jurídica - Home equity (R$),Carteira de Crédito P.Jurídica -  Livre (R$),Carteira de Crédito  P.Jurídica - FGTS (R$),Inadimplência - SFH (%),Inadimplência - FGTS (%),Inadimplência - Livre (%),Inadimplência - Comercial (%),Inadimplência - Home equity (%),Inadimplência P.Jurídica - SFH (%),Inadimplência P.Jurídica - FGTS (%),Inadimplência P.Jurídica - Livre (%),Inadimplência P.Jurídica - Comercial (%),Poupança e Empréstimo - SBPE (R$), Títulos - LH (R$), Títulos – LIG (R$), Títulos – CRI (R$), Títulos – LCI (R$),Imóvel Área - Privativa (m²),Imóvel Área - Total (m²),Número de Apartamentos,Número de Casas,Valor Imóveis - Avaliação (R$),Valor Imóveis - Compra (R$),Quantidade de imóves - Condomínio,Quantidade de imóves – Isolado
2008,248586794.88939503,1162488312.941606,12971429645.311306,36038489123.62355,23239385494.694153,536035457.32208276,816952321.7800285,1476629553.3005154,2524643941.6964793,2091977724326.7708,166677134971.6629,9013025819.313168,1868070241413.5557,193943679.11694092,16655033228.714508,28264427067.034546,94049510738.35526,73967256819.6787,267890070.6759326,12036346565.673586,5761185702.880813,11683847400.687004,6617247123.527365,112982091845.9079,835957370684.1123,1068386698910.6323,1135713809873.304,12010101622.649775,88917739023.50835,252853156490.51685,259675343032.94376,1.6557567089624483,1.6587383450692377,1.7536283200168814,1.4676557656329299,5.951308888941124,1.0873517982973897,0.4575292107723519,1.9475589993894398,0.801227480809564,2513558562087.3726,15518337032.248037,128049743013.15405,309153067455.8905,1917340387447.3337,653.8590689394136,818.843222395577,80827.42945191055,299891.38736912684,809297.9302569873,777008.6001485293,131363.04552124377,348490.4159406322
2009,269823017.5596316,1455164143.9270563,15472310359.77705,35333563863.68457,29610458722.827106,990226383.7489097,690078675.1638055,2402669264.5762253,3509148520.416591,2185145321012.8147,170162934806.42303,9013840380.484833,2095203413081.577,165959277.4141218,15220674914.002964,25985024972.70624,94438801944.21606,76885064635.94176,260500670.25195757,10372431636.906244,5092066644.230043,10263709880.523638,5822880302.739767,114916854551.57193,824064843078.1412,1090134895585.6335,1220993309365.782,13416508116.043478,72590044424.48657,258515476092.91263,266878228799.32727,1.6109561726956845,1.756451277237366,1.6458234173703794,1.3885317987394095,5.596757483972042,0.9076038522520902,0.32665593903358403,1.7358660477614727,0.6815483182136672,2905989020052.003,15621267138.469492,114472411505.50235,324160506915.1424,1826912243883.3174,656.6913825765452,823.6350196216239,85432.02470551537,307753.4708397518,851328.7980823024,820045.540900079,135068.27951369862,350373.2833168468
2010,308373289.31865716,1958388740.41671,19568264485.23658,34243221749.300873,40263842375.81639,1715097582.811683,499377851.4034477,3926540471.522848,5081422280.466993,2386293879401.4575,179025935389.94177,9006492587.740778,2510868589099.633,120216147.44473489,12872874708.835217,22358669024.472454,94998797601.03639,82700312095.2124,247153910.91961527,7548760863.994034,3900973518.4115744,7877246090.153936,4784234778.126306,118267454247.11389,806994471167.9594,1148073671741.7986,1394562551221.9387,15508854986.584269,45731946324.53835,269329932545.98367,279947028697.067,1.5360582535192167,1.915834999170297,1.4716307818141692,1.257481461961247,5.014378839633159,0.6116573845831016,0.1353401243480977,1.3724535376394311,0.4768178631454582,3618335273365.6177,15767344144.17617,88979572530.232,356948819392.97296,1687065137046.1343,661.0342807304814,830.4888288183245,94701.778986575,319478.04469796346,937136.8448192205,907442.932255256,143121.94788417348,353097.88528600713
2011,362561872.38394123,2502888600.94039,23617349410.790146,33578274252.45831,51133252874.951584,2378243333.521654,351168346.21030647,5427516815.580075,6617864675.721214,2690751111944.388,194718268677.43225,8979943474.399914,3030435139668.4697,81597086.62111855,10591815110.726675,18921792174.839886,96324229526.66277,90693895805.0995,231483934.23901635,4661443768.490201,2528928653.5595,5421840151.185169,4360314525.111927,122843671772.67851,792747332864.354,1254495830674.4724,1639496078426.3367,17415060640.834312,20274175032.631584,283305097836.70166,295514539074.5761,1.4597454825250102,2.083597884912192,1.3071200999151922,1.1190519833585926,4.443986894599894,0.32045883044956774,0.00946795632832014,0.9817426788538616,0.2580481655934865,4467407930575.157,15859975343.464567,56858838032.48619,407171927517.3832,1569404020384.6028,666.7044494471301,839.8023430849473,107601.07186609558,334709.03241908865,1058506.9365034085,1030259.5568789697,155363.8178160839,356435.65154128487
2012,430712948.7940968,2919388254.6723776,25977615914.90516,34149515650.32813,58152377956.58669,2647256201.8112125,351770021.805478,6284867476.07647,7494871142.564247,3093844819805.115,218692073356.60693,8923154016.414667,3569272206440.106,74984773.82730094,9357682148.651546,17210842124.733124,99009814085.45926,100146697767.06783,217124791.19870144,2806582445.834315,1316955381.476433,3794877272.3024893,5410128233.175754,128455285414.7895,789324693554.733,1421694207246.8806,1938868303516.8054,18263035622.004692,8147517681.121878,298449537206.3182,310213542893.6068,1.4107005227417648,2.206448077491132,1.228361679919244,1.0177903624169902,4.125396447405479,0.15495484953706784,0.045037888140155115,0.6881548342463714,0.09625156837978936,5270017002827.215,15802566731.822176,23397844181.435432,474483832871.63446,1545534272274.6035,673.5185655242182,851.9733021187036,123094.27613251845,353090.37348508317,1207224.0069866523,1179554.2448231922,171633.68167780855,360158.0065598538
2013,511150700.5877371,3038612230.786954,25007114776.049023,36767740220.0816,57254905357.07571,2189728753.6127496,607502740.4100583,5877861632.340594,7088837117.381083,3590902804147.1455,252399488115.1784,8825085189.737461,4042748931066.5615,125261887.9473103,10150661851.58404,18762266575.076748,103650267641.78993,110339599982.58218,207710532.78721118,3080278991.4659495,606077033.964982,3893742662.1910534,8792684591.796906,134912073459.9706,804727818626.505,1661961636322.2483,2275753639031.1733,17180690473.306488,21282761402.36483,312771815896.08496,320676823115.91144,1.4176060371981796,2.2310937199351963,1.3114258300721204,0.9982435986219841,4.298422296583148,0.23609210153118063,0.3761735359118779,0.6161113666585691,0.06244041432640408,5842972501268.385,15498524304.736485,967580564.8211632,558538537038.988,1687061271092.0173,681.2933057594731,867.3994456168047,140145.76457428499,374266.0073779026,1375072.990120737,1346385.8261398964,191771.3318377262,364036.37481888745
2014,567641284.124733,2779340357.6933804,19543606476.373924,41433965653.544136,45701625325.37301,1011495538.2025765,1232343325.432653,3420812124.1238074,5088493730.326361,4142817755621.4224,295002623386.36523,8674697970.32072,4373069768779.274,251097559.61081755,13325736125.033554,24044564942.216137,111540687886.5387,121898753572.08731,224565968.5949357,6448063276.413103,1124944871.6563542,6534597933.781791,14717610607.912079,140639917421.832,836261269050.1871,1982138770660.6216,2609380131080.7856,14282695528.836937,69095287505.93262,318052015037.8993,323533933790.01746,1.4870805999791414,2.1088676986703856,1.5531763037649595,1.1014093838451207,5.020584392822706,0.6242588246614202,1.0890601349629625,0.8936409034993987,0.26903449317101186,6038777822351.111,14738559853.181026,0.0,658592169442.7872,2010184563868.8276,689.8453469506223,886.4785132764616,157719.9099798365,397879.8735795029,1553838.8197574492,1521813.1308810548,215616.5606642156,367842.18079555954
2015,517939238.67383534,2561731222.5542107,13275961988.63313,44697057489.85005,35397690168.08871,713859890.1155254,1796510097.9487064,2000000005.1740384,3627201873.6563406,4509033946145.6455,328303583933.8167,8460953334.116872,4598532448921.512,391032424.2545757,15403973087.028343,27738848181.493095,124088988944.38283,136645413739.87167,388418178.4192804,11381364056.53788,5913002131.374437,11288459643.49753,18908401650.856792,140633648040.34906,820295919193.5386,2282392102999.4546,2791846789824.1484,16330767821.122227,127744538393.93018,284200212511.5372,313608097899.61664,1.5556836838874044,1.9758179243054637,1.685830164263454,1.3423367999557454,5.51974136290487,1.091255755098307,1.5547161342885898,1.7445826836355331,0.9512980453803764,6056761724921.883,13819053598.007326,0.0,745034183509.1047,2157580139274.8005,698.9913658953931,909.6082447948859,174781.0851376143,423575.91157183965,1735306.4297485743,1696894.9890986397,243009.16052565543,371346.8489670438
2016,452414449.59277606,2516858999.9145513,10113703216.182528,46405443729.634636,34074110568.23899,644534477.7992187,2158540019.9782777,1665336879.8736622,3472210233.664446,4868614445084.972,356781671662.7797,8172812257.078338,4951267342649.448,459021480.00902784,15891923064.326984,28591763948.984554,130021353185.7134,150960524581.57535,645247082.3213054,16904911934.791348,16479116640.641111,24795089462.060955,20345953331.257866,140657692442.75854,778546212763.409,2587088619134.4014,2881541478458.3013,21960264467.735985,164283549223.45084,240310687441.347,283048384702.9844,1.531973007740766,1.914080495311462,1.6610318197057683,1.485108771667915,5.674187089555308,1.931094775296393,1.385614301338119,3.9985595730198846,2.1051248322527285,6245406272623.309,13539986929.712059,0.0,801013634212.4373,2155759554228.2927,708.5480393915127,937.1863798692885,190293.66283605978,450998.0608368686,1911260.753945898,1862690.2308446239,273788.9237904245,374321.8038105138
2017,421368923.96092516,2497710489.3912363,8456308930.63662,46078875524.86475,36807557457.81853,827285981.4366533,2800465449.356899,1622534053.9999099,4367617166.053492,5389552463437.291,403268753019.8243,7799235715.157542,5315585494138.967,465651742.3756932,14713638738.545403,27345827731.753017,126292691359.66742,164579496286.4998,964807328.9071486,22341699525.632717,27261640410.808662,42051886749.25944,21964411238.554573,138646191184.36032,737561391620.6583,2941743161106.6987,2954747023947.6685,26173448620.440228,176270800034.4364,197331059192.5203,230786036191.8125,1.4258739950407744,1.8999025653573074,1.5416718525006121,1.3907330850959143,5.33960302143674,3.3153591053549136,1.2936003994164142,7.177463198790058,2.9093911518672013,6624961867886.86,13077687778.130795,21181107105.845066,836615171090.8673,2078289208863.3445,718.3320442367085,969.610658196881,203222.01586361422,479790.2608565455,2073486.7262012062,2010257.6861709794,307795.64282690146,376538.46980314323
