DateTime,Contratação Comercial (Bi R$),Contratação  Home equity (Bi R$),Contratação  Livre (Bi R$),Contratação  FGTS (Bi R$),Contratação  SFH (Bi R$),Contratação Jurídico Comercial (Bi R$),Contratação Jurídico FGTS (Bi R$),Contratação Jurídico Livre (Bi R$),Contratação Jurídico SFH (Bi R$),Direcionamento Aquisição (R$),Direcionamento Construção (R$),Direcionamentos Reformas e Ampliações (R$),Direcionamento Aplicação (R$),Ativos Problemáticos - Comercial (R$),Ativos Problemáticos - Home equity (R$),Ativos Problemáticos - Livre (R$),Ativos Problemáticos - SFH (R$),Ativos Problemáticos - FGTS (R$),Ativos Problemáticos P.Jurídica - Comercial (R$),Ativos Problemáticos P.Jurídica - Home equity (R$),Ativos Problemáticos P.Jurídica - Livre (R$),Ativos Problemáticos P.Jurídica - SFH (R$),Carteira de Crédito - Comercial (R$),Carteira de Crédito – Home equity (R$),Carteira de Crédito – Livre (R$),Carteira de Crédito - FGTS (R$),Carteira de Crédito - SFH  (R$),Carteira de Crédito P.Jurídica - Comercial (R$),Carteira de Crédito P.Jurídica - Home equity (R$),Carteira de Crédito P.Jurídica -  Livre (R$),Carteira de Crédito  P.Jurídica - FGTS (R$),Inadimplência - SFH (%),Inadimplência - FGTS (%),Inadimplência - Livre (%),Inadimplência - Comercial (%),Inadimplência - Home equity (%),Inadimplência P.Jurídica - SFH (%),Inadimplência P.Jurídica - FGTS (%),Inadimplência P.Jurídica - Livre (%),Inadimplência P.Jurídica - Comercial (%),Poupança e Empréstimo - SBPE (R$),Títulos - LH (R$), Títulos – LIG (R$), Títulos – CRI (R$), Títulos – LCI (R$),Imóvel Área - Privativa (m²),Imóvel Área - Total (m²),Número de Apartamentos,Número de Casas,Valor Imóveis - Avaliação (R$),Valor Imóveis - Compra (R$),Quantidade de imóves - Condomínio,Quantidade de imóves – Isolado
2019-12-31,36380692.55,266030379.66,557538834.33,4171230279.53,5828441831.19,46985573.95,461067737.43,621664109.95,809573143.3,578991399203.33,47903307606.38,602108353.88,448327356310.41,27254867.46,974676346.95,1781450042.52,9588025304.55,18636011055.93,118902813.38,1920187659.99,2418318939.29,4657988295.83,1654709419.58,10948690513.91,51890662997.14,314451458640.36,272463536307.23,2227523070.29,9832468121.19,8165062243.03,7707917459.1,1.09,1.82,1.21,1.17,3.44,7.86,2.01,12.17,1.79,657531442210,1039509483.46,11192305651.67,77064732186.44,141876813145.53,59.38,82.95,19810.0,48675.0,180000,170000,33789.0,34696.0
2020-01-31,24596637.1,239057795.96,514773788.92,2416001699.8,5076656369.13,27050241.79,283566136.14,170267684.42,927984555.42,580341914823.64,47916587779.58,597485616.75,449015760342.33,27550224.87,1014727295.16,1807015832.36,9687614219.44,19327315681.65,122812711.06,1860493127.48,1988957721.53,4736214424.83,1646529471.01,10966710094.67,51382425437.59,315191640194.1,273972190511.82,2115319576.88,9020506057.93,8427419988.81,7617477442.32,1.22,2.18,1.36,1.25,3.86,9.02,2.35,9.52,1.76,649645040400,889351847.96,11655333679.77,76781025056.87,138972995301.42,65.12,88.54,16474.0,34586.0,210000,200000,22652.0,28408.0
2020-02-29,24559063.38,212473162.24,564473905.42,2685680802.55,5254299768.92,76159147.43,150949464.1,185883463.83,547892439.53,583084638614.13,48218881495.8,563028629.89,452574063905.91,26627968.26,1035003243.23,1774384529.19,9648233062.28,19982605435.02,120755759.18,1802763929.64,2008155070.48,4588439355.21,1637067378.77,10980241185.96,51100077846.77,316365957908.17,276242219767.59,2114788622.47,8714082399.64,8200972140.95,7512625318.2,1.23,2.31,1.37,1.28,4.18,9.68,2.42,8.86,2.25,649229630840,878252764.68,11955489442,77771856166.6,137617667185.96,61.68,87,14843.0,36628.0,200000,190000,24976.0,26495.0
2020-03-31,23756991.6,204699877.44,529542757.92,3387704068.88,5365936027.91,5195000,271454944.12,281464515.69,276179046.02,586291372690,48334275499.85,558179676.78,455609380385.19,30182990.46,1112856009.02,1924574208.76,10330471544.97,22093233751.96,129808934.13,1767920867.53,2017854155.95,4546287885.73,1629100563.62,10948157263.27,50685110856.11,318669268922.11,278347255744.98,2413858821.82,8583554195.3,8176670440.98,7705691359.09,1.68,3.23,1.92,1.36,5.38,10.39,2.76,9.99,5.57,659283469440,887535194.34,12431237032.86,77176933726.22,136772661519.76,60.1,82.9,19915.0,46051.0,180000,174304.13,31693.0,34273.0
2020-04-30,26542394.52,236115253,529766222.4,3014116079.1,5266373696.5,184776773.09,277467148.71,68028842.65,143672267.07,591841251842.91,48883554406.29,556746422.48,458380706367.5,36522829.71,1197089170.28,2071169571.78,11096416098.42,24179867361.23,121982597.76,1702994559.67,2060942141.35,4500430995.96,1632717749.21,10962375597.11,50630750119.8,321139560392.08,281874601721.09,2646059127.66,9159061841.46,8280490342.41,7802452710.58,1.59,3.2,1.85,1.71,5.83,10.02,2.26,10.4,5.82,685675702710,883775278.51,13703438688.75,76805135493.9,137750671310.64,60.58,84.89,15876.0,40339.0,190000,182000,27800.0,28415.0
2020-05-31,32242235.47,557333019.19,538309434.17,3419919933.2,5021447052.62,293217573.53,199357903.85,167666640.19,233166188.04,597825637463.77,49449496702.53,554387051.21,464861266213.05,42265166.3,1260539280.13,2158179256.9,11570048923.6,25245616715.71,134889180.94,1735630227.27,1841134311.2,4542303419.07,1648743928.54,11054681930.35,50574947207.62,323976665673.91,285243091783.79,2971825235.63,9210295405.16,8417018254.23,7830222356.81,1.34,2.73,1.58,1.73,5.54,11.72,1.51,10.02,5.23,717690899670,868314969.15,14462331867.98,76818226201.17,135629557472.24,59.76,82.95,17795.0,43237.0,183000,177182.6,30380.0,30652.0
2020-06-30,27624751.15,430034196.13,736526707.57,4201705760.42,6652416493.48,112717000,231817786.18,195292167.03,322017945.75,602875912270.13,50067997026.86,551682636.38,469281866426.83,43917751.82,1227531964,2193529807.01,11581921040.58,24686148595.68,135450553.57,1608569680.2,1830330404.9,4126333230.36,1642304767.22,11118981257.56,50524021745.45,326618130148.19,288914086441.36,2965469893.24,9243687289.33,8038083432.02,7584566407.06,0.98,2.01,1.12,1.01,4.67,10.1,1.25,5.48,6.97,733706661810,887638485.42,15196030648.03,76940419119.49,132075413753.08,60,84.26,21796.0,52370.0,185000,179900,37587.0,36579.0
2020-07-31,37125743.55,368684459.31,853415203.38,4281942700.56,7693030991.62,153541965.75,330662909.74,280736395.79,235997092.21,609541041220.82,50651381827.39,549006287.64,475221708162.13,44709919.45,1193893911.44,2141430467.01,11360795121.47,24651369125.32,119085249.1,1529172762.44,1818740681.06,4052010816.29,1636634481.27,11165713085.07,50356457524.35,329877081003.72,293054862456.23,2873726890.49,9306063520.92,7918325903.98,7391719539.22,0.83,1.81,0.94,1,4.13,10.51,0.85,5.42,8.3,757535898130,919497472.23,16040775256.12,78529694927.77,129004741214.11,60.44,85.31,22839.0,58085.0,190000,182254.14,41840.0,39084.0
2020-08-31,32788751.91,549590162.22,1154176299.91,4238878868.66,8728088173.36,480000,136606368.12,318240948.86,491276649.22,616881670156.59,51060286364.23,545147992.78,482208408264.88,42816099.25,1189726467.03,2092330426.1,11017784294.69,24247713677.71,123145769.7,1435271047.1,1772555463.69,4070835837.43,1630538935.95,12204723816.1,50530900064.97,332968319747.32,298033863626.55,2626583654.64,8874954923.51,7900474719.01,7228747660.57,0.73,1.68,0.84,0.85,3.55,9.69,1.19,4.72,8.41,766816290320,943561485.95,16532971570.37,77609219252.59,126104967422.34,62.62,86.73,24265.0,56872.0,200000,190000,40310.0,40827.0
2020-09-30,33565408.37,499097239.61,1348868090.52,3629615447.84,9329143531.59,202625808.03,48243016.91,571850261.57,445111476.81,623985652851.45,51522896926.57,540344768.36,485128677467.56,41110995.3,1131006605.35,2021417021.42,10701526365.04,23840900909.78,111418797.15,1384963431.74,1886252290.17,4127194079.55,1614353213.15,12358325866.04,50795381255.97,335408923232.63,303003656353.08,2380965541.78,8443821871.58,7818250943.5,6890146132.39,0.67,1.61,0.8,0.76,3.19,7.84,1.17,3.98,7.16,778070686300,987108273.49,17109037976.45,77712365889.43,125615422056.2,63.53,87.56,24560.0,57449.0,205000,195000,40535.0,41474.0
2020-10-31,46477603.79,410046549.96,1386844217.73,4084507238.86,9604625469.54,46742166.58,150017065.95,608591761.08,712486362.03,631299415932.33,52018496842.57,534863450.66,487128684045.58,39888498.6,1110690474.59,1945050383.68,10335039719.17,23594982724.36,116609465.7,1399004548.92,1847478399.38,4061831281.64,1611172465.95,12447003237.25,50985459629.08,338051823866.48,308093985711.67,2129420817.33,8304677766.07,7854320195.37,6776145774.19,0.66,1.69,0.77,0.78,3.18,9.11,1.35,9.43,7.54,783392278820,1038777821.66,17928572345.66,78125281016.8,124460217441.51,63.41,87.18,26238.0,58907.0,205000,195000,41119.0,44026.0
2020-11-30,46316428.47,452466111.37,1595610245.9,4015232215.39,10345703617.06,10456156.53,169499233.34,451124894.98,722191598.85,638874002492.45,52619100699.77,528988516.48,493872858513.89,20454217.39,1126811751.58,1793609219.54,10139837754.96,24240058903.83,106814908.03,1294261508.46,1792655748.72,3984167011.21,1615046744.75,12643373994.31,51342680408.79,340268569961.24,313567949163.46,2007749972.41,8290119845.93,7895421251.72,6557680072.41,0.74,1.9,0.79,0.71,3.32,7.95,1.5,9.34,7.45,784215225570,1069856958.5,18700561098.58,78606447361.6,123920326143.81,65.03,89.14,24901.0,53476.0,210500,200000,36774.0,41603.0
2020-12-31,41088818.39,433253741.54,1906153773.13,3695030094.78,11311390361.41,22759475.39,105663092.92,418081888.59,502948188.74,646902900368.63,53343323835.05,543521294.53,503431459608.22,20760457.44,1104732716.23,1778436026.93,10295700510.7,25006906745.62,100340683.64,1372410095.21,1499670415.33,4066357682.58,1614227638.13,12790828128.85,51853200049.99,342388571866.14,319581202266.15,1979731688.21,7910680130.01,7912824785.29,6312946847.47,0.62,1.69,0.67,0.66,3.35,8.89,2.49,9.15,3.45,801437985510,1099886107.03,20209257196.13,79444000275.92,121290895759.87,63.82,88.51,25712.0,61520.0,213000,200000,43522.0,43710.0
2021-01-31,28680388.52,224768600.84,1476749237.65,2598637511.23,8721009998.41,3340300,73999040.6,206974398.34,193414159.76,652302756407.48,53741840901.15,539399799.72,508395766847.23,24518756.82,1046332067.33,1797409406.57,10525087424.35,26351707299.58,85911247.33,1203341023.31,1425751676.39,3702114585.65,1605175869.43,11847921017.28,52195963457.49,343520091072.79,323590577359.88,1932365206.8,7823220338.97,7582780674.67,6070397098.93,0.71,1.98,0.83,0.82,3.64,7.57,3,3.88,3.81,786079336270,1124279493.55,21380439707.24,79433632718.01,120690886437.56,67.33,91,20720.0,46835.0,230000,220000,32427.0,35128.0
2021-02-28,35819654.44,280535154.89,1547672248.93,3290592819.45,10088483069.86,12721550.01,115090942.15,281245909.81,166813655.09,658902628963.89,54246203173.79,535299043.12,516245841477.32,26172998.33,1041885959.94,1821453460.35,10723283716.66,27153874294.76,73789610.65,1233553785.8,1448692678.93,3671844181.5,1608029216.02,11913336408.81,52592403943.32,344870725392.74,328959836239.69,1906297035.41,7791726053.69,7638167064.64,5937944808.39,0.86,2.38,0.96,0.87,4.07,8.44,2.56,4.07,4.72,782269883060,571301828.38,22472796923.19,79975097643.96,119509240704.93,65.02,89.45,22141.0,53523.0,225000,215000,37402.0,38262.0
2021-03-31,45559917.88,398453190.33,1948401155.9,3707049601.49,12366678900.8,41548243.07,53421670.44,411763076.58,424212780.02,667853578383.48,54947361655.47,529242640.96,523483645575.73,31862420.28,1032539896.17,1892468695.06,11134641491.14,28436889203.2,62062707.99,927258631.73,1260526719.58,3565809588.14,1609682455.27,11984124200.94,53142676080.48,347118930332.03,335296995375.07,1825637591.17,7532344437.43,7644221985.22,5563795493.98,0.83,2.27,0.97,1.14,4.23,3.01,2.4,2.85,1.45,778773302760,577133892.44,24737491206.97,81616553629.48,117997644400.47,65,89.31,28071.0,68274.0,225000,215000,46334.0,50011.0
2021-04-30,38633821.97,338099079.36,1874099153.49,3265453429.83,11982592462.72,1786721.41,81037610.76,239198422.51,568098673.8,676170531085.83,55602231438.51,525499884.64,532396898824.71,32812795.5,967425244.72,1766085386.75,10521664958,27732484143.6,30342094.28,913131978.35,1248207259.47,3538751158.42,1610167783.05,12041314991.03,53801619938.1,348512063533.66,341815508773.91,1741696510.8,7388957148.8,7723802429.62,5511573109.97,0.92,2.46,1.06,1.27,4.28,3.54,0.75,4.25,2.89,782162584520,601710539.51,26359769414.31,82815540652.88,117037713264.71,65,90.54,25486.0,62672.0,230000,220000,42646.0,45512.0
2021-05-31,66542017.81,380619941.91,2069492399.44,3899410720.91,12751939563.08,172063702.12,160560848.37,231784345.27,379138466.39,685408022588.66,56373846750.06,523377780.63,541334245745.91,31782340.08,886007439.81,1682558078.58,10275622253.36,27515809687.35,26387909.98,827124512.86,1224052127.99,3599882369.73,1637320201.13,12140006058.72,54703235410.37,350052871738.71,348921496602.03,1751893883.51,7422828658.24,7951058701.21,5311441129.34,0.98,2.6,1.18,1.2,4.1,2.22,0.39,40.29,2.67,782516796730,314301041.35,28096447005.64,86632374223.03,116260021498.3,64,90.03,26603.0,66847.0,225000,217000,46725.0,46725.0
2021-06-30,57054696.03,398987030.61,2197732095.17,3538082599.37,12792549195.87,350516450.76,353906144.59,772424073.11,463671735.51,694602798742.65,57113029500.12,520945851.23,547929123138.45,32817619.18,807696123.5,1574121320.35,9958270663.57,27235468988.88,34544189.67,758432533.2,1220845338.7,3660596767.3,1654039216.44,12238563385.01,55578009726.93,351684251511.37,355761216244.37,1747345965.39,7407606543.38,8392582479.86,5387046430.69,0.94,2.43,1.09,1.35,3.85,2.45,0.5,38.17,2.45,789477641120,20780462.37,29449388506.07,99141007640.69,115718866945.4,65,90,27139.0,66453.0,229000,220000,46113.0,47479.0
2021-07-31,60565253.96,352614869.98,2131771831.23,3224346817.29,12794448031.83,339278269.59,60106631.61,466889054.8,614291847,703613576156.49,58039850679.06,519055998.07,552200919882.37,31699686.34,782555956.05,1566849406.83,10070907139.1,27949818681.94,33085725.72,731266761.98,1210057098.24,3643381571.72,1665676298,12336855886.84,56429462789.95,353117645872.23,363353693205.85,1749279581.58,7449112744.09,8582233748.81,5506110450.29,0.93,2.4,1.06,1.26,3.79,5.35,0.35,37.37,4.19,797858573540,20846654.45,30850098784.32,90026981111.92,116530391374.08,66.4,92.14,26930.0,64037.0,234000,226000,44460.0,46507.0
2021-08-31,80310921.08,427701891.48,2600635624.98,3617078291.82,13960927428.99,190305285.76,157222528.52,517986947.73,567747221.74,718497549290.92,59001641667.66,519912909.39,567938042729.82,27464434.19,757446092.27,1561741772.44,10200226298,28633543542.03,28595395.78,713446061.86,1199844546.42,3393830648.95,1700974063.05,12475625981.41,57795951840.44,354792376607.41,371303375864.08,1685360625.08,7365841393.07,8609607842.34,5491267410.14,0.89,2.38,1,0.93,3.57,5.43,0.43,2.11,4.27,794546031820,20913057.98,34224336821.12,91865837872.01,118561344329.26,66.85,91.22,31889.0,68210.0,240000,230000,48410.0,51689.0
2021-09-30,52667203.82,484039203.55,2284824309.54,3411902306.46,12762776361.76,7281958.11,183722464.71,632897740.78,708222055.51,727570874647.97,60055604597.42,517334449.42,576966907187.21,29239682.57,760912427.14,1561709435.35,10351376806.04,29334537462.68,26057401.46,625056450.35,1249200397.01,3440882869.3,1718679361.53,12695761667.47,58802305977.26,356380315352.94,378276832027.25,1620300043.12,7366326847.39,8909880799.51,5488050237.19,0.86,2.45,0.87,1.05,3.49,4.71,0.5,2.84,5.11,790576524060,,36899363080.51,94736734665.57,120389928782.98,66.36,90.57,28446.0,60321.0,235928.82,229700,43749.0,45018.0
2021-10-31,61648840.62,418976489.1,2199004988.09,2884169079.58,11172267025.83,149779960.5,80241969.31,831725308.08,738297343.12,735769788411.37,61092540012.27,515934547.91,582063452800.77,28083462.92,745386200.2,1566669717.55,10494032308.58,30337886571.78,33938095.05,495357455.54,1133054334.89,3493699028.17,1742838531.28,12749886037.6,59966232127.1,357815609608.92,384760202731.94,1643704218.15,7315038193.2,9384163296.59,5470555271.3,0.76,2.36,0.78,1.01,3.44,3.37,0.99,3.55,3.5,787123487160,,40357168346.77,97735621443.96,124181798921.79,65.7,89.8,25342.0,51488.0,231723.94,224170,38157.0,38673.0
2021-11-30,61623429.38,404535417.66,2097156548.06,2688073397.89,11912760883.06,54332873.08,185985335.34,925787232.85,208058471.21,745621269560.42,62040931936.84,514321724.71,586900669588.73,28996991.31,781238746.92,1507914859.28,10591418209.6,31148985180.31,35267372.39,463850390.21,966800158.86,3444226689.25,1763256774.31,12943032293.42,60856968242.95,359112935665.89,391606104177.97,1659073328.33,7073895063.18,9741894071.63,5551347258.21,0.75,2.41,0.75,1.11,3.78,2.83,1.08,3.23,1.33,780651422940,,44117448672.73,98934419029.53,130823041054.01,65.05,91.22,22613.0,50770.0,235000,230000,39242.0,34141.0
2021-12-31,72896960.28,335715750.77,1860162531.33,4212941947.61,10251056100.45,946632069.05,274649257.39,1381587471.02,1023914311.75,753970574560.93,63223709760.72,513005425.36,581969425800.55,27496630.48,714243648.88,1479204836.34,10408421836.01,31140448599.64,31358528.39,371520620.26,941323318.08,3698357571.83,1801966328.31,12978155883.01,61701253867.7,361486071074.32,397289240488.44,1775906203.16,7206060607.65,10301517770.02,5589590714.21,0.7,2.27,0.74,0.96,3.17,1.52,0.84,2.92,0.33,790109013750,,47606306224.38,105656479611.61,140924871707.65,59.27,83.2,22095.0,48427.0,204600,192000,36708.0,33814.0
2022-01-31,57343483.48,264103623.06,1561117708.56,2522074270.62,8933457533.35,53974607.05,232426103.03,392232301.2,475735272.04,759547191437.2,64768701316.98,512208757.54,586423599427.14,31231619.79,698540045.81,1505828530.41,10493495198.36,31681200946.02,48247785.85,401197069.73,947027310.92,3627355689.96,1830344807.46,12857081424.36,62461810264.13,362788634081.62,402063369302.53,1705751227.59,7253736138.49,10244403830.01,5933769073.3,0.78,2.74,0.85,1.11,3.22,1.72,0.98,2.69,0.21,778569770550,,50119921959.85,106951318976.71,149232837973.71,65,89.41,19308.0,39541.0,230000,220000,29376.0,29473.0
2022-02-28,68021172.52,507556738.91,1489712916.8,3155960644.61,8813776394.92,52159614.6,215101534.02,238743270.96,608951152.35,765726200281.12,65828760479.61,512119403.19,588117149767.26,33363073.04,696708670.2,1528316439.35,10724830191.19,32389315480.05,52257059.86,321774676.14,975005989.9,3646241344.67,1870894273.1,13217694931.51,63225639723.79,363838818290.23,406945669640.53,1723917109.57,7347837490.69,10493774522.19,6148064964.59,0.93,3.21,0.93,1.27,3.07,1.42,1.46,2.22,0.22,780106681840,,53245080126.61,108217713653.53,154851429818.52,60.48,85.19,16295.0,37480.0,217000,206000,28859.0,24916.0
2022-03-31,56367135.47,391365988.91,1839934282.36,3244117754.42,8770289600.86,120514420,211366390.76,547179386.82,695673106.28,771740831685.23,66972572217.05,514409211.85,586803483622.45,33649688.68,674877875.97,1523614630.16,10784227049.07,32349722766.58,57054356.55,319511842.64,971986095.02,3691768597.08,1881183805.61,13452421684.17,64123742816.81,365446325514.06,411349075887.61,1747958653.59,7429193782.84,10858784550.09,6460600109.97,0.86,3.13,0.86,1.24,2.89,1.38,1.58,2.45,0.21,771576872320,,58161866001.83,110980319618.44,164820029232.72,59.6,85.23,19462.0,45911.0,216000,204000,35042.0,30331.0
2022-04-30,61479650.54,304272260.48,1660666525.06,3517649697.98,8384734565.54,241105449.52,127896910.79,387512044.27,367593268.19,778624117937.85,68019015145.87,514597808.24,590426859779.52,32049787.54,667068067.58,1533075168.35,11158761083.56,32718460058.72,54463672.54,295533381.97,976427372.25,3647656122.86,1907410535.68,13567439438.61,65080443675.53,367097672994.26,416033595454.58,1778130848.44,7596571582.04,11099781991.9,6701470148.53,0.87,2.92,0.85,0.98,2.67,1.12,2.05,2.72,0.91,768208166010,18120026.61,61979165294.16,112977617652.09,169988015260.9,58.54,84.8,14074.0,38211.0,220000,210000,29129.0,23156.0
2022-05-31,62084081.01,437782112.97,1866745311.7,4026968077.37,9450076221.87,832894616.78,286674363.44,825041153.06,772374822.25,787322273642.23,69304992731.06,551116745,593955071925.23,32409535.8,668841849.64,1583838631.99,11685736194.96,33224215002.48,52150936.12,284392567.63,900805667.05,3624370240.14,1933913312,13781155689.26,66165892196.36,369382839614.73,421827506444,1880507528.65,8331950843.83,11363558319.36,6949967823.44,0.86,2.74,0.86,1.02,2.5,0.98,1.97,1.77,0.4,777673268890,61407884.06,65421826217.36,118124932871.3,175076819479.76,59.3,83.99,21379.0,51474.0,214500,204000,38902.0,33951.0
2022-06-30,92076273.83,468803252.67,2062830250.21,4260896070.45,10521626547.59,62804913.41,268970412.51,669955101.32,610926373.82,796808370429.75,70682235876.25,552560027.11,602359343872.9,30985976.04,650180926.98,1549280962.79,11726328963.45,33053010597.96,60226812.51,220681549.62,898081699.44,3559992293.6,1994054185.05,14018108875.06,67491411188.12,372100397892.32,428241530551.65,2006296193.07,8406423438.27,11712636096.23,7295295694.99,0.78,2.43,0.78,0.89,2.27,0.39,2.08,1.93,0.28,779181432740,29426003.97,69009525755.24,124846357521.6,179241623017.11,59.56,84.33,19988.0,48391.0,215000,206250,37246.0,31133.0
2022-07-31,63079414.01,448471913.46,2315071396.07,4066014535.14,11200169651.05,24050453.96,167592992.26,485051249.29,538405113.19,806929712008.66,72133120916.81,559342577.49,607373878014.3,30981000.04,677998413.07,1560294734.81,12005377657.49,33505292934.36,63168898.76,228038685.03,903287746.08,3526850591.23,2031180622.41,14299344625.96,69095947672.24,374434609529.56,435496460659.96,2025247236.57,8428606113.33,11889671198.87,7575386138.69,0.82,2.47,0.81,0.88,2.41,0.12,2.24,1.7,0.28,772339510160,50337158.68,72253192111.4,129444170807.83,185313976853.6,62.68,85.94,24777.0,49964.0,230000,220000,38218.0,36523.0
2022-08-31,69284206.97,550010002.34,2258434524.41,4233087305.56,10396115166.57,254898815.95,528062855.27,803274647.56,854507823.54,815369510581.02,73621260860.56,563324564.14,608837516012.93,31096298.23,667538289.93,1581466888.94,12157404772.96,33459493511.41,59597134.55,226950963.58,897732446.05,3517389304.46,2061605818.9,14624052214.64,70606994465.44,377325282099.81,442172190707.76,2099352062.87,8475265497.7,12267201935.86,7647975980.81,0.8,2.41,0.8,0.84,2.18,0.1,1.85,1.6,0.03,757675857930,285382123.73,74900155362.15,133307305195.7,190567188941.38,58.72,81.55,20735.0,47273.0,215000,206100,36455.0,31553.0
2022-09-30,72160986.28,491118688.38,2153106958.27,4763489396.75,9642525629.94,395817569.98,550185954.2,854968415.55,885871296.91,830684945057.66,75907857475.9,571750256.47,618514193202.64,33742398.14,624818563.59,1593705636.23,12543972563.42,34027678422.4,64454808.06,193929141.9,903698547.93,3513540889.9,2004360130.13,14842656372.84,70407614263.04,380704494549.63,444723595866.96,2189080084.06,8435068836.5,12697861165.92,7396882335.99,0.8,2.29,0.8,0.98,2.26,0.06,2.23,1.21,0.17,757710753740,328544287.04,77803457119.91,137595681805.37,196726721127.88,59.08,83.93,20812.0,48656.0,220000,210000,38214.0,31254.0
2022-10-31,70585039.74,439243777.85,2196425726.52,4379448809.34,9267484799,63958711.84,420031719.82,1106803364.03,570059536.12,833556296177.08,76314794221.71,573171302.42,612017216634.03,35986057.32,654687932.44,1651583472.31,13031214883.43,34940060721.31,63730530.49,168620610.2,912340203.38,3525926471.56,2140808853.29,15102818903.19,73516841962.17,383710638941.43,453528012783.28,2268690820.91,8621868242.48,13276344075.82,8276209884.81,0.86,2.38,0.82,1.09,2.36,0.12,2.06,1.24,0.18,753069361610,332512196.34,81303779307.31,139221397300.46,206082304096.27,59.47,84.13,18917.0,42343.0,225000,210000,32711.0,28549.0
2022-11-30,75357643.67,421493910.94,2182186288.58,4472703053.27,8663919180.34,119786272.6,488329269.63,1104091253.16,633859710.55,841986963123.17,77664777399.25,576144164.34,595983883964.99,32737629.42,672482239.48,1671475686.56,13361300663.31,35242988461.56,64747073.23,168162735.67,918685284.69,3562951889.45,2180414709.03,15316925653.75,74957500881.88,386765548567.34,458629230743.66,2213715548.92,8685344521.2,13657245708.51,8687690098.1,0.92,2.45,0.84,1.12,2.47,0.11,2.2,1.54,0.18,753405101400,368560095.06,84985426890.06,142362065432.27,226054973564.68,59.55,84,17362.0,37981.0,225000,210000,29086.0,26257.0
2022-12-31,77449043.5,391261868.27,1604045385.22,6116907773.85,7279693697.5,480366680.94,452748940.61,1446153842.36,1681867653.69,851185826566.69,78964214163.16,580793642.67,592956933009.38,33994487.87,740440587.37,1720360340.6,13567626597.39,35085890201.06,54820605.19,191666648.32,747182173.72,3595134455.44,2226629382.69,15492323244.11,76025961546.57,390974835785.41,462850949697.82,2276999079.85,8376055261.81,14239065073.67,9030455808.72,0.88,2.25,0.86,1.11,2.47,0.3,1.59,1.71,0.24,763815066690,419768445.74,88571039427.48,149503759190.88,238693856866.41,57.76,80.42,17389.0,36876.0,209000,200000,28452.0,25813.0
2023-01-31,81258362.84,353644867.23,1737360065.24,3927320056.1,7917828505.77,215287121.73,266746553.86,272679498.23,486991605,857959500944.06,80003928566.38,594587095.44,587325492177.93,35357811.84,781734509.48,1791286710.36,14220875438.14,36228078414.69,50717180.41,193742588.56,722019466.52,3565298339.82,2270384167.88,15661224190.66,77088601002.19,393210083531,467050336435.83,2137636689.99,8471228507.55,14290071799.31,9267707224.3,1,2.47,0.91,1.17,2.57,0.29,1.69,1.43,0.24,742330202670,604349281.28,90985687724.96,146949612066.92,248385658708.43,65.36,86.74,11497.0,19730.0,241000,230000,14418.0,16809.0
2023-02-28,57896249.48,291580487.07,1519225630.77,4267915903.1,6849458104.24,20851211.35,406360726.84,245224577.66,227639853.7,863790442256.03,80929093990.95,595874872.68,581305566571.55,35169426.19,789598425.28,1855601788.26,14796049591.87,37382146188.81,62924864.34,202248703.69,726982948.62,3628276620.98,2292429622.56,15740078283.29,77958964843.1,395870621168.21,470445583030.71,2228112057.55,8549336845.54,14592686551.22,9538099154.27,1.08,2.71,1,1.12,2.59,0.51,1.9,1.77,0.24,739139471280,599258984.08,93199151754.78,147917429417.62,259435343882.72,,,,,,,,
