Ano,Contratação  Home equity (Bi R$),Contratação  Livre (Bi R$),Contratação  FGTS (Bi R$),Contratação  SFH (Bi R$),Contratação Jurídico Livre (Bi R$),Contratação Jurídico SFH (Bi R$),Direcionamento Aquisição (R$),Direcionamento Construção (R$),Direcionamento Aplicação (R$),Ativos Problemáticos - Home equity (R$),Ativos Problemáticos - SFH (R$),Ativos Problemáticos - FGTS (R$),Carteira de Crédito – Home equity (R$),Carteira de Crédito – Livre (R$),Carteira de Crédito - FGTS (R$),Carteira de Crédito - SFH  (R$),Carteira de Crédito P.Jurídica - Comercial (R$),Carteira de Crédito P.Jurídica -  Livre (R$),Carteira de Crédito  P.Jurídica - FGTS (R$),Inadimplência - SFH (%),Inadimplência - FGTS (%),Inadimplência - Livre (%),Inadimplência - Comercial (%),Inadimplência - Home equity (%),Poupança e Empréstimo - SBPE (R$), Títulos - LH (R$), Títulos – LIG (R$), Títulos – CRI (R$), Títulos – LCI (R$)
2003-11,203752504.82928103,1569709597.049559,949489737.9063407,3188831619.4162455,432365762.5090201,595326726.2875315,130336258546.88194,10383893318.10234,116380049999.62074,436307381.9158595,3763148497.6173625,4626314893.610532,9176822837.826618,76763656464.12753,66494146038.424164,70725259464.34248,511710583.1836509,19744559668.279778,20291120488.915226,1.5521474056411118,2.4655413207863104,1.5859891374918114,0.3042454027434079,3.9696899451620227,157812135924.77548,1214321102.8912897,7865173510.741126,19237894195.37396,82475444555.27097
2003-12,204258176.68267888,1576329833.8791752,952789732.6365205,3205236604.4660034,434505599.9233537,597301374.4909592,130404158039.38249,10381578393.354664,116829048656.05997,435013921.92581177,3778423783.023145,4632592172.967593,9180173031.097174,76700214401.32013,66461248094.124695,70820278345.17068,517666477.65079284,19755581647.387207,20309438808.555527,1.5507886733386784,2.465817106722114,1.581892279685771,0.30510033530101033,3.9626507581718475,158744176565.5517,1215067702.3799608,7805681507.452389,19244385979.10062,82418842681.5964
2004-1,204809922.49448195,1583595293.5257275,956253208.5476421,3223188858.2065916,436851613.45713484,599465501.6701286,130481615095.07675,10379230829.010347,117325117930.55885,433507148.5902268,3794412890.7228017,4639550287.649505,9183574607.001503,76630548738.07848,66426468650.050705,70926528388.54991,524209628.25671023,19767774968.47724,20329630637.855686,1.5492970566351802,2.466174220722024,1.5774032217781768,0.306047649571097,3.9547755234786086,159771620802.2414,1215887076.7249274,7740173951.957211,19252008868.891605,82347044077.26776
2004-2,205406522.2573996,1591488218.6298296,959882558.6824803,3242646978.401554,439397713.27572024,601813291.4966843,130569020412.96179,10376894770.726276,117867701121.49695,431794730.7068678,3811109135.747315,4647186676.740942,9187032955.849554,76554813409.44434,66390157691.25513,71044146490.819,531325568.344198,19781129142.470634,20351664236.052074,1.5476760947654469,2.466609591091037,1.5725329630304696,0.3070871436661489,3.9460903369569227,160892861691.6457,1216777279.1744282,7668766013.278598,19260838995.785313,82260693756.95403
2004-3,206046755.96414098,1599990851.8320944,963680176.0838099,3263569562.814433,442137809.54446626,604338927.6422707,130666764692.03474,10374614364.159338,118456241527.25378,429884337.0734981,3828505833.127668,4655498779.326583,9190553467.951273,76473162350.45947,66352665202.79086,71173269548.3168,538999831.2560511,19795633680.28814,20375507862.38107,1.5459293269643086,2.4671201461341523,1.5672925027040898,0.3082186156986471,3.936621294481406,162106292290.56564,1217736362.976702,7591572860.439557,19270952490.82013,82160436735.32416
2004-4,206729403.60741544,1609085435.7731352,967648453.7944055,3285915209.208772,445065812.42872953,607036593.7785321,130775238631.2927,10372433754.966415,119090182446.20894,427783636.4878807,3846596297.8948426,4664484034.491104,9194141533.616611,76385749496.16563,66314341169.71084,71314034457.38214,547217950.3350643,19811278092.850506,20401129776.07905,1.5440602924665947,2.4677028141563677,1.5616928400604784,0.3094418637810726,3.9263944919266747,163410305655.80234,1218762381.3799868,7508709662.463091,19282425485.03444,82046918027.04713
2004-5,207453245.17993218,1618754213.0935652,971789784.8570421,3309642515.348115,448175632.0938666,609900473.577113,130894832929.73276,10370397088.804394,119768967176.74193,425500297.747779,3865373845.0798225,4674139881.319183,9197802543.155518,76292728781.6046,66275535577.06798,71466578114.35387,555965458.9240329,19828051891.078487,20428498236.38238,1.5420725305071357,2.4683545234626814,1.5557449743610758,0.31075668602590634,3.9154360251673457,164803294844.15686,1219853387.6325216,7420291588.372207,19295334109.466633,81920782646.79195
2004-6,208217060.6744005,1628979426.4339976,976106562.3144945,3334710078.996004,451461178.7052339,612924750.7096579,131025938286.352,10368548511.330164,120492039017.2323,423041989.6509562,3884831789.71359,4684463758.895497,9201541886.877937,76194254141.81813,66236598409.9152,71631037415.5708,565227890.3657517,19845944585.892834,20457581502.52745,1.5399695803207607,2.4690722023580913,1.549459904867323,0.3121628805456293,3.903771990078034,166283652912.43027,1221007434.9825451,7326433807.189909,19309754495.1551,81782675609.22754
2004-7,209019630.08352962,1639743318.4350452,980601179.2095375,3361076497.915983,454916362.42818797,616103608.8478111,131168945400.14757,10366932168.200605,121258841266.0596,420416380.9951755,3904963446.8271284,4695453106.304723,9205364955.093822,76090479511.848,66197879653.30542,71807549257.37181,574990778.0030156,19864945688.214302,20488347833.750626,1.5377549811423001,2.469852779147596,1.5428486308406606,0.31366024545272253,3.8914284825333576,167849772917.42368,1222222576.6782959,7227251487.939203,19325762773.138233,81633241929.0229
2004-8,209859733.40002882,1651028131.7373219,985276028.5849458,3388700369.8715954,458535093.4280854,619431231.663217,131324244970.11653,10365592205.072609,122068817221.6034,417631140.5782001,3925762131.45142,4707105362.631538,9209277138.11312,75981558826.73596,66159729292.29156,71996250536.09572,585239655.1786197,19885044708.96364,20520765489.28829,1.5354322722065834,2.4706931821361935,1.535922151542529,0.31524857885966706,3.878431598407932,169500047915.9381,1223496865.9680123,7122859799.643095,19343435074.454414,81473126620.847
2004-9,210736150.61660734,1662816108.9814403,990133503.4834944,3417540292.6263843,462311281.87028265,622901802.8275201,131492227695.256,10364572767.60306,122921410182.2432,414693937.19779325,3947221158.617447,4719417966.960619,9213283826.245775,75867646021.52379,66122497311.92654,72197278148.08138,595960055.235359,19906231159.061596,20554802728.376812,1.5330049927484408,2.471590339628882,1.5286914662343694,0.3169276788789438,3.864807433576373,171232870964.77472,1224828356.0999331,7013373911.324589,19362847530.142033,81302974699.36882
2004-10,211647661.72597444,1675089492.8080137,995175996.9479579,3447554863.9438925,466238837.92013633,626509506.0123647,131673284274.56306,10363918001.44884,123816063446.35855,411612439.6517181,3969333843.356193,4732388358.376644,9217390409.80174,75748895031.25323,66086533697.263275,72410768989.6676,607137511.5160282,19928494549.42893,20590427810.252567,1.530476682002702,2.472541179930659,1.521167574177622,0.3186973436230338,3.850582083913298,173046635120.73453,1226215100.322297,6898908992.006691,19384076271.239483,81123431179.25732
2004-11,212593046.7208394,1687830525.8576553,1000405902.0211111,3478702681.5876637,470311671.74300283,630248524.8893956,131867805407.03484,10363672052.266838,124752220312.32903,408394316.73773795,3992093500.698641,4746013975.964289,9221602279.090963,75625459790.96608,66052188433.3547,72636859957.19324,618757557.3634225,19951824390.98639,20627608994.151936,1.527850879204197,2.4735426313465236,1.5133614746337278,0.3205573712044181,3.8357816452933227,174939733440.61862,1227655151.8833425,6779580210.712405,19407197428.78515,80935141075.18147
2004-12,213571085.59391147,1701021450.7709785,1005825611.745729,3510942343.3212404,474523693.50423884,634113043.1302568,132076181791.66841,10363879065.713942,125729324078.53415,405047237.253616,4015493445.675773,4760292258.808231,9225924824.423391,75497494235.70407,66019811505.253716,72875687946.99715,630805726.1203368,19976210194.654728,20666314539.31129,1.5251311235877552,2.4745916221814737,1.5052841668641277,0.3225075597355776,3.8204322135910633,176910558981.22812,1229146564.0313084,6655502736.464739,19432287133.817417,80738749401.81026
2005-1,214580558.3378999,1714644510.1885962,1011437519.1645862,3544232446.908167,478868813.3692008,638097244.4065927,132298804127.46089,10364583187.447033,126746818043.35345,401578869.9971154,4039526993.3185725,4775220645.993148,9230363436.108974,75365152300.50897,65989752898.013245,73127389855.41815,643267551.1295662,20001641471.3547,20706512704.96701,1.5223209543882068,2.4756850807405066,1.496946650130262,0.32454770732899335,3.8045598846811366,178957504799.36407,1230687390.014433,6526791738.286695,19459421517.374683,80534901173.81265
2005-2,215620244.94551393,1728681946.7511218,1017244017.3204577,3578531590.111986,483340941.50324523,642195312.3900481,132536063113.40938,10365828563.123,127804145505.16652,397996883.76599944,4064187458.6580215,4790796576.603717,9234923504.45766,75228587920.42256,65962362596.68622,73392102578.79509,656128565.7339053,20028107732.00705,20748171750.355465,1.5194239108403818,2.476819935328622,1.4883599236935714,0.3266776120971464,3.788190754438159,181078963951.82755,1232275683.080955,6393562385.201281,19488676710.49533,80324241405.85762
2005-3,216688925.40946284,1743116003.0991683,1023247499.256118,3613798370.696241,487933988.0717287,646401430.7522672,132788349448.51099,10367659338.398727,128900749762.35287,394308947.3580314,4089468156.7251034,4807017489.724614,9239610419.779396,75087955030.4866,65937990586.325554,73669963013.46681,669374303.2761494,20055598487.532536,20791259934.713036,1.5164435321791097,2.4779931142508165,1.4795349868154968,0.3288970721525177,3.771350918736746,183273329495.41968,1233909496.479113,6255929846.2315,19520128844.21775,80107415112.61414
2005-4,217785379.72245592,1757928921.8733487,1029450358.0143422,3649991386.4244747,492641863.2400077,650709783.1648945,133056053831.76279,10370119658.9311,130036074113.29204,390522729.57097435,4115362402.5508003,4823880824.440517,9244429572.38413,74943407565.74286,65916986851.98416,73961108055.77214,682990297.0990934,20084103248.85191,20835745517.276096,1.5133833576392204,2.4792015458120895,1.4704828387574786,0.3312058856075882,3.754066473451515,185538994486.94147,1235586883.457146,6114009290.400359,19553854049.580326,79885067308.75117
2005-5,218908387.87720236,1773102945.7142768,1035854986.637905,3687069235.0602303,497458477.1734387,655114553.2995741,133339566962.1619,10373253670.377008,131209561856.36359,386645899.2025916,4141863511.166096,4841384019.836103,9249386352.581814,74795099461.23308,65899701378.714966,74265674602.04994,696962080.5455322,20113611526.88592,20881596757.28102,1.510246926455544,2.4804421583174383,1.461214478780958,0.33360385057483893,3.7363635144570813,187874351983.19406,1237305897.263292,5967915886.730863,19589928457.621456,79657843008.93771
2005-6,220056729.86641145,1788620317.2625654,1042463778.1695812,3724990514.367052,502377740.03737843,659609924.827951,133639279538.70541,10377105518.393333,132420656289.94705,382686125.05064636,4168964797.6019726,4859524514.99605,9254486150.682394,74643184651.99905,65886484151.570885,74583799548.63902,711275186.9582608,20144112832.555325,20928781913.964184,1.5070377778629103,2.4817118800718614,1.4517409061473754,0.33609076516675096,3.718268137628062,190277795040.97852,1239064591.1457899,5817764804.246016,19628428199.37952,79426387227.84271
2005-7,221229185.68279245,1804463279.1588275,1049279125.6521456,3763713822.1084824,507393561.9971832,664190081.4216691,133955582260.39044,10381719348.636963,133668800712.42198,378651075.9129019,4196659576.889413,4878299749.0050335,9259734356.995817,74487817073.08252,65877685155.60484,74915619791.87823,725915149.6800741,20175596676.780872,20977269246.561966,1.503759451096149,2.4830076393803573,1.4420731201181716,0.3386664274958052,3.6998064388390732,192747716717.0959,1240861018.3528783,5663671211.968825,19669429405.89291,79191344980.13516
2005-8,222424535.3190546,1820614074.0436766,1056303422.128373,3803197756.048064,512499853.2182096,668849206.7523731,134288865826.21408,10387139306.764782,134953438422.16791,374548420.5871213,4224941164.059399,4897707160.947731,9265136361.832035,74329150659.52527,65873654375.86975,75261272228.10643,740867502.0537672,20208052570.483315,21027027014.310738,1.50041548539009,2.484326364547923,1.432222119954787,0.34133063567448274,3.6810045139647314,195282510068.3473,1242693232.132796,5505750278.922295,19713008208.200016,78953361280.48402
2005-9,223641558.7679072,1837054944.557726,1063539060.6410382,3843400913.949342,517690523.8658142,673581484.4917073,134639520935.17342,10393409538.433678,136274012717.56439,370385827.8710679,4253802874.1429152,4917744189.90882,9270697555.500994,74167339346.36905,65874741797.41854,75620893753.66245,756117777.4221349,20241470024.5834,21078023476.446877,1.497009419979563,2.485664983879558,1.4221989049186627,0.34408318781526454,3.6618884588796523,197880568151.5338,1244559285.7337813,5344117174.12943,19759240737.339226,78713081143.55826
2005-10,224879036.02205947,1853768133.3415883,1070988434.232916,3884281893.5758576,522959484.1053535,678381098.3113163,135007938286.26558,10400574189.300535,137629966896.99097,366170966.5625049,4283238022.1709433,4938408274.972978,9276423328.312643,74002537068.65562,65881297405.30413,75994621264.8851,771651509.1279724,20275838550.00189,21130226892.20676,1.4935447940993982,2.48702042568026,1.4120144742712393,0.3469238820306315,3.6424843694584528,200540284023.45648,1246457232.404073,5178887066.613236,19808203124.348927,78471149584.02687
2005-11,226135747.0742207,1870735883.035877,1078653935.9467812,3925799292.691155,528300644.10218406,683242231.8828443,135394508578.48764,10408677405.02224,139020744258.82718,361911505.45919544,4313239923.174466,4959696855.224881,9282319070.57693,73834897761.42676,65893671184.57942,76382591658.11325,787454230.5140743,20311147657.659527,21183605520.826763,1.4900251469844252,2.488389618255027,1.4016798272739572,0.3498525164330648,3.6228183415757496,203260050740.91644,1248385125.3919098,5010175125.396719,19859971500.26751,78228211616.5588
2005-12,227410471.9171001,1887940436.2812054,1086537958.8254087,3967911709.0587773,533707914.02166235,688159068.8779359,135799622510.83672,10417763331.255676,140445788101.45258,357615113.3589028,4343801892.184466,4981607369.7492075,9288390172.603802,73664575359.72423,65912213120.297356,76784941829.68573,803511474.9232361,20347386858.47707,21238127621.54326,1.486454017869474,2.489769489908857,1.3912059631882574,0.35286888913504527,3.6029164711061576,206038261360.71472,1250341017.94553,4838096519.502884,19914621996.133358,77984912255.82304
2006-1,228701990.54340696,1905364035.7181869,1094642895.911573,4010577740.442268,539175204.0291449,693125792.9682353,136223670782.3099,10427876113.657732,141904541723.2467,353289459.05939025,4374917244.231927,5004137257.630633,9294642024.70321,73491723798.5898,65937273197.51084,77201808675.94139,819808775.6982522,20384545663.375263,21293761453.59262,1.4828349459893744,2.491156968946748,1.3806038812755805,0.35597279824905403,3.5828048539242947,208873308939.65244,1252322963.3131723,4662766417.954736,19972230742.984867,77741896516.48856
2006-2,230009082.94585052,1922988923.987434,1102971140.2480493,4053755984.60517,544696424.2899883,698136587.8253871,136667044091.90431,10439059897.885294,143396448422.5891,348942211.35842097,4406579294.347831,5027283957.953836,9301080017.185104,73316497013.06522,65969201401.272804,77633329093.21906,836331666.1819179,20422613583.274868,21350475276.211235,1.4791714705789563,2.4925489836736987,1.3698845807973672,0.359164041887572,3.5625095859047766,211763586534.53064,1254329014.7430754,4484299989.775279,20032873871.860424,77499809413.22433
2006-3,231330529.11714005,1940797343.7295604,1111525084.877612,4097405039.3110266,550265484.9695491,703185637.1210358,137130133138.61702,10451358829.595245,144920951497.8593,344581039.05375814,4438781357.563161,5051044909.8034935,9307709540.359428,73139048938.19225,66008347716.636154,78079639977.85756,853065679.7170279,20461580129.096634,21408237348.635464,1.4754671308730494,2.4939424623947075,1.3590590610150581,0.3624424181630802,3.5420567629222193,214707487202.15042,1256357225.483478,4302812403.98752,20096627513.798416,77259295960.69933
2006-4,232665109.0499848,1958771537.5851793,1120307122.8430364,4141483502.3233805,555876296.2331836,708267124.5268257,137613328621.44516,10464817054.444475,146477494247.4369,340213610.943165,4471516748.908899,5075417552.264282,9314535984.536133,72959533509.01268,66055062128.653824,78540878226.19577,869996349.6463776,20501434811.761307,21467015930.101692,1.4717254661064836,2.4953343334147715,1.3481383211900941,0.36580772518805965,3.5214724808512394,217703403999.3129,1258405648.7826185,4118418829.6144648,20163567799.83723,77021001173.58252
2006-5,234011602.73709407,1976893748.1949034,1129319647.1870968,4185949971.405776,561522768.2462486,713375233.7144011,138117021239.3858,10479478718.089865,148065519969.70135,335847595.82440484,4504778783.416029,5100399324.420878,9321564740.025166,72778104660.56825,66109694622.37872,79017180734.5725,887109209.3127615,20542167142.189644,21526779279.846294,1.467950015514089,2.4967215250388897,1.3371333605839157,0.36925976107499137,3.5007828355664534,220749729982.8191,1260472337.8887358,3931234435.6791162,20233770861.01526,76785570066.54288
2006-6,235368790.17117706,1995146218.1993465,1138565050.9525685,4230763044.3217554,567198811.1741005,718504148.3554066,138641601691.43604,10495387966.188303,149684471963.0323,331490662.49524075,4538560776.115534,5125987665.35796,9328801197.136477,72594916327.90074,66172595182.86378,79508684399.3266,904389792.058975,20583766631.3024,21587495657.105644,1.464144318330695,2.49810096557206,1.326055178457964,0.37279832393635626,3.4800139229424776,223844858209.4701,1262555346.0500681,3741374391.204482,20307312828.370888,76553647654.24939
2006-7,236735451.34494305,2013511190.2391214,1148045727.182226,4275881318.8348627,572898335.1820959,723648052.1214867,139187460676.59302,10512588944.396677,151333793525.8092,327150479.753436,4572856042.038395,5152180014.160204,9336250746.180014,72410122446.05191,66244113795.161896,80015526116.7969,921823631.2278125,20626222790.020317,21649133321.116116,1.4603119137911318,2.499469583319281,1.314914774073679,0.37642321188463546,3.4591918388539282,226987181736.06702,1264652726.5148544,3548953865.213566,20384269832.942505,76325878951.371
2006-8,238110366.2511013,2031970906.9548414,1157764068.9188437,4321263392.708641,578615250.4355912,728801128.6842856,139754988893.8538,10531125798.371868,153012927956.41165,322834716.3967539,4607657896.215595,5178973809.912289,9343918777.465723,72223876950.06354,66324600444.32601,80537842783.32225,939396260.1620697,20669525129.26416,21711660531.114086,1.4564563411302294,2.50082430658555,1.303723146692502,0.38013422303230987,3.4383426791754217,230175093619.4109,1266762532.531333,3354088026.729375,20464718005.768505,76102908972.57672
2006-9,239492314.88236105,2050507610.9871197,1167722469.2051973,4366867863.706633,584343467.099943,733957561.7154479,140344577042.2155,10551042673.770767,154721318553.21918,318551041.22295755,4642959653.678119,5206366491.698889,9351810681.303556,72036333774.97736,66414405115.40904,81075771295.24149,957093212.2045408,20713663159.95467,21775045546.33593,1.4525811395828172,2.5021620636758652,1.2924912955758736,0.3839311554918605,3.4174925397815743,233406986916.30283,1268882817.3477428,3156892044.774912,20548733477.887268,75885382732.53549
2006-10,240880077.2314316,2069103544.9765692,1177923321.084061,4412653329.592382,590076895.3405079,739111534.8866179,140956615820.67523,10572383716.250256,156458408614.61136,314307123.0298102,4678754629.456947,5234355498.604683,9359931848.00346,71847646855.83516,66513877793.4639,81629448548.89345,974900020.6980214,20758626393.012608,21839256626.018024,1.4486898483837252,2.5034797828952255,1.2812302199852343,0.38781380737576837,3.396667516547002,236681254683.54395,1271011634.212322,2957481088.373185,20636392380.33719,75673945245.91629
2006-11,242272433.29102215,2087740951.5638037,1188369017.5982096,4458578388.129433,595809445.3226423,744257231.86944,141591495928.23004,10595193071.467222,158223641438.96768,310110630.6150751,4715036138.583064,5262938269.714349,9368287667.875383,71657970127.67868,66623368463.5435,82199011440.61699,992802218.985306,20804404339.358715,21904262029.396748,1.4447860067677833,2.504774392548629,1.2699509191820249,0.3917819767965145,3.3758937053463214,239996289977.93524,1273147036.3733096,2755970326.5471954,20727770844.156654,75469241527.3881
2006-12,243668163.053842,2106402073.3894355,1199061951.7904181,4504601637.081326,601535027.2117027,749388836.3355587,142249608063.8771,10619514885.078552,160016460324.66772,305969232.7765155,4751797496.087452,5292112244.112562,9376883531.229275,71467457525.54973,66743227110.70078,82784596866.75092,1010785340.4091899,20850986509.913757,21970030015.70847,1.4408731539698216,2.5060428209410732,1.258664392427686,0.3958354618665798,3.3551972020541494,243350485856.27783,1275287077.0789442,2552474928.319952,20822945000.384056,75271916591.61989
2007-1,245066046.51260042,2125069153.0940785,1210004516.7034612,4550681674.211606,607247551.1730459,754500531.9566185,142931342926.61346,10645393302.741129,161836308570.09103,301890598.31189454,4789032017.001093,5321874860.884,9385724828.375082,71276262984.49002,66873803719.98865,83386341723.6341,1028834918.312468,20898362415.598473,22036528844.18957,1.4369548292246694,2.5072819963775563,1.2473816389836583,0.3999740606984454,3.3346041025451014,246742235375.37286,1277429809.5774643,2347110062.7144594,20921990980.057777,75082615453.28064
2007-2,246464863.6600066,2143724433.318346,1221199105.380114,4596777097.283816,612940927.3720281,759586502.4042637,143637091215.43625,10672872470.111843,163682629473.61713,297882396.0189754,4826733016.354971,5352223559.11334,9394816949.622753,71084540439.54137,67015448276.46002,84004382907.60535,1046936486.037935,20946521567.333622,22103726774.076424,1.4330345717671573,2.5084888471630773,1.2361136581113827,0.40419757140459217,3.3141405026937942,250169931592.0213,1279573287.1171083,2139990898.7537222,21024984914.21621,74901983127.0393
2007-3,247863394.4887699,2162350156.702851,1232648110.8631508,4642846504.061501,618609065.9740059,764640931.3501388,144367243629.34256,10701996532.847576,165554866333.62558,293952294.6955215,4864893809.180067,5383155777.885261,9404165285.282238,70892443825.7455,67168510765.16783,84638857315.00354,1065075576.9283862,20995453476.039955,22171592064.605404,1.4291159208321145,2.5096603016026333,1.2248714490722998,0.40850579209750126,3.293832498374844,253631967563.0243,1281715562.9461153,1931232605.4607449,21132002933.89774,74730664627.56488
2007-4,249260418.99159947,2180928565.8882055,1244353926.1953468,4688848492.308202,624245877.144336,769658002.4658881,145122190867.3295,10732809636.605215,167452462448.4959,290107963.1392958,4903507710.507366,5414668956.284437,9413775225.663485,70700127078.14418,67333341171.164986,85289901842.16748,1083237724.3266163,21045147652.638226,22240092975.01289,1.425202415654371,2.5107932880012234,1.2136660111278503,0.4128985208896535,3.2737061854628675,257126736345.18292,1283854690.3127234,1720950351.8585358,21243121170.14076,74569304969.52632
2007-5,250654717.16120464,2199441903.5150247,1256318944.4194765,4734741659.787462,629845271.0483748,774631899.4231561,145902323628.39413,10765355927.041647,169374861116.6077,286357070.14806175,4942568035.367849,5446760533.395547,9423652161.07644,70507744131.7792,67510289479.50441,85957653385.43602,1101408461.5754204,21095593608.049183,22309197764.53525,1.421297595468757,2.511884734663845,1.2025083435394748,0.4173755558935299,3.2537876598324806,260652630995.29822,1285988722.4651716,1509259306.9700966,21358415753.983654,74418549167.5926
2007-6,252045068.9902946,2217872412.2239203,1268545558.578315,4780484604.262827,635401157.8514788,779556805.8935874,146708032611.5336,10799679549.813755,171321505636.34045,282707284.51958245,4982068098.7925,5479427948.3032675,9433801481.831055,70315448921.6923,67699705675.23901,86642248841.14801,1119573322.0175936,21146780853.19358,22378874692.40887,1.417404999510102,2.5129315698954966,1.1914094455686142,0.4219366952216117,3.2341030173583,264208044570.17133,1288115712.651698,1296274639.8184357,21477962816.464813,74279042236.43271
2007-7,253430254.4715787,2236202334.655506,1281036161.7146368,4826035923.497836,640907447.7190046,784426905.548826,147539708515.74496,10835824650.578428,173291839306.07373,279166275.0516211,5022001215.812301,5512668640.092276,9444228578.237276,70123395382.92526,67901939743.42174,87343825105.64227,1137717838.9959307,21198698898.99217,22449092017.87012,1.4135281670132356,2.5139307220011764,1.1803803164767088,0.4265817369863796,3.2146783539149415,267791370126.6033,1290233714.120542,1082111519.4265537,21601838488.622627,74151429190.7156
2007-8,254809053.59776613,2254413913.4503956,1293793146.871217,4871354215.256037,646358050.8163087,789236382.0605168,148397742040.0254,10873835374.99255,175285305424.18707,275741710.541941,5062360701.458235,5546480047.847249,9454938840.605051,69931737450.51984,68117341669.105484,88062519075.25766,1155827545.8532267,21251337256.365704,22519818000.155376,1.4096706372129884,2.514879119285882,1.1694319555251997,0.43131047930031474,3.1955397653770214,271401000721.3952,1292340780.1199415,866885114.8174629,21730118901.495487,74036355045.11026
2007-9,256180246.3615662,2272489391.249201,1306818907.0908303,4916398077.300968,651746877.3087476,793979419.1003039,149282523883.37192,10913755868.713009,177301347289.06006,272441259.7883053,5103139870.761284,5580859610.652864,9465937659.244331,69740629059.5178,68346261437.34317,88798467646.33301,1173887975.9322762,21304685436.234932,22591020898.501015,1.4058359493441897,2.515773690054613,1.1585753619755277,0.43612272027589816,3.176713347619157,275035329411.34814,1294434963.8981354,650710595.014163,21862880186.121777,73934464814.28564
