,Acre - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Acre - Desemprego,Acre - IDH,Acre - PIB - Estadual,Acre - PIB - Construção Civil,Acre - PIB - Per Capita,Acre - PIB - Preços de Mercado
2003-11,5.041,0.6315074373857803,-6097.745583517717,7.313008932848318,1.7470011225975584,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,8.674122241624382,0.6942933323193664,7377446.442288184,415395.14031752833,9.334146025696676,6618391.513721566
2003-12,4.303,0.6292469617617195,-6082.10009002275,7.034262103245153,1.9418352636981289,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,8.66924386352272,0.6945907044999339,7386620.39922286,415593.72884609294,9.335718930478428,6621508.617536412
2004-1,4.105,0.6279521987366027,-6360.043009879893,6.775421109777445,1.2887103771069537,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,8.664365485421056,0.6948880766805015,7395794.356157537,415792.3173746576,9.33729183526018,6624625.7213512575
2004-2,3.898,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2447554117031494,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,8.66167036734271,0.695155567753355,7404431.424724923,415741.3220956732,9.339180768565356,6627437.1347664045
2004-3,4.209,0.6110282002564377,-6382.974247910342,6.304693993612522,1.2465540316260806,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,8.658975249264365,0.6954230588262085,7413068.493292311,415690.3268166888,9.34106970187053,6630248.548181551
2004-4,2.994,0.602215193421453,-6659.524121320398,6.092845857236326,1.2127250214234362,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,8.65628013118602,0.695690549899062,7421705.561859698,415639.3315377045,9.342958635175709,6633059.961596698
2004-5,3.72,0.5930166849467975,-6639.092352241397,5.906435456003245,1.2817627267622196,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,8.653585013107675,0.6959580409719156,7430342.630427085,415588.3362587201,9.344847568480883,6635871.375011845
2004-6,4.275,0.574475450988554,-6748.885395968077,5.749095649630231,1.4699831580623657,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,8.650889895029328,0.6962255320447691,7438979.698994473,415537.3409797357,9.346736501786058,6638682.788426991
2004-7,4.699,0.5593363966337657,-6784.497815846861,5.627047610968012,1.277476010520013,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,8.648194776950984,0.6964930231176226,7447616.767561859,415486.34570075135,9.348625435091234,6641494.201842138
2004-8,6.416,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,8.645499658872637,0.6967605141904761,7456253.836129246,415435.350421767,9.35051436839641,6644305.615257285
2004-9,6.427,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,8.642804540794291,0.6970280052633296,7464890.904696634,415384.3551427826,9.352403301701584,6647117.028672431
2004-10,6.386,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,8.640109422715947,0.6972954963361833,7473527.973264021,415333.3598637983,9.354292235006762,6649928.442087578
2004-11,5.591,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,8.6374143046376,0.6975629874090368,7482165.041831408,415282.3645848139,9.356181168311938,6652739.855502725
2004-12,5.422,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,8.634719186559256,0.6978304784818903,7490802.110398795,415231.3693058295,9.358070101617113,6655551.268917871
2005-1,5.807,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,8.63202406848091,0.6980979695547438,7499439.178966182,415180.3740268452,9.359959034922287,6658362.682333018
2005-2,5.242,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,8.625415058049564,0.6983362261869887,7507308.5293528065,415415.870426488,9.362064441276504,6660627.26884661
2005-3,4.965,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,8.618806047618216,0.6985744828192335,7515177.87973943,415651.3668261308,9.36416984763072,6662891.8553602025
2005-4,5.854,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,8.61219703718687,0.6988127394514784,7523047.230126054,415886.8632257737,9.366275253984936,6665156.441873794
2005-5,5.892,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,8.605588026755525,0.6990509960837232,7530916.580512677,416122.3596254165,9.36838066033915,6667421.028387386
2005-6,7.76,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,8.598979016324177,0.6992892527159681,7538785.930899302,416357.85602505936,9.370486066693369,6669685.614900979
2005-7,7.484,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,8.592370005892832,0.699527509348213,7546655.281285925,416593.3524247023,9.37259147304758,6671950.201414571
2005-8,8.048,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,8.585760995461486,0.6997657659804578,7554524.631672549,416828.8488243451,9.374696879401798,6674214.787928163
2005-9,7.794,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,8.579151985030139,0.7000040226127027,7562393.982059173,417064.345223988,9.376802285756014,6676479.374441756
2005-10,8.792,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,8.572542974598793,0.7002422792449475,7570263.332445797,417299.8416236308,9.378907692110229,6678743.960955348
2005-11,6.725,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,8.565933964167447,0.7004805358771924,7578132.682832421,417535.3380232736,9.381013098464445,6681008.54746894
2005-12,6.551,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,8.5593249537361,0.7007187925094372,7586002.033219044,417770.83442291646,9.38311850481866,6683273.133982533
2006-1,7.192,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,8.552715943304754,0.7009570491416821,7593871.383605668,418006.3308225593,9.385223911172876,6685537.720496125
2006-2,6.443,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,8.551858724866158,0.7011667180004236,7601322.231280357,418176.0491614192,9.387751073948474,6687801.850448097
2006-3,9.429,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,8.55100150642756,0.7013763868591651,7608773.078955044,418345.76750027895,9.390278236724072,6690065.98040007
2006-4,7.627,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,8.550144287988964,0.7015860557179068,7616223.926629732,418515.48583913874,9.392805399499672,6692330.110352043
2006-5,9.283,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,8.549287069550367,0.7017957245766483,7623674.77430442,418685.2041779986,9.39533256227527,6694594.240304016
2006-6,7.826,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,8.54842985111177,0.7020053934353898,7631125.621979108,418854.9225168584,9.397859725050868,6696858.370255988
2006-7,7.907,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,8.547572632673173,0.7022150622941313,7638576.469653796,419024.64085571823,9.400386887826468,6699122.500207961
2006-8,15.133,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,8.546715414234578,0.7024247311528728,7646027.317328484,419194.359194578,9.402914050602066,6701386.630159933
2006-9,12.318,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,8.545858195795981,0.7026344000116144,7653478.165003172,419364.0775334378,9.405441213377664,6703650.760111906
2006-10,11.558,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,8.545000977357384,0.7028440688703559,7660929.0126778595,419533.7958722977,9.407968376153262,6705914.890063878
2006-11,9.965,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,8.544143758918787,0.7030537377290975,7668379.860352548,419703.5142111575,9.41049553892886,6708179.020015852
2006-12,9.734,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,8.54328654048019,0.703263406587839,7675830.708027235,419873.2325500173,9.41302270170446,6710443.149967824
2007-1,6.647,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,8.542429322041594,0.7034730754465806,7683281.555701924,420042.9508888772,9.415549864480058,6712707.279919797
2007-2,6.138,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,8.540115160202916,0.703654803198924,7689267.609673838,420230.2218206212,9.41630031274098,6713678.847117461
2007-3,9.225,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,8.53780099836424,0.7038365309512676,7695253.663645753,420417.4927523652,9.4170507610019,6714650.414315127
2007-4,7.545,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,8.535486836525564,0.7040182587036111,7701239.717617666,420604.7636841092,9.41780120926282,6715621.981512792
2007-5,9.279,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,8.533172674686886,0.7041999864559546,7707225.771589581,420792.0346158533,9.418551657523745,6716593.548710456
2007-6,9.651,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,8.530858512848209,0.7043817142082982,7713211.825561495,420979.3055475973,9.419302105784665,6717565.115908122
2007-7,9.541,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,8.528544351009533,0.7045634419606417,7719197.87953341,421166.5764793413,9.420052554045585,6718536.683105786
2007-8,17.165,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,8.526230189170857,0.7047451697129852,7725183.933505325,421353.8474110853,9.420803002306506,6719508.250303451
2007-9,15.001,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,8.523916027332179,0.7049268974653288,7731169.987477239,421541.1183428293,9.421553450567426,6720479.817501117
2007-10,13.456,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,8.521601865493501,0.7051086252176723,7737156.041449154,421728.3892745734,9.422303898828348,6721451.384698781
2007-11,10.572,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,8.519287703654825,0.7052903529700157,7743142.095421067,421915.66020631744,9.42305434708927,6722422.951896446
2007-12,7.652,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,8.51697354181615,0.7054720807223593,7749128.149392982,422102.9311380615,9.42380479535019,6723394.519094111
2008-1,8.457,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,8.514659379977472,0.7056538084747028,7755114.203364897,422290.2020698055,9.424555243611112,6724366.086291776
2008-2,8.675,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,8.516969935364228,0.7058082417877537,7759285.182879,422447.1521628349,9.423262493426709,6724177.624646551
2008-3,6.078,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,8.519280490750983,0.7059626751008046,7763456.162393102,422604.1022558644,9.4219697432423,6723989.163001326
2008-4,8.368,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,8.52159104613774,0.7061171084138553,7767627.141907206,422761.0523488938,9.420676993057896,6723800.701356101
2008-5,11.648,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,8.523901601524496,0.7062715417269062,7771798.121421309,422918.0024419233,9.41938424287349,6723612.239710876
2008-6,10.911,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,8.526212156911253,0.7064259750399571,7775969.100935413,423074.9525349528,9.418091492689085,6723423.778065651
2008-7,12.003,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,8.52852271229801,0.706580408353008,7780140.080449516,423231.9026279822,9.416798742504678,6723235.316420426
2008-8,13.273,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,8.530833267684764,0.7067348416660588,7784311.059963618,423388.8527210117,9.415505992320274,6723046.854775201
2008-9,11.838,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,8.533143823071521,0.7068892749791097,7788482.039477722,423545.8028140412,9.414213242135869,6722858.393129976
2008-10,12.887,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,8.535454378458278,0.7070437082921606,7792653.018991825,423702.7529070706,9.412920491951462,6722669.931484751
2008-11,7.645,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,8.537764933845033,0.7071981416052113,7796823.998505928,423859.7030001001,9.411627741767058,6722481.469839525
2008-12,7.362,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,8.54007548923179,0.7073525749182622,7800994.978020031,424016.6530931295,9.410334991582651,6722293.0081943
2009-1,7.212,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,8.542386044618546,0.7075070082313131,7805165.957534134,424173.603186159,9.409042241398248,6722104.546549075
2009-2,6.669,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,8.540045114353397,0.7076347937721765,7820717.775605654,423561.6092471796,9.40782070601459,6725452.393493312
2009-3,9.647,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,8.537704184088248,0.7077625793130401,7836269.593677174,422949.6153082002,9.406599170630932,6728800.240437549
2009-4,7.887,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,8.5353632538231,0.7078903648539037,7851821.411748694,422337.6213692208,9.405377635247277,6732148.087381786
2009-5,9.374,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,8.533022323557951,0.7080181503947671,7867373.229820214,421725.6274302414,9.40415609986362,6735495.934326023
2009-6,9.351,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,8.530681393292802,0.7081459359356306,7882925.047891734,421113.633491262,9.402934564479963,6738843.781270259
2009-7,12.593,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,8.528340463027654,0.7082737214764941,7898476.865963254,420501.6395522826,9.401713029096308,6742191.628214496
2009-8,13.703,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,8.525999532762503,0.7084015070173577,7914028.684034775,419889.6456133032,9.400491493712648,6745539.475158733
2009-9,11.207,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,8.523658602497354,0.7085292925582212,7929580.502106295,419277.65167432383,9.399269958328992,6748887.3221029695
2009-10,13.249,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,8.521317672232206,0.7086570780990846,7945132.320177815,418665.6577353444,9.398048422945337,6752235.169047207
2009-11,9.583,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,8.518976741967057,0.7087848636399482,7960684.138249335,418053.663796365,9.396826887561678,6755583.015991444
2009-12,10.671,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,8.516635811701908,0.7089126491808118,7976235.956320855,417441.6698573856,9.395605352178022,6758930.86293568
2010-1,10.806,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,8.51429488143676,0.7090404347216752,7991787.774392375,416829.6759184062,9.394383816794363,6762278.709879917
2010-2,7.55,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,8.513169503890452,0.7091422191574568,8006157.096663113,416343.6925319601,9.393760630782744,6765040.589235511
2010-3,13.999,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,8.512044126344145,0.7092440035932382,8020526.418933852,415857.709145514,9.393137444771122,6767802.468591105
2010-4,10.883,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,8.510918748797838,0.7093457880290197,8034895.74120459,415371.7257590679,9.3925142587595,6770564.347946699
2010-5,12.063,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,8.509793371251531,0.7094475724648013,8049265.063475328,414885.7423726217,9.39189107274788,6773326.227302292
2010-6,12.514,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,8.508667993705224,0.7095493569005829,8063634.385746066,414399.7589861756,9.39126788673626,6776088.106657886
2010-7,18.791,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,8.507542616158917,0.7096511413363643,8078003.708016804,413913.7755997295,9.390644700724636,6778849.98601348
2010-8,20.986,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,8.50641723861261,0.7097529257721458,8092373.030287542,413427.79221328336,9.390021514713014,6781611.865369074
2010-9,15.808,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,8.505291861066302,0.7098547102079273,8106742.352558281,412941.8088268372,9.389398328701391,6784373.744724668
2010-10,18.127,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,8.504166483519995,0.7099564946437089,8121111.674829019,412455.8254403911,9.388775142689772,6787135.624080261
2010-11,18.846,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8037657062983529,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,8.503041105973688,0.7100582790794904,8135480.997099757,411969.84205394494,9.38815195667815,6789897.503435856
2010-12,14.332,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7859094411250622,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,8.501915728427381,0.7101600635152718,8149850.319370496,411483.85866749886,9.38752877066653,6792659.382791449
2011-1,11.415,0.485803381917484,-10517.124472033394,2.035093128055376,0.9418321282514702,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,8.500790350881074,0.7102618479510534,8164219.641641234,410997.8752810527,9.386905584654908,6795421.262147043
2011-2,13.36,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9643537751632691,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,8.65360319370719,0.7103237165140548,8177670.258358659,410693.63151383656,9.386615134647608,6798110.002165535
2011-3,12.147,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8509315411312844,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,8.806416036533307,0.7103855850770563,8191120.8750760835,410389.3877466204,9.386324684640307,6800798.742184026
2011-4,10.035,0.4724763218727945,-10225.7655016099,2.095742570726438,0.9119394548460248,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,8.959228879359422,0.7104474536400577,8204571.491793508,410085.1439794042,9.386034234633009,6803487.482202518
2011-5,13.453,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.981952980012904,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,9.112041722185538,0.7105093222030592,8218022.108510933,409780.9002121881,9.385743784625708,6806176.222221009
2011-6,16.209,0.460777089427583,-9975.112230204764,2.095226448555367,0.8370840617867931,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,9.264854565011651,0.7105711907660606,8231472.725228358,409476.6564449719,9.385453334618408,6808864.962239501
2011-7,15.53,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.865031119055218,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,9.417667407837769,0.710633059329062,8244923.341945782,409172.4126777558,9.385162884611107,6811553.702257993
2011-8,18.462,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8749809524957644,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,9.570480250663886,0.7106949278920635,8258373.958663207,408868.1689105397,9.384872434603809,6814242.442276483
2011-9,19.936,0.4606035369977562,-9679.164240091171,2.075344728788324,1.051632929733649,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,9.72329309349,0.7107567964550648,8271824.575380632,408563.9251433235,9.384581984596506,6816931.182294975
2011-10,20.238,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8454056053728413,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,9.876105936316115,0.7108186650180663,8285275.192098057,408259.6813761073,9.384291534589206,6819619.922313467
2011-11,14.867,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,10.028918779142234,0.7108805335810677,8298725.808815481,407955.4376088912,9.384001084581907,6822308.662331958
