,Distrito Federal - value,Distrito Federal - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Distrito Federal - IDH,Distrito Federal - Consumo de Cimento (t),Distrito Federal - PIB - Estadual,Distrito Federal - PIB - Construção Civil,Distrito Federal - PIB - Per Capita,Distrito Federal - PIB - Preços de Mercado,Distrito Federal - Produção de Cimento (t)
2003-12,0.2302529777394608,8.227934157563366,0.6292469617617195,-6082.10009002275,7.034262103245153,1.9418352636981289,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,0.8279853002546119,56.634,120045228.08774272,3598866.170777637,43.77000228684328,109862519.22535545,177.63507424739691
2004-1,0.2282473108858127,8.22193888772809,0.6279521987366027,-6360.043009879893,6.775421109777445,1.2887103771069537,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,0.8280775357758932,46.442,120194635.9385556,3601434.380336814,43.7818724924892,109918524.1406732,178.13883100415364
2004-2,0.2267834841670317,8.219658846134475,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2447554117031494,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,0.8281594479780983,43.234,120330975.5108673,3601439.9206444323,43.79171960966001,109962939.046761,178.72001521467996
2004-3,0.2252649032943437,8.21737880454086,0.6110282002564377,-6382.974247910342,6.304693993612522,1.2465540316260806,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,0.8282413601803035,54.587,120467315.08317898,3601445.4609520505,43.80156672683082,110007353.95284882,180.77763059929532
2004-4,0.2241073854520582,8.215098762947244,0.602215193421453,-6659.524121320398,6.092845857236326,1.2127250214234362,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,0.8283232723825087,59.228,120603654.65549068,3601451.0012596687,43.81141384400163,110051768.85893664,181.67425559929532
2004-5,0.2229107596361606,8.21281872135363,0.5930166849467975,-6639.092352241397,5.906435456003245,1.2817627267622196,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,0.8284051845847138,63.997,120739994.22780237,3601456.5415672865,43.82126096117244,110096183.76502444,183.55106047734407
2004-6,0.2216833686307894,8.210538679760015,0.574475450988554,-6748.885395968077,5.749095649630231,1.4699831580623657,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,0.8284870967869189,67.774,120876333.80011408,3601462.0818749047,43.83110807834325,110140598.67111224,184.1576795249632
2004-7,0.2204170904410161,8.208258638166399,0.5593363966337657,-6784.497815846861,5.627047610968012,1.277476010520013,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,0.8285690089891241,71.34,121012673.37242576,3601467.622182523,43.840955195514056,110185013.57720006,185.01979580403287
2004-8,0.2191075690080136,8.205978596572784,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,0.8286509211913293,75.288,121149012.94473743,3601473.162490141,43.85080231268487,110229428.48328789,185.4944321676693
2004-9,0.2177543678355369,8.20369855497917,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,0.8287328333935344,72.595,121285352.51704912,3601478.70279776,43.86064942985568,110273843.38937569,186.48703216766933
2004-10,0.2163655498669792,8.201418513385555,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,0.8288147455957395,76.992,121421692.08936083,3601484.243105377,43.87049654702649,110318258.29546347,187.60933651549544
2004-11,0.2151494447369827,8.19913847179194,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,0.8288966577979447,74.06,121558031.66167252,3601489.7834129957,43.8803436641973,110362673.20155127,187.97831523889965
2004-12,0.2139064095983014,8.196858430198324,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,0.82897857000015,65.679,121694371.2339842,3601495.323720613,43.89019078136811,110407088.1076391,187.92362773889965
2005-1,0.2126495797507284,8.19457838860471,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,0.8290604822023551,62.294,121830710.8062959,3601500.864028232,43.90003789853892,110451503.0137269,188.1491583511445
2005-2,0.2113929002670784,8.187249922764293,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,0.8291322240055428,55.247,121955622.6637851,3600180.3755425494,43.90860212051159,110489089.47333276,188.66714688892296
2005-3,0.2101426588181164,8.179921456923879,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,0.8292039658087305,65.908,122080534.5212743,3598859.887056868,43.917166342484265,110526675.9329386,190.54628197456825
2005-4,0.2089012489810589,8.172592991083462,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,0.8292757076119182,67.387,122205446.37876353,3597539.3985711853,43.92573056445693,110564262.39254443,192.45701694480329
2005-5,0.2078751720376435,8.165264525243046,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,0.829347449415106,68.73,122330358.23625273,3596218.910085503,43.93429478642961,110601848.85215028,194.78339738090327
2005-6,0.2070752864777209,8.15793605940263,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,0.8294191912182937,74.797,122455270.09374192,3594898.421599821,43.94285900840228,110639435.31175612,197.2486828364592
2005-7,0.2065086539143797,8.150607593562214,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,0.8294909330214814,70.102,122580181.95123112,3593577.933114139,43.95142323037496,110677021.77136196,198.97711697478152
2005-8,0.2057701296970109,8.143279127721799,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,0.829562674824669,93.05,122705093.80872032,3592257.4446284566,43.959987452347626,110714608.2309678,200.6712367340966
2005-9,0.2058830911452427,8.135950661881383,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.8296344166278568,80.334,122830005.66620952,3590936.956142775,43.968551674320295,110752194.69057363,201.2690713099284
2005-10,0.2068835257971447,8.128622196040967,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.8297061584310446,82.226,122954917.52369872,3589616.4676570925,43.97711589629297,110789781.15017948,202.4979594052421
2005-11,0.207730656978126,8.121293730200552,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.8297779002342323,74.666,123079829.38118792,3588295.97917141,43.98568011826564,110827367.60978532,204.07565434043624
2005-12,0.2086482352072803,8.113965264360136,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.82984964203742,60.79,123204741.23867711,3586975.4906857284,43.99424434023832,110864954.06939116,204.7381593763486
2006-1,0.209227730257644,8.10663679851972,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.8299213838406077,69.054,123329653.09616631,3585655.002200046,44.00280856221099,110902540.528997,206.95563050142923
2006-2,0.2094824326938038,8.10422646783729,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.8299831081648366,58.368,123439256.01958191,3587011.218497432,44.00839966229479,110929046.90199678,208.54770804218995
2006-3,0.2104558806229216,8.10181613715486,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.8300448324890655,62.49,123548858.94299749,3588367.4347948176,44.01399076237858,110955553.27499656,209.73380381418
2006-4,0.2117863087316681,8.099405806472431,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.8301065568132944,54.739,123658461.86641309,3589723.651092204,44.01958186246237,110982059.6479963,211.07901143081023
2006-5,0.2131675112475785,8.096995475790001,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.8301682811375233,68.501,123768064.78982866,3591079.867389589,44.02517296254617,111008566.02099608,212.3304350192085
2006-6,0.2147952000559748,8.09458514510757,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.8302300054617522,60.01,123877667.71324424,3592436.083686975,44.03076406262997,111035072.39399584,212.5982998057772
2006-7,0.2169280945748561,8.092174814425142,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,0.8302917297859811,62.021,123987270.63665982,3593792.299984361,44.03635516271376,111061578.76699562,213.53474103599788
2006-8,0.2194691354755467,8.089764483742712,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.83035345411021,71.527,124096873.5600754,3595148.516281747,44.04194626279756,111088085.1399954,214.8377399182829
2006-9,0.2227010041789658,8.087354153060282,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.8304151784344389,68.051,124206476.48349096,3596504.7325791325,44.04753736288136,111114591.51299515,215.4153584438056
2006-10,0.2260386906349541,8.084943822377852,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.8304769027586678,60.18,124316079.40690656,3597860.9488765183,44.05312846296516,111141097.88599494,216.0687120412778
2006-11,0.2293687547322598,8.082533491695422,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,0.8305386270828967,61.378,124425682.33032216,3599217.165173904,44.05871956304895,111167604.2589947,215.54492378670196
2006-12,0.2328834345280817,8.080123161012994,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,0.8306003514071256,50.865,124535285.25373772,3600573.38147129,44.06431066313274,111194110.63199449,215.61556885910605
2007-1,0.2359543942205262,8.077712830330563,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,0.8306620757313545,56.123,124644888.1771533,3601929.5977686755,44.06990176321654,111220617.00499424,216.18146561666123
2007-2,0.2387769414546037,8.074796032375788,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,0.8307139354966833,46.807,124739447.06174812,3603331.564707881,44.07337346857579,111238238.918391,216.1399004588147
2007-3,0.2415806973972063,8.071879234421013,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,0.8307657952620119,63.343,124834005.94634296,3604733.531647086,44.07684517393504,111255860.83178772,217.64452808269004
2007-4,0.2443039226743305,8.068962436466238,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.8308176550273406,59.052,124928564.8309378,3606135.498586291,44.08031687929429,111273482.74518444,217.1397575951007
2007-5,0.2470835690762341,8.066045638511463,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.8308695147926694,66.618,125023123.71553265,3607537.465525497,44.08378858465353,111291104.6585812,217.11238495531083
2007-6,0.2499408833015114,8.063128840556688,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.830921374557998,66.917,125117682.60012746,3608939.432464703,44.08726029001278,111308726.57197794,216.53667041601304
2007-7,0.252872834257099,8.060212042601915,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.8309732343233267,72.223,125212241.48472229,3610341.399403908,44.090731995372025,111326348.48537467,216.7522824074325
2007-8,0.2556557767130729,8.05729524464714,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.8310250940886554,75.666,125306800.36931711,3611743.366343113,44.09420370073127,111343970.3987714,217.23546945707844
2007-9,0.2585105858358496,8.054378446692365,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.8310769538539841,75.781,125401359.25391196,3613145.3332823184,44.09767540609052,111361592.31216817,217.8374129820372
2007-10,0.2608662489928008,8.05146164873759,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.8311288136193128,93.232,125495918.1385068,3614547.300221524,44.10114711144976,111379214.2255649,218.24827709779456
2007-11,0.2624046719151611,8.048544850782815,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.8311806733846415,74.086,125590477.02310164,3615949.2671607295,44.104618816809015,111396836.13896164,218.3969366425405
2007-12,0.2641735293628557,8.04562805282804,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.8312325331499701,58.494,125685035.90769646,3617351.234099935,44.10809052216826,111414458.05235836,218.43235056707329
2008-1,0.266045474141541,8.042711254873264,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.8312843929152989,69.812,125779594.79229128,3618753.20103914,44.11156222752751,111432079.9657551,218.86102793831256
2008-2,0.268282570955498,8.045059029448021,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.8313265410417859,57.359,125848315.46007776,3619652.48694204,44.11406052920915,111435468.08532284,218.5092809472285
2008-3,0.2706519615322673,8.047406804022778,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.8313686891682731,61.187,125917036.12786424,3620551.77284494,44.11655883089079,111438856.20489056,219.1800069248824
2008-4,0.2729008611426621,8.049754578597533,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.8314108372947602,72.894,125985756.79565072,3621451.05874784,44.11905713257242,111442244.3244583,220.24003147816205
2008-5,0.2748746275183967,8.05210235317229,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.8314529854212472,74.52,126054477.4634372,3622350.34465074,44.12155543425406,111445632.44402602,221.0147869893325
2008-6,0.2768604870341277,8.054450127747046,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,0.8314951335477344,75.426,126123198.13122368,3623249.63055364,44.1240537359357,111449020.56359376,222.3143247846411
2008-7,0.2786638602377634,8.0567979023218,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,0.8315372816742215,84.323,126191918.79901016,3624148.916456539,44.126552037617344,111452408.68316148,224.49301917196487
2008-8,0.2800135697410881,8.059145676896557,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,0.8315794298007085,90.292,126260639.46679664,3625048.2023594393,44.129050339298985,111455796.80272922,225.83541260331117
2008-9,0.2810042724812011,8.061493451471314,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,0.8316215779271957,90.522,126329360.13458312,3625947.488262339,44.13154864098063,111459184.92229694,226.7483651070872
2008-10,0.2813451555077774,8.06384122604607,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,0.8316637260536828,91.401,126398080.8023696,3626846.774165239,44.134046942662266,111462573.04186466,228.2749774879705
2008-11,0.2816289609133452,8.066189000620827,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,0.8317058741801698,75.79,126466801.47015607,3627746.060068139,44.1365452443439,111465961.1614324,229.45273800729075
2008-12,0.2819220263456122,8.068536775195582,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,0.831748022306657,66.187,126535522.13794255,3628645.345971039,44.13904354602554,111469349.28100014,230.99977503220072
2009-1,0.2824085282194394,8.070884549770339,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,0.8317901704331441,66.824,126604242.80572905,3629544.6318739383,44.14154184770718,111472737.40056786,232.4320241377741
2009-2,0.2830402452398254,8.067920031713859,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,0.8318227598408482,64.058,126853929.06962052,3629248.899974181,44.13946556171028,111519354.5853198,233.77893349534787
2009-3,0.2840252106231972,8.064955513657381,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,0.8318553492485523,75.891,127103615.33351204,3628953.168074422,44.13738927571339,111565971.77007172,236.08264845527705
2009-4,0.2849322415053603,8.061990995600901,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,0.8318879386562565,67.298,127353301.59740354,3628657.436174664,44.135312989716496,111612588.95482364,237.43950805471763
2009-5,0.2862103704610956,8.059026477544423,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,0.8319205280639607,81.417,127602987.86129504,3628361.704274905,44.1332367037196,111659206.13957556,241.1280131661384
2009-6,0.2872374480403785,8.056061959487943,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,0.8319531174716648,80.314,127852674.12518656,3628065.9723751466,44.1311604177227,111705823.32432748,244.31027088472672
2009-7,0.2882843167085187,8.053097441431465,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,0.8319857068793689,102.385,128102360.38907804,3627770.240475388,44.12908413172581,111752440.5090794,247.5412219147005
2009-8,0.2893131224728333,8.050132923374985,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,0.832018296287073,98.178,128352046.65296954,3627474.50857563,44.12700784572891,111799057.69383132,249.41081251688965
2009-9,0.2902857213658897,8.047168405318505,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,0.8320508856947771,95.439,128601732.91686104,3627178.776675872,44.12493155973201,111845674.87858324,250.8334521711715
2009-10,0.2914239894379313,8.044203887262027,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,0.8320834751024813,93.638,128851419.18075256,3626883.044776113,44.12285527373511,111892292.06333518,252.5087999097252
2009-11,0.2924802698551789,8.041239369205547,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,0.8321160645101855,86.774,129101105.44464403,3626587.3128763535,44.12077898773822,111938909.24808712,254.2014024160912
2009-12,0.2933716085886486,8.038274851149069,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,0.8321486539178896,79.047,129350791.70853557,3626291.580976596,44.11870270174133,111985526.43283902,255.69047314616364
2010-1,0.2943552428585628,8.035310333092589,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,0.8321812433255937,80.219,129600477.97242706,3625995.8490768378,44.11662641574443,112032143.61759096,256.34421034165524
2010-2,0.2952350340568694,8.034422194278878,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,0.8322044269345735,85.365,129825647.97420682,3622821.6937296,44.108803690686656,112063660.74906558,257.74943855396833
2010-3,0.2961361047324076,8.03353405546517,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,0.8322276105435533,103.105,130050817.97598656,3619647.5383823626,44.10098096562888,112095177.8805402,260.1968091173713
2010-4,0.2971908831650635,8.032645916651461,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,0.832250794152533,90.761,130275987.97776634,3616473.3830351247,44.09315824057111,112126695.01201484,262.28145814170773
2010-5,0.2982335366757247,8.03175777783775,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,0.8322739777615128,103.517,130501157.97954609,3613299.227687888,44.08533551551333,112158212.14348948,264.94746684912707
2010-6,0.298710249107507,8.03086963902404,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,0.8322971613704926,101.609,130726327.98132583,3610125.0723406496,44.07751279045556,112189729.2749641,267.40580725442896
2010-7,0.2993275911906371,8.029981500210331,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,0.8323203449794724,105.403,130951497.9831056,3606950.916993412,44.06969006539778,112221246.40643872,270.0218987334042
2010-8,0.3000595040672264,8.029093361396622,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,0.8323435285884522,108.029,131176667.98488536,3603776.7616461744,44.06186734034001,112252763.53791334,272.738630969352
2010-9,0.3007788088493925,8.028205222582912,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,0.832366712197432,106.331,131401837.98666511,3600602.6062989365,44.05404461528224,112284280.66938797,275.5535333849854
