,Rio de-01eiro - value, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Rio De Janeiro - Consumo de Cimento (t),Rio De Janeiro - Produção de Cimento (t),Rio de Janeiro - IDH,Rio de Janeiro - PIB - Estadual,Rio de Janeiro - PIB - Construção Civil,Rio de Janeiro - PIB - Per Capita,Rio de Janeiro - PIB Preços de Mercado,Rio de Janeiro - Desemprego
2004-5,0.3220442323806512,0.5930166849467975,-6639.092352241397,5.906435456003245,1.2817627267622196,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,254.86,199.447397962572,0.7744336888128578,364589196.89190686,18215155.873506658,22.226469924970807,349086911.8448038,8.274821074794762
2004-6,0.3234138096460141,0.574475450988554,-6748.885395968077,5.749095649630231,1.4699831580623657,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,279.415,199.58594558161957,0.7744937367530887,364947376.3980245,18217906.33822727,22.23063503089661,349174500.59516126,8.272938820427445
2004-7,0.3245327539909935,0.5593363966337657,-6784.497815846861,5.627047610968012,1.277476010520013,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,249.081,199.9405269769684,0.7745537846933198,365305555.9041421,18220656.802947883,22.234800136822415,349262089.3455187,8.271056566060128
2004-8,0.3254787489921616,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,281.405,200.8917769769684,0.7746138326335509,365663735.41025984,18223407.267668497,22.238965242748225,349349678.0958762,8.269174311692813
2004-9,0.3264110432424003,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,280.43,201.14193253252395,0.7746738805737818,366021914.9163775,18226157.732389107,22.24313034867403,349437266.84623367,8.267292057325497
2004-10,0.3272046641805831,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,248.861,201.6784107933936,0.7747339285140129,366380094.4224951,18228908.19710972,22.24729545459984,349524855.5965912,8.265409802958182
2004-11,0.3279420444646689,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,266.398,202.3594107933936,0.774793976454244,366738273.9286128,18231658.661830336,22.251460560525643,349612444.3469486,8.263527548590865
2004-12,0.3285799318046123,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,248.921,203.32461912672684,0.7748540243944749,367096453.4347304,18234409.126550943,22.255625666451447,349700033.09730613,8.26164529422355
2005-1,0.3291609032841108,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,246.602,203.4835579022371,0.774914072334706,367454632.94084805,18237159.59127156,22.25979077237725,349787621.8476636,8.259763039856233
2005-2,0.3296920089615853,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,237.093,203.696155410446,0.774975632903833,367762562.17067367,18243468.346279897,22.262050621958124,349838518.0525191,8.251898787589614
2005-3,0.3301849552537719,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,270.163,205.48953041882243,0.77503719347296,368070491.4004993,18249777.101288237,22.264310471539,349889414.2573746,8.244034535322994
2005-4,0.3306394663487277,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,263.941,205.59096296705243,0.775098754042087,368378420.6303249,18256085.85629657,22.26657032111987,349940310.4622301,8.236170283056374
2005-5,0.3310552850975495,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,273.825,206.68872139819084,0.7751603146112139,368686349.8601505,18262394.61130491,22.26883017070074,349991206.6670855,8.228306030789753
