,Santa Catarina - IDH,Santa Catarina - value, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Santa Catarina - Desemprego,Santa Catarina - Consumo de Cimento (t),Santa Catarina - Produção de Cimento (t),Santa Catarina - PIB - Estadual,Santa Catarina - PIB - Construção Civil,Santa Catarina - PIB - Per Capita,Santa Catarina - PIB - Preços de Mercado
2010-7,0.8037645703336748,0.3503039452973513,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,8.007198393102247,255.631,67.08739869334785,146738571.52811587,6892907.935944853,20.10590842132791,126321604.85995892
2010-8,0.8038111724064717,0.3520319091851254,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,8.00610800134932,257.961,70.79785499372906,147014735.3830021,6892134.55243739,20.108084924424,126376263.56292585
2010-9,0.8038577744792685,0.3535926200408203,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,8.005017609596395,263.827,74.55375277951607,147290899.23788834,6891361.168929927,20.110261427520093,126430922.26589274
2010-10,0.8039043765520655,0.3551827392631697,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,8.00392721784347,267.393,78.22900837042111,147567063.09277457,6890587.785422465,20.112437930616185,126485580.96885964
2010-11,0.8039509786248624,0.3561823727244844,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8037657062983529,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,8.002836826090546,260.253,82.01446767980674,147843226.9476608,6889814.401915002,20.11461443371228,126540239.67182656
2010-12,0.8039975806976593,0.3571916316097417,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7859094411250622,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,8.00174643433762,228.137,85.27083660920137,148119390.80254704,6889041.0184075385,20.11679093680837,126594898.37479348
2011-1,0.8040441827704562,0.3582107183168699,0.485803381917484,-10517.124472033394,2.035093128055376,0.9418321282514702,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,8.000656042584696,231.765,88.27270697431612,148395554.65743327,6888267.634900075,20.118967439904463,126649557.07776038
2011-2,0.8040611217483391,0.3592400193253629,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9643537751632691,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,7.730621239076671,226.547,91.43247805473462,148643205.1192738,6887037.061975124,20.118810072104136,126691167.0752496
2011-3,0.8040780607262219,0.3604881067516778,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8509315411312844,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,7.460586435568647,282.09,94.71222638967484,148890855.58111438,6885806.489050173,20.11865270430381,126732777.0727388
2011-4,0.8040949997041047,0.3617513299485363,0.4724763218727945,-10225.7655016099,2.095742570726438,0.9119394548460248,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,7.190551632060622,243.255,98.3937309412282,149138506.04295492,6884575.916125222,20.11849533650348,126774387.07022804
2011-5,0.8041119386819876,0.363030054960255,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.981952980012904,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,6.920516828552597,262.534,102.02940447139352,149386156.5047955,6883345.343200271,20.118337968703155,126815997.06771724
2011-6,0.8041288776598705,0.3645244972943534,0.460777089427583,-9975.112230204764,2.095226448555367,0.8370840617867931,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,6.650482025044573,264.38,105.25187508461003,149633806.96663603,6882114.77027532,20.11818060090283,126857607.06520644
2011-7,0.8041458166377533,0.3658265493971896,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.865031119055218,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,6.380447221536548,255.091,108.27835265036246,149881457.42847657,6880884.19735037,20.118023233102495,126899217.06269564
2011-8,0.8041627556156361,0.3669236044520208,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8749809524957644,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,6.110412418028523,251.899,111.12692468594734,150129107.89031714,6879653.624425419,20.11786586530217,126940827.06018488
2011-9,0.804179694593519,0.3682191178126859,0.4606035369977562,-9679.164240091171,2.075344728788324,1.051632929733649,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,5.840377614520499,267.564,113.49692855737638,150376758.35215768,6878423.051500468,20.117708497501845,126982437.05767408
2011-10,0.8041966335714019,0.3699206033374456,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8454056053728413,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,5.570342811012474,277.126,116.39028141090208,150624408.81399825,6877192.4785755165,20.11755112970152,127024047.0551633
2011-11,0.8042135725492847,0.3716233879803591,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,5.30030800750445,276.719,118.53850591402548,150872059.2758388,6875961.905650565,20.11739376190119,127065657.05265252
2011-12,0.8042305115271675,0.3733267711674598,0.4721630104203435,-9986.589161982563,2.076644486808949,0.9509558872325296,0.5250917546367961,193152470.9777836,7812759.248743567,0.5951869340064411,5.030273203996424,248.84,120.16017260321976,151119709.73767936,6874731.332725614,20.117236394100864,127107267.05014172
2012-1,0.8042474505050504,0.3750342740868151,0.4733415062904513,-10404.150759011012,2.0905714352596823,0.7067068004037954,0.5361604483491258,193258203.49791336,7815135.384009959,0.6110671295983301,4.7602384004884,254.813,121.72516945163754,151367360.1995199,6873500.759800663,20.117079026300537,127148877.04763094
2012-2,0.8043325022446688,0.3767496493017994,0.476080947409229,-9928.241624071832,2.1011962123086314,0.7404291834197307,0.547043585265198,193353913.43027985,7816645.273799296,0.5998092162889704,4.795867449164845,263.264,123.94998855956072,151585648.68446904,6870539.898778913,20.115866707100864,127181646.64979692
2012-3,0.8044175539842873,0.3786724724707846,0.4859216468538039,-9880.218215766452,2.117529533577395,0.8195461604428426,0.5760461169470958,193449623.3626464,7818155.163588634,0.5994875672440965,4.83149649784129,291.302,125.6624422359985,151803937.1694182,6867579.037757162,20.11465438790119,127214416.25196294
2012-4,0.8045026057239056,0.3806023020607215,0.495982472496991,-10098.092464217463,2.1289644149802243,0.6810678508344918,0.5748028697718967,193545333.2950128,7819665.053377971,0.6070633278923643,4.867125546517736,246.351,127.07862136064426,152022225.65436733,6864618.176735411,20.11344206870152,127247185.85412896
2012-5,0.804587657463524,0.3827427606874072,0.4931284401808382,-9610.545103294866,2.157948049971086,0.5439273938364722,0.5455839993066408,193641043.2273793,7821174.943167307,0.6337829017520761,4.902754595194181,298.866,128.57760179307124,152240514.1393165,6861657.315713661,20.112229749501843,127279955.45629495
2012-6,0.8046727092031425,0.3851016996437801,0.4947842743091953,-9553.334932170872,2.190346510129612,0.5485345391500699,0.5142239683724931,193736753.15974572,7822684.832956645,0.6091979248637831,4.938383643870626,256.136,129.40909260172143,152458802.62426564,6858696.45469191,20.11101743030217,127312725.05846097
2012-7,0.8047577609427609,0.3872749619819636,0.4943665113324502,-9513.302050841186,2.214523649851895,0.5506897392060969,0.4886763343071003,193832463.09211224,7824194.722745982,0.6098789200190179,4.974012692547071,273.433,130.4575503208896,152677091.10921478,6855735.59367016,20.109805111102496,127345494.66062696
2012-8,0.8048428126823792,0.3896621255877721,0.4915042848216534,-9248.591121065274,2.219844415701115,0.6454078839920825,0.4575820419650054,193928173.0244788,7825704.612535319,0.5983134710296607,5.009641741223516,308.092,131.59099539783648,152895379.59416392,6852774.732648409,20.108592791902822,127378264.26279296
2012-9,0.8049278644219977,0.3918586606163975,0.495333786512332,-8953.98283753283,2.23523857379288,0.7409720966684825,0.4292143004039244,194023882.9568452,7827214.502324657,0.5963880599560772,5.045270789899961,264.483,132.08592887547135,153113668.07911307,6849813.871626658,20.10738047270315,127411033.86495896
2012-10,0.8050129161616161,0.3944763349138582,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6128687011734038,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735,5.080899838576406,304.17,132.52371905818765,153331956.56406224,6846853.010604908,20.106168153503475,127443803.46712495
2012-11,0.8050979679012344,0.397319061355709,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8852303174292789,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005,5.116528887252851,276.773,132.9762944949642,153550245.04901138,6843892.149583157,20.1049558343038,127476573.06929098
2012-12,0.8051830196408529,0.4004034835726728,0.4951952296466009,-8544.01174850321,2.257490310710041,0.6836336087568325,0.4479600832678483,194311012.75394467,7831744.1716926675,0.5956513693421339,5.152157935929297,230.627,133.2230344008129,153768533.53396052,6840931.288561407,20.103743515104128,127509342.671457
2013-1,0.8052680713804713,0.4035302560617121,0.5046931182782365,-8401.94723497529,2.2677230439962424,0.6001335188895731,0.4466402817276171,194406722.6863112,7833254.061482005,0.6113594968254873,5.187786984605742,287.056,134.06755622163297,153986822.01890966,6837970.427539656,20.10253119590445,127542112.273623
2013-2,0.8052977107650579,0.4067000425463007,0.5124255618774355,-7683.858924014924,2.2834910014644234,0.7074393944091001,0.44956565047477,194494304.85081053,7833744.844245157,0.6049217884945463,5.214787647292401,260.528,135.11764119169482,154161420.2206041,6836039.438443871,20.10109332926289,127558487.14865912
2013-3,0.8053273501496445,0.4099135124079526,0.5277338631085374,-7874.357530363,2.30250674180213,0.7231039597573724,0.4689655756860415,194581887.01530987,7834235.627008309,0.6055953327124688,5.241788309979061,265.596,136.0462620137319,154336018.42229855,6834108.449348087,20.099655462621328,127574862.02369528
2013-4,0.8053569895342312,0.4133711737478766,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7189617973484183,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569,5.26878897266572,310.249,136.84547090401878,154510616.62399298,6832177.460252304,20.09821759597977,127591236.8987314
2013-5,0.8053866289188177,0.4170777011723529,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7142694802829325,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531,5.29578963535238,314.468,137.2386113697317,154685214.8256874,6830246.471156519,20.09677972933821,127607611.77376756
2013-6,0.8054162683034043,0.4208337755848447,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6063186036765393,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899,5.322790298039039,259.332,137.58959693325463,154859813.02738184,6828315.482060734,20.09534186269664,127623986.6488037
2013-7,0.805445907687991,0.4242278424887323,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6146829914853935,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006,5.349790960725699,311.726,138.27812245203165,155034411.22907627,6826384.49296495,20.09390399605508,127640361.52383985
2013-8,0.8054755470725776,0.4276646035722332,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7815049760427922,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934,5.376791623412357,290.193,138.42917839550594,155209009.43077073,6824453.503869167,20.09246612941352,127656736.39887598
2013-9,0.8055051864571642,0.4311491137583599,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316,5.403792286099017,296.088,138.43181447704214,155383607.63246515,6822522.514773382,20.091028262771957,127673111.27391212
2013-10,0.8055348258417507,0.4344742157164349,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813,5.430792948785676,326.218,138.3313602538283,155558205.83415958,6820591.525677597,20.08959039613039,127689486.14894828
2013-11,0.8055644652263374,0.4380365343364142,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995,5.457793611472336,305.101,137.8652353322554,155732804.03585404,6818660.536581813,20.08815252948883,127705861.0239844
2013-12,0.8055941046109241,0.441432720996742,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329,5.484794274158995,239.672,137.1764082358344,155907402.23754847,6816729.54748603,20.086714662847267,127722235.89902055
2014-1,0.8056237439955106,0.4446593730340742,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8458265355767571,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775,5.511794936845655,269.494,137.15832499801604,156082000.4392429,6814798.558390245,20.085276796205704,127738610.77405667
2014-2,0.8056141866621461,0.4477129464819775,0.6267255529646644,-3998.777950768382,2.657054580116229,0.8449975925961759,0.5677726853077433,195539057.87683183,7838649.955390375,0.5806989603027664,5.535221617489197,279.023,136.98864712286925,156193049.46180758,6812945.931981492,20.081341701944847,127731874.16854942
2014-3,0.8056046293287816,0.4509979117305525,0.6244938102208978,-3922.007671721373,2.686153730479649,0.9519917340746724,0.5596242995943259,195620407.09336025,7838156.45614092,0.586635485690803,5.558648298132738,291.63650000000007,136.29859059209127,156304098.48437223,6811093.305572738,20.077406607683987,127725137.56304216
2014-4,0.805595071995417,0.4543106757970784,0.6209952829426753,-3994.229497353106,2.7114317753143893,0.7872261937543699,0.5364320176075347,195701756.30988863,7837662.956891467,0.591883402393797,5.58207497877628,304.25,135.55950324075792,156415147.5069369,6809240.679163985,20.07347151342313,127718400.95753488
2014-5,0.8055855146620525,0.4576516630161878,0.6257914627476894,-3354.8084163966905,2.7478086602191683,0.7628605212524775,0.5495264900123437,195783105.52641705,7837169.457642012,0.5752470773836221,5.605501659419822,304.25,134.7764308593025,156526196.5295016,6807388.052755232,20.06953641916227,127711664.3520276
2014-6,0.805575957328688,0.4608130691861629,0.6262539734123189,-3377.357259521218,2.7716833665507616,0.8204530479465566,0.5920559285981742,195864454.74294543,7836675.958392558,0.5716034891312047,5.628928340063364,304.25,133.94678597144136,156637245.55206624,6805535.426346478,20.06560132490141,127704927.74652034
2014-7,0.8055663999953235,0.4637867706053951,0.6313860080878928,-3216.635878446735,2.7882412615797647,0.8622866555215983,0.5985422951333923,195945803.95947385,7836182.459143104,0.5673668679938052,5.652355020706906,304.25,133.08324035507994,156748294.57463092,6803682.799937725,20.061666230640554,127698191.14101309
2014-8,0.805556842661959,0.4671849707813836,0.6429578345522896,-2885.616364724399,2.799745702635436,0.9441698267557116,0.620784457599235,196027153.17600223,7835688.959893649,0.5571115199932906,5.675781701350448,304.25,132.18067426248325,156859343.5971956,6801830.173528972,20.057731136379694,127691454.53550582
2014-9,0.8055472853285945,0.4706038043567634,0.6425793355672005,-2848.963410513361,2.808315116654504,0.859855655660007,0.6235028742448315,196108502.39253065,7835195.460644195,0.5613727046660177,5.69920838199399,304.25,131.23655692152852,156970392.61976025,6799977.547120218,20.05379604211884,127684717.92999856
2014-10,0.80553772799523,0.4740475828004444,0.6392578161601571,-3907.107095676229,2.804908515488413,0.9527685333529272,0.6297128451395438,196189851.609059,7834701.96139474,0.561882595374384,5.722635062637532,304.25,130.26307119652094,157081441.64232492,6798124.920711465,20.049860947857976,127677981.32449128
2014-11,0.8055281706618654,0.4773041388797624,0.6373515694579686,-3227.51837665533,2.795899184623759,0.903484686433327,0.6229666635258632,196271200.8255874,7834208.462145286,0.5609901993899514,5.746061743281073,304.25,129.2607839223761,157192490.6648896,6796272.294302712,20.04592585359712,127671244.718984
2014-12,0.8055186133285009,0.4803650588292329,0.6360469982134822,-1917.4317974494293,2.78399183647624,0.8145209650102684,0.620227626267029,196352550.0421158,7833714.962895832,0.5583468086194056,5.769488423924615,304.25,128.22880557249823,157303539.68745425,6794419.667893958,20.041990759336255,127664508.11347674
2015-1,0.8055090559951364,0.4836295807732443,0.6307582587964796,-2616.8997576320057,2.7629000308796305,1.0536605772588818,0.6247636985731346,196433899.2586442,7833221.463646377,0.5643201849311866,5.7929151045681575,288.2914999999998,127.17073093168716,157414588.71001893,6792567.041485205,20.0380556650754,127657771.50796948
2015-2,0.8056836674036946,0.4866928322979694,0.6147595881948112,-1862.845727482143,2.731373030611945,0.9343924255717088,0.6159498907536554,196510910.34709772,7832032.576236982,0.5578499948925274,5.793409179364693,272.333,126.2505636517174,157505197.13225883,6789866.097782569,20.037107747786447,127664415.26423514
2015-3,0.8058582788122526,0.489345746374534,0.5970521193441455,-1788.67566224678,2.690513480186384,1.0502918609744532,0.6007740589226123,196587921.43555132,7830843.688827586,0.5538281215537108,5.793903254161229,272.333,125.68022912466247,157595805.55449873,6787165.154079934,20.03615983049749,127671059.0205008
2015-4,0.8060328902208107,0.4917831389044643,0.5743851449816068,-1983.071950652572,2.644962597296267,1.1781201483239936,0.5534640279682566,196664932.5240049,7829654.801418191,0.5397104233667973,5.794397328957766,272.333,124.91395789952112,157686413.97673863,6784464.210377298,20.03521191320853,127677702.77676646
2015-5,0.8062075016293688,0.4937915463566396,0.5670526867581346,-1293.4323802746076,2.593045627781998,0.981061434687602,0.5257622894811392,196741943.61245853,7828465.914008795,0.5418486420045491,5.794891403754302,272.333,124.43986171575588,157777022.39897853,6781763.266674662,20.034263995919577,127684346.53303212
2015-6,0.806382113037927,0.4953571350338699,0.5478333106966745,-1067.0845865121862,2.546115295902478,1.0942617674036763,0.4987332763683365,196818954.7009121,7827277.0265994,0.5400657850543165,5.795385478550838,272.333,123.65608839920242,157867630.82121843,6779062.322972026,20.033316078630623,127690990.2892978
2015-7,0.8065567244464851,0.4970821015532378,0.5365873701380962,-977.4173895299176,2.494946044886325,0.8220034096531711,0.4787533394551196,196895965.7893657,7826088.139190003,0.5074060266479925,5.7958795533473735,272.333,123.54254565944042,157958239.24345833,6776361.37926939,20.032368161341665,127697634.04556346
2015-8,0.8067313358550431,0.4987730047994522,0.5273742665657696,-1005.6966908148006,2.438647482980156,1.1021464711143305,0.471500431076438,196972976.8778193,7824899.251780608,0.5018784506026249,5.796373628143909,272.333,123.4755128969094,158048847.66569826,6773660.435566755,20.03142024405271,127704277.80182911
2015-9,0.8069059472636012,0.5002241966612323,0.5254036415611213,-1039.1595055245705,2.375528331843324,0.9550162189144316,0.4754222059965265,197049987.9662729,7823710.364371212,0.4892573432807409,5.796867702940445,272.333,123.2281937759468,158139456.08793816,6770959.491864119,20.03047232676376,127710921.55809478
2015-10,0.8070805586721593,0.5018379738633317,0.5220003499305623,-1243.715598453343,2.3072500360953296,1.155559718430175,0.4476002509116798,197126999.05472648,7822521.476961817,0.4890711871355146,5.797361777736981,272.333,122.56397877621598,158230064.51017806,6768258.548161482,20.0295244094748,127717565.31436044
2015-11,0.8072551700807173,0.5036209077030643,0.5097139584731153,-1329.2467358809024,2.2426446030768825,1.0277227053462428,0.4263937170455484,197204010.14318004,7821332.589552421,0.4860587480427329,5.797855852533518,272.333,122.09154533498192,158320672.93241796,6765557.604458847,20.028576492185845,127724209.07062612
2015-12,0.8074297814892755,0.5049593643023836,0.4963303303387326,-1107.7866583101536,2.1904251534185515,1.1001608888830354,0.4149277811632851,197281021.23163363,7820143.702143026,0.4784691485313357,5.798349927330054,272.333,121.50782104932328,158411281.35465786,6762856.660756212,20.027628574896887,127730852.82689178
2016-1,0.8076043928978336,0.5062558264106621,0.4804030314721972,-3390.8754810096625,2.1483491910676875,1.101655259880485,0.4151945630880473,197358032.3200872,7818954.81473363,0.4806328467484032,5.7988440021265895,257.9580000000001,120.81501839537113,158501889.77689776,6760155.717053575,20.026680657607933,127737496.58315744
2016-2,0.8075559413288778,0.5077169785203884,0.4582345653383405,-2667.741466194896,2.1171823395135774,0.998076311715314,0.3840895451802815,197432600.1003621,7817259.857969137,0.4731333880353363,5.776156735712738,243.583,120.1608961031889,158559746.84417474,6758480.934015892,20.028420084747097,127755269.47806124
2016-3,0.8075074897599219,0.5097578771334171,0.4382653615092318,-2859.062558346457,2.0931033141951554,1.050583032622211,0.3756470321164557,197507167.8806371,7815564.901204644,0.4648157232951847,5.753469469298887,243.583,119.83576590745196,158617603.9114517,6756806.150978208,20.030159511886257,127773042.37296502
2016-4,0.8074590381909661,0.5115693049987817,0.4301790666375651,-3169.352453991868,2.072428815903636,1.0407778297845294,0.3820964756373156,197581735.66091204,7813869.944440151,0.455186748552417,5.730782202885036,243.583,119.51873741534564,158675460.97872868,6755131.367940525,20.03189893902542,127790815.26786882
2016-5,0.8074105866220104,0.5131460117171839,0.4219991438558282,-2883.308840862046,2.0559185514258647,1.10315093973575,0.4050692196787397,197656303.44118696,7812174.9876756575,0.4458664086781032,5.708094936471184,243.583,118.75177251511856,158733318.04600567,6753456.584902841,20.03363836616458,127808588.1627726
2016-6,0.8073621350530545,0.5150948759763878,0.4276360353070148,-2975.6400740144,2.0383289573688583,1.208212978764004,0.4092639692637682,197730871.2214619,7810480.030911164,0.4613892521739088,5.685407670057333,243.583,118.97021913783205,158791175.11328265,6751781.801865157,20.035377793303745,127826361.05767636
2016-7,0.8073136834840987,0.5166108312170047,0.423174444733437,-3206.2407436979347,2.0315258061610644,1.0298165732903195,0.3812478068283722,197805439.0017368,7808785.074146671,0.4322012065217192,5.6627204036434815,243.583,118.83701573306448,158849032.18055964,6750107.018827474,20.03711722044291,127844133.95258015
2016-8,0.8072652319151429,0.518505199800915,0.406476249562938,-3149.757781764285,2.0305724295198666,1.1556768697997215,0.3986499601282697,197880006.78201172,7807090.117382177,0.4225039481243295,5.640033137229631,243.583,118.94043272328574,158906889.2478366,6748432.23578979,20.03885664758207,127861906.84748396
2016-9,0.807216780346187,0.5195525514135585,0.4024664212978491,-3439.0590351732635,2.04589542394608,1.103150436494035,0.4218717050778418,197954574.5622867,7805395.160617684,0.418532365024963,5.61734587081578,243.583,118.74640155484728,158964746.31511357,6746757.452752106,20.040596074721236,127879679.74238774
2016-10,0.8071683287772313,0.5205515054351258,0.405117178149495,-3965.9673132275466,2.0672746138908056,1.1145072852531863,0.4224506608091278,198029142.34256163,7803700.203853191,0.4160254193180028,5.594658604401928,243.583,118.50547535202872,159022603.38239056,6745082.669714422,20.042335501860396,127897452.63729152
2016-11,0.8071198772082755,0.5215005650807315,0.3907469610472366,-2953.9693584836964,2.086506575082691,1.15568180602626,0.3923024529656499,198103710.1228366,7802005.247088698,0.4114160891944031,5.571971337988077,243.583,118.60686785666007,159080460.4496675,6743407.886676738,20.04407492899956,127915225.53219531
2016-12,0.8070714256393197,0.5224025329623839,0.3851019690388544,-2879.5516234189686,2.094478154479812,1.0506184491036612,0.377390938464421,198178277.90311152,7800310.290324205,0.4077513114353103,5.549284071574226,232.03099999999995,118.6322549923452,159138317.5169445,6741733.103639055,20.04581435613872,127932998.42709912
2017-1,0.8070229740703638,0.5230563589651013,0.3803888051781477,-5075.622232112225,2.0938758344390687,0.7810959396630986,0.3569248836113066,198252845.68338645,7798615.333559711,0.4075350767989002,5.526596805160374,220.479,118.80495687554904,159196174.58422148,6740058.320601371,20.04755378327788,127950771.32200287
2017-2,0.8069473905405938,0.5236569054588127,0.3762996326553245,-4201.060854040392,2.101650850838241,0.8250449919080073,0.3681934792243305,198326864.97537887,7796393.517478655,0.3978047684696698,5.517503854064515,211.861,119.1200023029748,159193570.69506532,6741063.524156306,20.047949493277866,127951108.77333628
2017-3,0.8068718070108238,0.5244112742988298,0.3800045315218657,-4604.7344280517855,2.113289173700002,0.8524307741146059,0.3837494708257729,198400884.26737133,7794171.701397599,0.3875997638487952,5.508410902968656,258.76,119.24805207136782,159190966.8059092,6742068.727711242,20.04834520327784,127951446.22466968
2017-4,0.806796223481054,0.525126897317693,0.3821056011581457,-5041.93583143556,2.127631534792117,0.7995101208234832,0.4054428465788985,198474903.55936372,7791949.885316542,0.3886971443037969,5.499317951872796,211.393,119.38170151925976,159188362.91675302,6743073.9312661765,20.048740913277825,127951783.67600304
2017-5,0.806720639951284,0.5258073821832692,0.3779774472025649,-4656.590400431132,2.144624778414481,0.6463345560938362,0.435891393897483,198548922.8513562,7789728.069235486,0.3866356488127153,5.490225000776936,249.531,119.59585955231567,159185759.0275969,6744079.134821111,20.0491366232778,127952121.12733644
2017-6,0.806645056421514,0.5266648482205474,0.3679963198646961,-5068.400972271061,2.162820271284532,1.0790560442164825,0.4573226001100615,198622942.14334863,7787506.25315443,0.388570077523086,5.481132049681077,231.359,119.4352268551026,159183155.13844073,6745084.338376046,20.04953233327778,127952458.57866985
2017-7,0.8065694728917441,0.5277119444080305,0.3728976057660844,-5595.499878102875,2.1827530258841654,0.6368105713319717,0.4758652393700967,198696961.4353411,7785284.437073373,0.3783354712469384,5.472039098585217,265.999,119.99878070114136,159180551.24928457,6746089.541930981,20.04992804327776,127952796.03000322
2017-8,0.8064938893619741,0.5283370432418019,0.366903937105431,-5783.316459502323,2.20699398468004,0.545066944551691,0.4715205842663207,198770980.72733355,7783062.620992317,0.3781503578714068,5.462946147489358,277.169,119.90331611015569,159177947.36012843,6747094.745485917,20.05032375327774,127953133.48133662
2017-9,0.8064183058322041,0.5293485542304212,0.3589351548715466,-6001.730740495946,2.2153275867555475,0.78290954919478,0.4768271180048898,198845000.019326,7780840.8049112605,0.3776661110809737,5.453853196393498,245.824,119.41661821654849,159175343.47097227,6748099.949040852,20.050719463277723,127953470.93267
2017-10,0.8063427223024341,0.5305551737726495,0.3543133490207389,-6454.887704474953,2.232466347059879,0.909681615738396,0.4754272182499585,198919019.3113184,7778618.988830204,0.3778377185871009,5.444760245297639,244.227,119.34972891941788,159172739.58181614,6749105.152595786,20.0511151732777,127953808.3840034
2017-11,0.8062671387726641,0.5315494023422275,0.3527279000225793,-6243.191420924375,2.263185047283645,1.0506140089810427,0.491301237991556,198993038.60331085,7776397.172749148,0.370057443718766,5.43566729420178,263.751,119.49900953458528,159170135.69265997,6750110.356150722,20.05151088327768,127954145.8353368
2017-12,0.8061915552428942,0.5323234532532307,0.3672792049521601,-5909.074373680363,2.284012403287865,0.571256581329347,0.5118095547455561,199067057.8953033,7774175.356668091,0.3656492538346034,5.42657434310592,211.136,119.29826390600576,159167531.80350384,6751115.559705657,20.05190659327766,127954483.28667018
2018-1,0.8061159717131242,0.533085985680799,0.359951630964679,-7507.112082157307,2.294901938999484,0.4677947795212472,0.5005214276758065,199141077.18729573,7771953.540587035,0.3696733376163027,5.41748139201006,219.002,119.4432933520605,159164927.91434768,6752120.763260592,20.05230230327764,127954820.73800357
2018-2,0.8060183654382236,0.5338376215842713,0.3566771125869745,-6365.607522997055,2.2942193420185,0.5842783280443261,0.4906301391980058,199211473.5675211,7769100.068513057,0.3678170211034027,5.411253948088531,234.275,119.78299284097253,159098839.91425124,6752781.881563017,20.05140792687586,127944245.72157048
2018-3,0.8059207591633231,0.5345747775651668,0.3495024706940896,-6480.507442523628,2.2880364237022737,0.5418064917506906,0.5232126003004083,199281869.9477465,7766246.596439078,0.3683207687170368,5.405026504167002,249.92,119.48228052949872,159032751.91415483,6753442.999865443,20.05051355047408,127933670.70513742
2018-4,0.8058231528884225,0.5348771632882637,0.3395277178203111,-5470.865705466022,2.2785452626718063,0.5299240735031111,0.515815979242938,199352266.32797185,7763393.124365101,0.3659433206644214,5.398799060245473,246.326,119.60482164423436,158966663.9140584,6754104.118167869,20.04961917407229,127923095.68870434
2018-5,0.8057255466135219,0.535148752232947,0.3254327923342447,-3673.4527105981465,2.263363965667075,0.5184624540086805,0.52140209156142,199422662.70819715,7760539.652291123,0.3622852915238501,5.392571616323943,198.778,119.97119071013005,158900575.91396198,6754765.236470295,20.048724797670516,127912520.67227128
