,Paraíba - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Paraíba - Produção de Cimento (t),Paraíba - value,Paraíba - IDH,Paraíba - PIB - Estadual,Paraíba - PIB - Construção Civil,Paraíba - PIB - Per Capita,Paraíba - PIB - Preços de Mercado,Paraíba - Consumo de Cimento (t)
2009-5,8.093337911425113,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,165.98957416643248,0.4576829151305345,0.6816682980184147,32562020.41691638,1742408.6304393783,7.407459508674637,27958060.432999395,52.819
2009-6,8.090318265661205,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,166.76103768237974,0.4598049533094629,0.6818730478913021,32627888.067064397,1743585.9265690548,7.410025571661499,27972556.754848395,53.0
2009-7,8.087298619897297,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,166.03455942804013,0.4621284968417966,0.6820777977641895,32693755.71721241,1744763.222698731,7.41259163464836,27987053.076697394,58.296
2009-8,8.084278974133387,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,165.5272641416158,0.4646076228951983,0.682282547637077,32759623.36736042,1745940.518828408,7.41515769763522,28001549.3985464,62.618
2009-9,8.081259328369478,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,166.3845882669731,0.4666789496778004,0.6824872975099644,32825491.017508432,1747117.8149580846,7.417723760622082,28016045.7203954,69.872
2009-10,8.078239682605568,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,167.14754760040685,0.4686802397620883,0.6826920473828519,32891358.667656448,1748295.1110877611,7.420289823608943,28030542.0422444,68.203
2009-11,8.07522003684166,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,167.97988306518403,0.470833689755332,0.6828967972557394,32957226.31780446,1749472.407217438,7.422855886595804,28045038.3640934,67.34
2009-12,8.07220039107775,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,169.0121598981426,0.4730532965911748,0.6831015471286268,33023093.967952475,1750649.7033471144,7.425421949582666,28059534.6859424,70.178
2010-1,8.069180745313842,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,170.39869353757837,0.4752587263070496,0.6833062970015142,33088961.618100487,1751826.999476791,7.427988012569527,28074031.0077914,66.691
2010-2,8.068081393772445,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,170.7920887657495,0.4773917044751755,0.6834760726767626,33151589.380432,1752157.4506708854,7.430528376113314,28087567.3946174,62.169
2010-3,8.06698204223105,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,172.067749161623,0.4797058851762419,0.6836458483520109,33214217.14276351,1752487.9018649796,7.433068739657103,28101103.78144341,73.989
2010-4,8.065882690689653,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,172.11964940739875,0.4818725572127756,0.6838156240272593,33276844.905095022,1752818.353059074,7.435609103200891,28114640.16826941,66.595
2010-5,8.064783339148256,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,172.8782276931321,0.483919344481871,0.6839853997025076,33339472.66742653,1753148.8042531684,7.438149466744679,28128176.555095423,67.561
2010-6,8.06368398760686,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,172.79584469663723,0.4860660661850293,0.6841551753777559,33402100.42975805,1753479.255447263,7.440689830288467,28141712.941921428,65.345
2010-7,8.062584636065463,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,173.80236949372306,0.4884975144137375,0.6843249510530043,33464728.19208956,1753809.7066413572,7.443230193832255,28155249.32874744,73.299
2010-8,8.061485284524068,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,174.90840574408222,0.4909261059007574,0.6844947267282526,33527355.95442107,1754140.1578354514,7.445770557376043,28168785.71557344,72.335
