,Mato Grosso Do Sul - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Mato Grosso do Sul - IDH,Mato Grosso Do Sul - Produção de Cimento (t),Mato Grosso do Sul - Desemprego,Mato Grosso do Sul - value,Mato Grosso do Sul - PIB - Estadual,Mato Grosso do Sul - PIB - Construção Civil,Mato Grosso do Sul - PIB - Per Capita,Mato Grosso do Sul - PIB - Preços de Mercado
2013-4,83.545,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7189617973484183,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569,0.7516292749929855,78.1011963911581,6.813362030017855,0.3576194523131853,54756810.44486824,2278068.580811188,16.9517622089671,42460005.612986565
2013-5,93.401,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7142694802829325,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531,0.7516879775439582,78.00817728858148,6.842692145499803,0.3584453696690547,54832569.62106034,2277926.919657292,16.955487195256996,42476999.811198376
2013-6,79.391,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6063186036765393,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899,0.7517466800949308,77.68033360460439,6.872022260981751,0.3592454282655427,54908328.79725245,2277785.258503396,16.959212181546892,42493994.00941019
2013-7,89.84,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6146829914853935,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006,0.7518053826459036,77.44902134687455,6.9013523764637,0.3599830990438911,54984087.97344455,2277643.5973495003,16.96293716783679,42510988.207622
2013-8,96.235,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7815049760427922,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934,0.7518640851968763,77.2640681331818,6.930682491945648,0.3604083749007205,55059847.149636656,2277501.936195604,16.966662154126688,42527982.40583381
2013-9,92.47,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316,0.7519227877478489,76.96049510434224,6.960012607427596,0.3606579150715064,55135606.32582876,2277360.2750417083,16.970387140416584,42544976.60404562
2013-10,89.776,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813,0.7519814902988217,76.57822882110565,6.989342722909544,0.3609581986756137,55211365.50202087,2277218.6138878125,16.97411212670648,42561970.80225743
2013-11,90.52,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995,0.7520401928497944,76.16549875855763,7.018672838391492,0.3613043451729591,55287124.67821298,2277076.952733916,16.977837112996376,42578965.00046925
2013-12,74.481,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329,0.752098895400767,75.76002130678006,7.04800295387344,0.3614745076497456,55362883.85440508,2276935.2915800205,16.981562099286272,42595959.19868106
2014-1,82.582,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8458265355767571,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775,0.7521575979517398,75.56732685622448,7.077333069355388,0.3616241698909035,55438643.03059719,2276793.6304261247,16.985287085576168,42612953.39689288
2014-2,84.582,0.6267255529646644,-3998.777950768382,2.657054580116229,0.8449975925961759,0.5677726853077433,195539057.87683183,7838649.955390375,0.5806989603027664,0.7522073034930713,75.54613002846389,7.100685331270185,0.3617308991684643,55491630.59300884,2275962.09167349,16.986013545891662,42620376.180194825
2014-3,111.54099999999973,0.6244938102208978,-3922.007671721373,2.686153730479649,0.9519917340746724,0.5596242995943259,195620407.09336025,7838156.45614092,0.586635485690803,0.7522570090344028,75.20349078467679,7.1240375931849815,0.3617733486536998,55544618.15542048,2275130.552920856,16.986740006207157,42627798.96349677
2014-4,138.5,0.6209952829426753,-3994.229497353106,2.7114317753143893,0.7872261937543699,0.5364320176075347,195701756.30988863,7837662.956891467,0.591883402393797,0.7523067145757343,74.85399915062328,7.147389855099778,0.3619535726410144,55597605.71783213,2274299.014168221,16.98746646652265,42635221.74679872
2014-5,138.5,0.6257914627476894,-3354.8084163966905,2.7478086602191683,0.7628605212524775,0.5495264900123437,195783105.52641705,7837169.457642012,0.5752470773836221,0.7523564201170658,74.50130085518077,7.170742117014575,0.3619478680080294,55650593.28024378,2273467.4754155865,16.988192926838146,42642644.530100666
2014-6,138.5,0.6262539734123189,-3377.357259521218,2.7716833665507616,0.8204530479465566,0.5920559285981742,195864454.74294543,7836675.958392558,0.5716034891312047,0.7524061256583974,74.14322278615865,7.194094378929371,0.3619240476091092,55703580.84265543,2272635.936662952,16.98891938715364,42650067.313402615
2014-7,138.5,0.6313860080878928,-3216.635878446735,2.7882412615797647,0.8622866555215983,0.5985422951333923,195945803.95947385,7836182.459143104,0.5673668679938052,0.7524558311997289,73.78374166290025,7.217446640844168,0.3615552177301082,55756568.40506707,2271804.3979103174,16.989645847469134,42657490.096704565
2014-8,138.5,0.6429578345522896,-2885.616364724399,2.799745702635436,0.9441698267557116,0.620784457599235,196027153.17600223,7835688.959893649,0.5571115199932906,0.7525055367410605,73.41533200738087,7.240798902758964,0.3610339929124587,55809555.96747872,2270972.859157683,16.99037230778463,42664912.880006514
2014-9,138.5,0.6425793355672005,-2848.963410513361,2.808315116654504,0.859855655660007,0.6235028742448315,196108502.39253065,7835195.460644195,0.5613727046660177,0.752555242282392,73.04359858232955,7.264151164673761,0.3602714899122795,55862543.52989037,2270141.3204050483,16.991098768100123,42672335.663308464
2014-10,138.5,0.6392578161601571,-3907.107095676229,2.804908515488413,0.9527685333529272,0.6297128451395438,196189851.609059,7834701.96139474,0.561882595374384,0.7526049478237236,72.67111243784993,7.287503426588557,0.3593248922268294,55915531.09230202,2269309.781652414,16.991825228415617,42679758.446610406
2014-11,138.5,0.6373515694579686,-3227.51837665533,2.795899184623759,0.903484686433327,0.6229666635258632,196271200.8255874,7834208.462145286,0.5609901993899514,0.752654653365055,72.29632958699406,7.310855688503354,0.358262408279779,55968518.65471367,2268478.242899779,16.992551688731112,42687181.22991236
2014-12,138.5,0.6360469982134822,-1917.4317974494293,2.78399183647624,0.8145209650102684,0.620227626267029,196352550.0421158,7833714.962895832,0.5583468086194056,0.7527043589063865,71.91902168777362,7.3342079504181505,0.3569765087668075,56021506.21712531,2267646.7041471447,16.993278149046606,42694604.01321431
2015-1,132.33299999999997,0.6307582587964796,-2616.8997576320057,2.7629000308796305,1.0536605772588818,0.6247636985731346,196433899.2586442,7833221.463646377,0.5643201849311866,0.7527540644477181,71.53870236768186,7.357560212332947,0.3554219576982696,56074493.77953696,2266815.16539451,16.9940046093621,42702026.796516255
2015-2,126.166,0.6147595881948112,-1862.845727482143,2.731373030611945,0.9343924255717088,0.6159498907536554,196510910.34709772,7832032.576236982,0.5578499948925274,0.753035153945778,70.84490321554213,7.355506323504575,0.3537974949509101,56115562.76106852,2265553.442721248,16.995648664803177,42709941.53137567
2015-3,126.166,0.5970521193441455,-1788.67566224678,2.690513480186384,1.0502918609744532,0.6007740589226123,196587921.43555132,7830843.688827586,0.5538281215537108,0.7533162434438381,70.45037465171765,7.353452434676203,0.3523483995411821,56156631.74260008,2264291.7200479857,16.99729272024425,42717856.26623508
2015-4,126.166,0.5743851449816068,-1983.071950652572,2.644962597296267,1.1781201483239936,0.5534640279682566,196664932.5240049,7829654.801418191,0.5397104233667973,0.753597332941898,69.69184545748332,7.351398545847832,0.3506702644643278,56197700.72413164,2263029.997374724,16.998936775685323,42725771.00109449
2015-5,126.166,0.5670526867581346,-1293.4323802746076,2.593045627781998,0.981061434687602,0.5257622894811392,196741943.61245853,7828465.914008795,0.5418486420045491,0.7538784224399581,69.24147503026549,7.34934465701946,0.3486998728755757,56238769.70566319,2261768.2747014617,17.0005808311264,42733685.73595391
2015-6,126.166,0.5478333106966745,-1067.0845865121862,2.546115295902478,1.0942617674036763,0.4987332763683365,196818954.7009121,7827277.0265994,0.5400657850543165,0.754159511938018,68.77532075677216,7.347290768191089,0.346647923961423,56279838.68719475,2260506.552028199,17.002224886567475,42741600.47081331
2015-7,126.166,0.5365873701380962,-977.4173895299176,2.494946044886325,0.8220034096531711,0.4787533394551196,196895965.7893657,7826088.139190003,0.5074060266479925,0.754440601436078,68.30317938669978,7.345236879362717,0.3442316483633796,56320907.66872631,2259244.829354937,17.00386894200855,42749515.205672726
2015-8,126.166,0.5273742665657696,-1005.6966908148006,2.438647482980156,1.1021464711143305,0.471500431076438,196972976.8778193,7824899.251780608,0.5018784506026249,0.754721690934138,67.87587707264373,7.343182990534345,0.3416857003903081,56361976.65025786,2257983.106681675,17.00551299744962,42757429.94053214
2015-9,126.166,0.5254036415611213,-1039.1595055245705,2.375528331843324,0.9550162189144316,0.4754222059965265,197049987.9662729,7823710.364371212,0.4892573432807409,0.7550027804321979,67.53291340668524,7.341129101705973,0.3394260539717282,56403045.63178942,2256721.3840084127,17.007157052890697,42765344.67539155
2015-10,126.166,0.5220003499305623,-1243.715598453343,2.3072500360953296,1.155559718430175,0.4476002509116798,197126999.05472648,7822521.476961817,0.4890711871355146,0.755283869930258,66.84671611256395,7.339075212877601,0.3374335670105083,56444114.61332098,2255459.6613351507,17.008801108331774,42773259.41025096
2015-11,126.166,0.5097139584731153,-1329.2467358809024,2.2426446030768825,1.0277227053462428,0.4263937170455484,197204010.14318004,7821332.589552421,0.4860587480427329,0.7555649594283179,66.1930700806112,7.33702132404923,0.3353942888132612,56485183.59485254,2254197.9386618887,17.010445163772847,42781174.145110376
2015-12,126.166,0.4963303303387326,-1107.7866583101536,2.1904251534185515,1.1001608888830354,0.4149277811632851,197281021.23163363,7820143.702143026,0.4784691485313357,0.755846048926378,65.39699602595924,7.334967435220858,0.3332369407242878,56526252.57638409,2252936.2159886262,17.01208921921392,42789088.87996978
2016-1,114.91299999999978,0.4804030314721972,-3390.8754810096625,2.1483491910676875,1.101655259880485,0.4151945630880473,197358032.3200872,7818954.81473363,0.4806328467484032,0.7561271384244379,64.46907189486376,7.332913546392486,0.3311096434400948,56567321.55791565,2251674.493315364,17.013733274654996,42797003.6148292
2016-2,103.66,0.4582345653383405,-2667.741466194896,2.1171823395135774,0.998076311715314,0.3840895451802815,197432600.1003621,7817259.857969137,0.4731333880353363,0.7561129500791685,63.57993782859693,7.306238579469928,0.3290991429002823,56582125.37333114,2250447.9084105054,17.01388259360325,42798793.1035145
2016-3,103.66,0.4382653615092318,-2859.062558346457,2.0931033141951554,1.050583032622211,0.3756470321164557,197507167.8806371,7815564.901204644,0.4648157232951847,0.7560987617338991,62.82990591781248,7.27956361254737,0.3274535968539929,56596929.18874663,2249221.3235056465,17.014031912551506,42800582.5921998
2016-4,103.66,0.4301790666375651,-3169.352453991868,2.072428815903636,1.0407778297845294,0.3820964756373156,197581735.66091204,7813869.944440151,0.455186748552417,0.7560845733886297,62.3999668680514,7.252888645624811,0.3258144182458356,56611733.00416212,2247994.738600788,17.014181231499762,42802372.08088511
2016-5,103.66,0.4219991438558282,-2883.308840862046,2.0559185514258647,1.10315093973575,0.4050692196787397,197656303.44118696,7812174.9876756575,0.4458664086781032,0.7560703850433603,61.82036445995226,7.226213678702252,0.3239748436663422,56626536.81957761,2246768.1536959293,17.014330550448015,42804161.56957041
