,Amazonas - Consumo de Cimento (t),Amazonas - IDH,Amazonas - value,Amazonas - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Amazonas - Produção de Cimento (t),Amazonas - PIB - Estadual,Amazonas - PIB - Construção Civil,Amazonas - PIB - Per Capita,Amazonas - PIB - Preços de Mercado
2005-2,56.005,0.6993648577248498,0.3617638196347246,8.520022369359578,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,52.46155984646497,48881800.87868676,2541705.3258962627,12.511353194720137,43503490.96266485
2005-3,39.376,0.6994888249649114,0.3634092606926692,8.513318150049322,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,52.71738361099252,48927349.05301493,2543159.5285287844,12.511400252175758,43510344.74992739
2005-4,59.327,0.6996127922049731,0.3654929987289133,8.506613930739066,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,52.94356885824285,48972897.22734312,2544613.731161306,12.511447309631382,43517198.53718993
2005-5,40.816,0.6997367594450348,0.367201204309007,8.49990971142881,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,52.88120030587437,49018445.401671305,2546067.933793828,12.511494367087003,43524052.32445247
2005-6,58.167,0.6998607266850964,0.3689361415148868,8.493205492118554,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,52.97025632210641,49063993.57599948,2547522.1364263496,12.51154142454263,43530906.11171501
2005-7,46.075,0.699984693925158,0.3707001773067511,8.486501272808297,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,53.24465974003024,49109541.75032767,2548976.3390588714,12.511588481998253,43537759.89897755
2005-8,61.321,0.7001086611652197,0.3731121885803515,8.479797053498041,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,53.37416619018295,49155089.924655855,2550430.541691393,12.511635539453875,43544613.68624009
2005-9,49.763,0.7002326284052813,0.375566495485987,8.473092834187785,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,53.552634506665306,49200638.09898403,2551884.744323915,12.511682596909502,43551467.47350264
2005-10,59.29,0.700356595645343,0.3786777484466938,8.466388614877529,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,53.60639933177098,49246186.27331222,2553338.9469564366,12.511729654365125,43558321.26076517
2005-11,58.858,0.7004805628854047,0.3810115392267521,8.459684395567272,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,53.71508312689681,49291734.4476404,2554793.1495889584,12.51177671182075,43565175.04802772
2005-12,44.592,0.7006045301254663,0.3835775086738632,8.452980176257016,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,53.91299370501356,49337282.62196858,2556247.35222148,12.511823769276372,43572028.83529025
2006-1,51.658,0.700728497365528,0.3857608542500048,8.44627595694676,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,53.930569691754,49382830.79629677,2557701.554854002,12.511870826731997,43578882.6225528
2006-2,47.766,0.7008426884623926,0.3879500724488854,8.445286910719794,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,54.03313702516262,49418184.08704109,2559041.3665855504,12.509630862875706,43576184.80057915
2006-3,63.752,0.7009568795592571,0.390141163008895,8.444297864492828,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,54.26093988954305,49453537.37778541,2560381.178317099,12.507390899019418,43573486.97860551
2006-4,39.106,0.7010710706561217,0.392742270623226,8.443308818265862,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,54.28456081342681,49488890.66852972,2561720.990048647,12.505150935163128,43570789.156631865
2006-5,56.476,0.7011852617529863,0.3949453636479354,8.442319772038896,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,54.666192368410215,49524243.95927404,2563060.8017801954,12.50291097130684,43568091.33465822
2006-6,41.108,0.701299452849851,0.3971588926067911,8.44133072581193,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,55.07511058031466,49559597.25001836,2564400.613511744,12.50067100745055,43565393.512684576
2006-7,59.763,0.7014136439467156,0.399379144481948,8.440341679584964,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,55.59711993162627,49594950.54076268,2565740.4252432925,12.49843104359426,43562695.69071093
2006-8,63.997,0.7015278350435801,0.4022186466485609,8.439352633358,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,55.82316174715545,49630303.831507,2567080.236974841,12.49619107973797,43559997.86873728
2006-9,56.749,0.7016420261404447,0.405086427586524,8.438363587131034,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,56.06179625279747,49665657.12225132,2568420.048706389,12.49395111588168,43557300.04676364
2006-10,50.074,0.7017562172373093,0.4079750369071067,8.437374540904068,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,56.45357023814648,49701010.41299564,2569759.860437938,12.491711152025392,43554602.22478999
2006-11,58.841,0.7018704083341738,0.4110891061653925,8.436385494677102,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,57.02621716197198,49736363.70373995,2571099.672169486,12.489471188169102,43551904.40281635
2006-12,36.857,0.7019845994310384,0.4141336446403317,8.435396448450136,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,57.37615214720427,49771716.99448427,2572439.4839010346,12.487231224312811,43549206.5808427
2007-1,57.622,0.702098790527903,0.4171053841111304,8.43440740222317,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,57.39796293145489,49807070.28522859,2573779.295632583,12.484991260456525,43546508.75886906
2007-2,51.061,0.7022035291883876,0.4201047977495373,8.43128061887538,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,57.35300808822876,49837505.11294495,2573364.7397459294,12.482967496364322,43542281.85927479
2007-3,57.695,0.702308267848872,0.4232342054661662,8.428153835527592,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,57.53967029724435,49867939.94066131,2572950.183859276,12.480943732272122,43538054.95968052
2007-4,55.162,0.7024130065093566,0.4262918574003192,8.425027052179802,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,57.34061492349439,49898374.76837767,2572535.6279726224,12.47891996817992,43533828.06008625
2007-5,41.137,0.702517745169841,0.4293693851283071,8.421900268832012,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,57.69310565951992,49928809.59609403,2572121.0720859687,12.47689620408772,43529601.16049198
2007-6,62.169,0.7026224838303256,0.432474858206252,8.418773485484223,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,57.7766139320433,49959244.42381039,2571706.516199315,12.47487243999552,43525374.26089771
2007-7,59.404,0.7027272224908101,0.4356083014040349,8.415646702136433,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,57.79280490367467,49989679.25152674,2571291.9603126617,12.472848675903318,43521147.36130344
2007-8,64.462,0.7028319611512945,0.4389737733243877,8.412519918788643,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,57.801440519259245,50020114.07924311,2570877.404426008,12.470824911811118,43516920.46170917
2007-9,57.133,0.7029366998117791,0.4418484995436537,8.409393135440855,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,57.49560938311794,50050548.90695947,2570462.8485393543,12.468801147718915,43512693.562114894
2007-10,53.736,0.7030414384722635,0.4450379281978918,8.406266352093064,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,57.69385376835168,50080983.73467583,2570048.292652701,12.466777383626717,43508466.66252063
2007-11,54.047,0.7031461771327481,0.4476167073764877,8.403139568745274,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,57.91547528746556,50111418.56239219,2569633.736766047,12.464753619534516,43504239.76292636
2007-12,53.303,0.7032509157932325,0.4500984455019925,8.400012785397486,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,58.004646556048606,50141853.39010855,2569219.1808793936,12.462729855442316,43500012.863332085
2008-1,77.287,0.7033556544537171,0.4524764238046074,8.396886002049696,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,58.06308845096768,50172288.217824906,2568804.62499274,12.460706091350117,43495785.963737816
2008-2,42.181,0.7034512643846385,0.4548583742036809,8.398867115384386,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,58.06189495625777,50197439.40033639,2569315.0611380907,12.458474403418649,43492416.07845311
2008-3,56.733,0.7035468743155598,0.4573462987292889,8.400848228719076,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,58.23774715893317,50222590.582847886,2569825.497283441,12.456242715487177,43489046.1931684
2008-4,63.01,0.7036424842464812,0.4599423219072562,8.402829342053765,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,58.16817179708399,50247741.76535937,2570335.933428792,12.454011027555708,43485676.307883695
2008-5,61.179,0.7037380941774026,0.4621300780559099,8.404810455388455,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,58.19624549062801,50272892.94787087,2570846.369574142,12.45177933962424,43482306.42259899
2008-6,46.974,0.703833704108324,0.4646236436560725,8.406791568723145,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,58.05471596251,50298044.13038235,2571356.805719493,12.44954765169277,43478936.53731428
2008-7,72.652,0.7039293140392455,0.4671229242897313,8.408772682057837,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,57.889054847860926,50323195.31289384,2571867.2418648438,12.447315963761302,43475566.65202957
2008-8,66.121,0.7040249239701669,0.4701381034694821,8.410753795392527,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,57.68323719309021,50348346.49540533,2572377.678010194,12.445084275829831,43472196.76674486
2008-9,87.346,0.7041205339010883,0.4727487046290927,8.412734908727217,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,57.50364689606847,50373497.67791682,2572888.114155545,12.442852587898363,43468826.88146015
2008-10,56.694,0.7042161438320097,0.4755581388544512,8.414716022061906,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,57.52497037858421,50398648.86042831,2573398.5503008952,12.440620899966897,43465456.996175446
2008-11,71.614,0.7043117537629311,0.4785700388941929,8.416697135396596,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,57.73754997328701,50423800.0429398,2573908.986446246,12.438389212035426,43462087.11089074
2008-12,67.442,0.7044073636938525,0.4813757722151889,8.418678248731286,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,57.80886288780366,50448951.22545129,2574419.4225915964,12.436157524103956,43458717.22560603
2009-1,57.07,0.7045029736247739,0.4840337748187574,8.420659362065976,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,57.96995902536691,50474102.40796278,2574929.858736947,12.433925836172488,43455347.340321325
2009-2,54.492,0.7045897785329491,0.4866649664658519,8.418027531163485,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,58.3067956803447,50575683.10825856,2574436.210274145,12.435914130167022,43483670.76136425
2009-3,58.917,0.7046765834411245,0.4892886433784297,8.415395700260994,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,58.71526073324503,50677263.80855434,2573942.5618113438,12.437902424161557,43511994.18240718
2009-4,57.781,0.7047633883492997,0.4918407747643942,8.412763869358503,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,58.85774217071442,50778844.50885012,2573448.913348541,12.43989071815609,43540317.603450105
2009-5,59.29,0.704850193257475,0.4945254465473345,8.410132038456013,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,59.24274476759647,50880425.2091459,2572955.264885739,12.441879012150622,43568641.02449303
2009-6,58.25,0.7049369981656504,0.4972021008620086,8.407500207553522,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,59.17151291265925,50982005.90944169,2572461.6164229373,12.443867306145156,43596964.44553596
2009-7,61.63,0.7050238030738256,0.4998291874468199,8.40486837665103,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,59.69600064695755,51083586.60973747,2571967.967960135,12.44585560013969,43625287.86657888
2009-8,61.355,0.7051106079820009,0.502486756549734,8.40223654574854,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,60.00700464171841,51185167.31003325,2571474.319497333,12.447843894134223,43653611.2876218
2009-9,63.019,0.7051974128901762,0.5049257970237205,8.399604714846049,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,60.21097533809514,51286748.01032903,2570980.671034531,12.449832188128758,43681934.70866473
2009-10,83.067,0.7052842177983515,0.5074579867682117,8.396972883943558,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,60.84567668411508,51388328.710624814,2570487.022571729,12.45182048212329,43710258.12970766
2009-11,63.231,0.7053710227065267,0.5100992124533203,8.394341053041067,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,60.923856743620455,51489909.41092059,2569993.374108927,12.453808776117825,43738581.55075058
2009-12,66.15,0.7054578276147021,0.5127417125569291,8.391709222138577,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,61.27898697741952,51591490.11121637,2569499.725646125,12.455797070112355,43766904.97179351
2010-1,61.815,0.7055446325228774,0.5152854527009075,8.389077391236086,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,61.52560616969241,51693070.81151216,2569006.077183323,12.457785364106892,43795228.39283644
2010-2,49.654,0.7056229561151235,0.517934616555934,8.388030924236382,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,61.74620857211536,51779228.278678186,2567086.969194734,12.45805112194919,43811342.73596497
2010-3,72.659,0.7057012797073696,0.5205892337467963,8.386984457236679,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,62.15160272754103,51865385.745844215,2565167.861206145,12.458316879791488,43827457.07909351
2010-4,64.381,0.7057796032996159,0.5231697018083781,8.385937990236975,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,61.93178345343098,51951543.21301024,2563248.753217556,12.458582637633786,43843571.42222205
2010-5,63.81,0.705857926891862,0.5256478116022786,8.384891523237272,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,62.38287756886664,52037700.68017627,2561329.6452289666,12.458848395476082,43859685.76535058
2010-6,63.905,0.7059362504841081,0.5281318469807759,8.383845056237568,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,62.45193128474906,52123858.1473423,2559410.537240377,12.45911415331838,43875800.10847911
2010-7,64.854,0.7060145740763544,0.5307177286812801,8.382798589237865,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,62.84730302601924,52210015.61450833,2557491.429251788,12.459379911160678,43891914.45160765
2010-8,62.407,0.7060928976686005,0.5340563981586586,8.38175212223816,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,63.16010400924697,52296173.08167436,2555572.321263199,12.459645669002976,43908028.79473619
2010-9,70.814,0.7061712212608466,0.5359322817237437,8.380705655238456,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,63.44263190345425,52382330.54884039,2553653.2132746098,12.459911426845274,43924143.13786472
2010-10,70.916,0.7062495448530928,0.537589089419553,8.379659188238753,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,63.72432547503355,52468488.01600642,2551734.105286021,12.46017718468757,43940257.480993256
