,Rio Grande do Sul - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Rio Grande Do Sul - Produção de Cimento (t),Rio Grande Do Sul - Consumo de Cimento (t),Rio Grande do Sul - PIB - Estadual,Rio Grande do Sul - PIB - Construção Civil,Rio Grande do Sul - PIB - Per Capita,Rio Grande do Sul - PIB - Preços de Mercado,Rio Grande do Sul - value,Rio Grande do Sul - IDH
2003-11,8.133139466198141,0.6315074373857803,-6097.745583517717,7.313008932848318,1.7470011225975584,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,128.0482211026909,166.277,208914022.9750912,8959091.65593015,18.2502968871269,196620898.43117124,0.3871341875424984,0.7760883233143782
2003-12,8.12722613033824,0.6292469617617195,-6082.10009002275,7.034262103245153,1.9418352636981289,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,128.31827665824642,156.573,209142477.7107426,8964287.846446883,18.2546313893982,196676741.9847456,0.3858042115140985,0.7761330462144584
2004-1,8.121312794478339,0.6279521987366027,-6360.043009879893,6.775421109777445,1.2887103771069537,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,128.21089827986808,174.261,209370932.446394,8969484.036963617,18.258965891669504,196732585.5383199,0.384143947421125,0.7761777691145388
2004-2,8.119277988321693,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2447554117031494,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,127.7730561746049,164.909,209585207.1351995,8973657.069863819,18.26372839256812,196785610.8946397,0.3831918697978746,0.7762244794016273
2004-3,8.117243182165048,0.6110282002564377,-6382.974247910342,6.304693993612522,1.2465540316260806,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,128.13544078998953,202.662,209799481.82400495,8977830.102764018,18.26849089346674,196838636.25095952,0.3821422068411372,0.7762711896887159
2004-4,8.115208376008402,0.602215193421453,-6659.524121320398,6.092845857236326,1.2127250214234362,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,127.49931578998954,174.149,210013756.51281047,8982003.135664219,18.273253394365355,196891661.60727936,0.3809929211840782,0.7763178999758044
2004-5,8.113173569851757,0.5930166849467975,-6639.092352241397,5.906435456003245,1.2817627267622196,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,127.56419383877002,159.955,210228031.201616,8986176.168564418,18.278015895263973,196944686.9635992,0.3801584430044666,0.7763646102628928
2004-6,8.111138763695111,0.574475450988554,-6748.885395968077,5.749095649630231,1.4699831580623657,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,127.70483669591286,180.711,210442305.89042145,8990349.20146462,18.28277839616259,196997712.319919,0.3821483905325621,0.7764113205499814
2004-7,8.109103957538466,0.5593363966337657,-6784.497815846861,5.627047610968012,1.277476010520013,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,127.50241809126167,181.807,210656580.5792269,8994522.234364819,18.28754089706121,197050737.6762388,0.3818694900778515,0.7764580308370699
2004-8,8.107069151381818,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,127.43669081853444,186.124,210870855.26803243,8998695.26726502,18.292303397959827,197103763.03255865,0.3815247059409003,0.7765047411241583
2004-9,8.105034345225173,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,127.01520192964554,162.687,211085129.95683792,9002868.300165221,18.297065898858445,197156788.38887843,0.380292507492365,0.7765514514112469
2004-10,8.102999539068527,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,127.41724540790644,179.883,211299404.6456434,9007041.33306542,18.301828399757063,197209813.74519825,0.3791839322695499,0.7765981616983354
2004-11,8.100964732911882,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,127.11567093982131,172.935,211513679.3344489,9011214.365965622,18.30659090065568,197262839.1015181,0.3786187732637076,0.7766448719854239
2004-12,8.098929926755236,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,127.23794177315465,176.633,211727954.0232544,9015387.39886582,18.311353401554296,197315864.4578379,0.378625848546166,0.7766915822725124
2005-1,8.09689512059859,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,126.74977850784852,168.412,211942228.7120599,9019560.431766022,18.316115902452918,197368889.8141577,0.3784062970586852,0.7767382925596009
2005-2,8.08976997697885,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,126.2520425590291,153.593,212156115.44026428,9025107.20083618,18.323005103592724,197440816.56161296,0.3783477309371086,0.7767871736426222
2005-3,8.082644833359108,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,126.33720367875812,166.196,212370002.16846865,9030653.969906336,18.32989430473253,197512743.30906817,0.3783035735653606,0.7768360547256434
2005-4,8.075519689739368,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,126.28898411083227,150.226,212583888.89667305,9036200.738976492,18.33678350587234,197584670.0565234,0.3783730839440964,0.7768849358086647
