, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Pernambuco - value,Pernambuco - Produção de Cimento (t),Pernambuco - Consumo de Cimento (t),Pernambuco - PIB - Estadual,Pernambuco - PIB - Construção Civil,Pernambuco - PIB - Per Capita,Pernambuco - PIB - Preços de Mercado,Pernambuco - IDH,Pernambuco - Desemprego
2009-7,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,0.3090638442140948,67.0251662899019,161.457,89783708.95448014,5818309.309465013,8.884067560526127,78234479.50510658,0.7080382525017277,8.060239803148416
2009-8,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,0.3107202237105886,68.71781138354835,161.217,89980634.31566732,5819669.301678505,8.888371359808277,78289586.53482327,0.708201829688477,8.0572309898675
2009-9,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,0.3121577466555824,69.55642973063303,169.015,90177559.67685448,5821029.293891997,8.892675159090427,78344693.56453997,0.7083654068752262,8.054222176586585
2009-10,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,0.3136831292673124,69.84050262298211,176.694,90374485.03804168,5822389.286105488,8.896978958372575,78399800.59425667,0.7085289840619755,8.051213363305669
2009-11,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,0.3153574134062133,70.81841920897486,177.916,90571410.39922886,5823749.27831898,8.901282757654725,78454907.62397335,0.7086925612487247,8.048204550024753
2009-12,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,0.3165027209844819,71.57397516817637,171.02,90768335.76041605,5825109.270532472,8.905586556936875,78510014.65369004,0.708856138435474,8.045195736743837
2010-1,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,0.3177547406796577,72.61180253865545,171.6,90965261.12160322,5826469.262745963,8.909890356219025,78565121.68340674,0.7090197156222232,8.042186923462921
2010-2,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,0.3188882307163983,73.61568577929259,152.381,91136344.85347116,5823655.261696033,8.91220831632596,78599147.60291243,0.709159183211388,8.041078181901923
2010-3,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,0.3198185729732271,75.33621712326332,195.572,91307428.58533908,5820841.260646103,8.914526276432895,78633173.52241811,0.7092986508005529,8.039969440340926
2010-4,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,0.3209491544727652,76.81768192880183,171.479,91478512.317207,5818027.259596173,8.91684423653983,78667199.4419238,0.7094381183897177,8.038860698779928
2010-5,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,0.3220793264290797,78.21551206998305,174.31,91649596.04907492,5815213.258546243,8.919162196646765,78701225.36142948,0.7095775859788825,8.037751957218932
2010-6,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,0.3232084119584177,78.98749802581443,175.701,91820679.78094284,5812399.257496313,8.9214801567537,78735251.28093517,0.7097170535680474,8.036643215657934
2010-7,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,0.3243357058150359,80.01004798374771,203.87,91991763.51281077,5809585.256446383,8.923798116860635,78769277.20044085,0.7098565211572121,8.035534474096936
2010-8,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,0.3257952600045935,80.98160407036272,211.944,92162847.2446787,5806771.255396453,8.92611607696757,78803303.11994654,0.7099959887463769,8.034425732535938
2010-9,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,0.3271310980187472,82.05962117701431,214.065,92333930.97654665,5803957.2543465225,8.928434037074506,78837329.03945222,0.7101354563355418,8.03331699097494
2010-10,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,0.3286834890831647,83.15416428473746,223.199,92505014.70841455,5801143.253296593,8.93075199718144,78871354.95895791,0.7102749239247066,8.032208249413944
