, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Pernambuco - value,Pernambuco - Produção de Cimento (t),Pernambuco - Consumo de Cimento (t),Pernambuco - PIB - Estadual,Pernambuco - PIB - Construção Civil,Pernambuco - PIB - Per Capita,Pernambuco - PIB - Preços de Mercado,Pernambuco - IDH,Pernambuco - Desemprego
2003-1,0.7240323223220154,-5331.049150116268,11.520142924731228,1.6397179054162052,1.0365342950716354,177206913.03714657,7330309.193826131,0.9696488878423896,0.297418420703348,34.26608,99.743,82373814.66627769,5574893.494196955,8.646979080769697,75710612.08201192,0.6886847637485755,8.294029177587007
2003-2,0.6902970479188117,-5318.079644051534,11.189861881849811,1.3788993761097037,0.9934494214635804,177388401.60938227,7335910.173263511,0.9507826970690516,0.2989123652451414,34.12627230769231,86.997,82481024.06328838,5580364.1272626445,8.650960178969191,75754366.57653728,0.6890092125706886,8.288006054153223
2003-3,0.6696806488591152,-5436.417870121553,10.82079163233486,1.924316748240424,0.9730199952886446,177569890.18161798,7341511.152700892,0.9383319190618296,0.3003459310035061,34.41427230769231,83.033,82588233.46029906,5585834.760328334,8.654941277168687,75798121.07106265,0.6893336613928018,8.281982930719439
2003-4,0.6604937853917251,-5707.015273535643,10.417840426092068,1.3311738085719491,0.940488752580393,177751378.75385368,7347112.132138272,0.9264010581332036,0.3017294993903512,34.576093736263736,82.302,82695442.85730974,5591305.393394023,8.658922375368181,75841875.56558801,0.689658110214915,8.275959807285656
2003-5,0.6483369045565663,-5599.317940972945,9.959689613256948,1.7360716517829076,0.9174932274418915,177932867.32608938,7352713.111575652,0.9516834453474324,0.302367552318606,34.8901971845396,80.217,82802652.25432043,5596776.026459713,8.662903473567676,75885630.06011339,0.6899825590370282,8.26993668385187
2003-6,0.6327588982490451,-5720.383331634745,9.432414860416127,1.8491678046235127,0.9127593777790712,178114355.8983251,7358314.091013032,0.9096671663294,0.3028974131121962,34.742663851206274,67.24,82909861.65133111,5602246.659525402,8.666884571767172,75929384.55463874,0.6903070078591413,8.263913560418088
2003-7,0.6380135035998685,-5884.375046061743,8.822929754380787,1.67676361545111,0.9100665913481976,178295844.4705608,7363915.070450412,0.8904414926874215,0.3032959584874571,35.42117998023853,83.181,83017071.04834181,5607717.292591091,8.670865669966666,75973139.04916412,0.6906314566812546,8.257890436984304
2003-8,0.6346344548960355,-5959.855464930735,8.332469749880811,1.8097393112807352,0.8898926477529421,178477333.0427965,7369516.049887793,0.8702308928724296,0.3037436920369974,35.90308623023852,82.075,83124280.4453525,5613187.92565678,8.67484676816616,76016893.54368947,0.6909559055033677,8.25186731355052
2003-9,0.6323269495840285,-6014.809970017429,7.939983702859978,1.8316690419412016,0.8665147784673063,178658821.6150322,7375117.029325173,0.844478552685211,0.3041433548918498,36.220934715087004,85.846,83231489.84236318,5618658.558722469,8.678827866365657,76060648.03821483,0.6912803543254809,8.245844190116737
2003-10,0.629038170305887,-6121.266757398654,7.604976000172705,2.039285364639529,0.8493838484375612,178840310.1872679,7380718.008762553,0.8421829305905358,0.3042079707660211,36.80952295038113,90.177,83338699.23937386,5624129.191788158,8.682808964565151,76104402.5327402,0.6916048031475941,8.239821066682952
2003-11,0.6315074373857803,-6097.745583517717,7.313008932848318,1.7470011225975584,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,0.3041142047542811,37.00986580752398,86.905,83445908.63638455,5629599.824853848,8.686790062764645,76148157.02726556,0.6919292519697072,8.233797943249169
2003-12,0.6292469617617195,-6082.10009002275,7.034262103245153,1.9418352636981289,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,0.3039240696759744,37.37814358530176,86.156,83553118.03339523,5635070.457919537,8.690771160964141,76191911.52179094,0.6922537007918205,8.227774819815384
2004-1,0.6279521987366027,-6360.043009879893,6.775421109777445,1.2887103771069537,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,0.3037784222216253,37.69414358530177,76.341,83660327.43040591,5640541.090985226,8.694752259163636,76235666.0163163,0.6925781496139336,8.2217516963816
2004-2,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2447554117031494,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,0.3035802004089735,37.85074884845966,65.04,83758660.90259953,5641290.705690751,8.698015056735924,76271293.06441978,0.6928738562527887,8.219864150809585
2004-3,0.6110282002564377,-6382.974247910342,6.304693993612522,1.2465540316260806,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,0.3033078493725801,38.3383385920494,88.306,83856994.37479314,5642040.320396274,8.701277854308213,76306920.11252326,0.693169562891644,8.217976605237567
2004-4,0.602215193421453,-6659.524121320398,6.092845857236326,1.2127250214234362,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,0.3029597998324977,38.4821385920494,74.323,83955327.84698676,5642789.935101799,8.704540651880501,76342547.16062674,0.6934652695304993,8.21608905966555
2004-5,0.5930166849467975,-6639.092352241397,5.906435456003245,1.2817627267622196,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,0.302513921186528,38.57333371400062,78.114,84053661.31918037,5643539.549807323,8.70780344945279,76378174.20873022,0.6937609761693544,8.214201514093533
2004-6,0.574475450988554,-6748.885395968077,5.749095649630231,1.4699831580623657,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,0.3019476233115061,38.677286094953,69.976,84151994.79137398,5644289.164512848,8.711066247025078,76413801.2568337,0.6940566828082095,8.212313968521517
2004-7,0.5593363966337657,-6784.497815846861,5.627047610968012,1.277476010520013,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,0.3013194979297487,38.72507679262742,84.203,84250328.2635676,5645038.779218372,8.714329044597367,76449428.30493718,0.6943523894470648,8.2104264229495
2004-8,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,0.3005669320841097,38.7428949744456,80.313,84348661.73576121,5645788.393923895,8.717591842169655,76485055.35304068,0.69464809608592,8.208538877377482
2004-9,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,0.2997323768064417,39.014961641112265,87.563,84446995.20795482,5646538.00862942,8.720854639741944,76520682.40114416,0.6949438027247752,8.206651331805466
2004-10,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,0.2987734575496909,39.160157293286176,80.64,84545328.68014844,5647287.623334944,8.724117437314233,76556309.44924764,0.6952395093636303,8.20476378623345
2004-11,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,0.298061665408111,39.11700835711597,78.585,84643662.15234205,5648037.238040468,8.727380234886521,76591936.49735112,0.6955352160024856,8.202876240661432
2004-12,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,0.2972144610213575,39.3739041904493,87.633,84741995.62453566,5648786.852745992,8.73064303245881,76627563.5454546,0.6958309226413408,8.200988695089414
2005-1,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,0.2962827885616102,39.25535317004114,84.896,84840329.09672928,5649536.467451517,8.733905830031098,76663190.59355809,0.696126629280196,8.199101149517398
2005-2,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,0.295239204232187,39.01558323473586,81.24,84932374.52046514,5651837.880043846,8.736987096237964,76696088.05553958,0.6963943658334055,8.191448825916833
2005-3,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,0.2942458744155961,39.111140600593885,100.925,85024419.944201,5654139.292636176,8.74006836244483,76728985.51752108,0.696662102386615,8.18379650231627
2005-4,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,0.2931009753015571,39.07754607595922,83.152,85116465.36793686,5656440.705228506,8.743149628651697,76761882.97950259,0.6969298389398245,8.176144178715704
2005-5,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,0.2921085564426021,39.11208591962647,81.128,85208510.79167272,5658742.117820835,8.746230894858565,76794780.44148408,0.697197575493034,8.168491855115139
2005-6,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,0.2917767402002347,39.18726732238335,64.348,85300556.21540858,5661043.530413164,8.749312161065431,76827677.90346557,0.6974653120462435,8.160839531514576
2005-7,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,0.291264073406113,39.3837286177135,81.509,85392601.63914445,5663344.943005494,8.752393427272297,76860575.36544707,0.6977330485994531,8.15318720791401
2005-8,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,0.2907940349350651,39.31657654909054,65.4,85484647.0628803,5665646.355597824,8.755474693479163,76893472.82742858,0.6980007851526625,8.145534884313445
2005-9,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.290182817443189,39.25599471886303,73.556,85576692.48661616,5667947.768190153,8.75855595968603,76926370.28941007,0.6982685217058721,8.137882560712882
2005-10,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.2895305615768898,39.4548122699605,82.506,85668737.91035202,5670249.180782482,8.761637225892898,76959267.75139156,0.6985362582590815,8.130230237112317
2005-11,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.2893330634301728,39.45559368464579,79.647,85760783.33408788,5672550.593374812,8.764718492099764,76992165.21337306,0.698803994812291,8.122577913511751
2005-12,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.2892150809541706,39.8800371107095,101.349,85852828.75782375,5674852.005967142,8.76779975830663,77025062.67535457,0.6990717313655005,8.114925589911188
2006-1,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.2889148975108685,40.07334106020762,106.786,85944874.1815596,5677153.418559471,8.770881024513496,77057960.13733606,0.69933946791871,8.107273266310623
2006-2,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.2884891112922816,40.183855294389375,94.145,86029783.92795727,5681365.017240031,8.773706266889622,77087426.43941455,0.6995800064838861,8.105127535514615
2006-3,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.2880382727388798,40.67783705859202,116.66,86114693.67435493,5685576.61592059,8.776531509265748,77116892.74149305,0.6998205450490622,8.102981804718608
2006-4,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.2875837915830899,41.1694390681133,83.93,86199603.42075258,5689788.21460115,8.779356751641874,77146359.04357153,0.7000610836142382,8.1008360739226
2006-5,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.2871271383535103,41.59105744517582,100.055,86284513.16715024,5693999.813281709,8.782181994018,77175825.34565003,0.7003016221794143,8.098690343126595
2006-6,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.2866906733977343,42.17331711315899,85.454,86369422.9135479,5698211.411962269,8.785007236394126,77205291.64772852,0.7005421607445903,8.096544612330588
2006-7,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,0.2862568580933717,42.75146060332647,88.345,86454332.65994558,5702423.010642828,8.787832478770252,77234757.94980702,0.7007826993097663,8.09439888153458
2006-8,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.2862270083007926,43.47685619129991,103.376,86539242.40634324,5706634.609323388,8.79065772114638,77264224.2518855,0.7010232378749425,8.092253150738573
2006-9,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.2869017037337861,44.35624315490919,104.198,86624152.1527409,5710846.208003948,8.793482963522505,77293690.55396399,0.7012637764401185,8.090107419942566
2006-10,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.2873949553037319,45.26306522661932,101.954,86709061.89913855,5715057.806684507,8.796308205898631,77323156.85604249,0.7015043150052945,8.08796168914656
2006-11,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,0.2877545777068755,46.019716408932254,104.742,86793971.64553621,5719269.405365067,8.799133448274757,77352623.15812097,0.7017448535704707,8.085815958350553
2006-12,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,0.2880544330599116,46.92769004264277,103.693,86878881.39193387,5723481.004045626,8.801958690650883,77382089.46019948,0.7019853921356467,8.083670227554546
2007-1,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,0.2883164733055964,47.57113465187122,116.887,86963791.13833153,5727692.602726186,8.804783933027009,77411555.76227796,0.7022259307008227,8.081524496758538
2007-2,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,0.2886232831983308,48.17039549843918,92.475,87038189.63105471,5731137.798551922,8.807254633300534,77434105.92334953,0.7024400433755776,8.078878174347025
2007-3,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,0.2891413256262112,49.093126360963744,105.918,87112588.1237779,5734582.994377658,8.809725333574058,77456656.08442111,0.7026541560503324,8.076231851935512
2007-4,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.2895269470794891,49.7732077030121,92.821,87186986.61650106,5738028.190203393,8.81219603384758,77479206.24549268,0.7028682687250873,8.073585529524
2007-5,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.2898213546667939,50.65724161376827,103.828,87261385.10922424,5741473.386029129,8.814666734121106,77501756.40656427,0.7030823813998422,8.070939207112485
2007-6,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.2899787587121855,51.27155091364873,93.844,87335783.60194743,5744918.581854865,8.817137434394631,77524306.56763583,0.703296494074597,8.068292884700972
2007-7,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.2901012488858988,52.116556701225576,107.275,87410182.09467061,5748363.7776806,8.819608134668155,77546856.7287074,0.703510606749352,8.065646562289459
2007-8,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.2902815994058944,53.21351237639929,114.591,87484580.58739379,5751808.973506336,8.822078834941678,77569406.88977899,0.7037247194241069,8.063000239877946
2007-9,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.2904139986808093,54.21285800552804,108.729,87558979.08011697,5755254.169332072,8.824549535215203,77591957.05085056,0.7039388320988617,8.060353917466433
2007-10,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.2908432064611689,55.19058990933753,129.513,87633377.57284015,5758699.365157808,8.827020235488728,77614507.21192214,0.7041529447736166,8.057707595054918
2007-11,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.2914373420710521,55.97317720810032,129.76,87707776.06556332,5762144.560983544,8.829490935762252,77637057.37299371,0.7043670574483715,8.055061272643405
2007-12,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.291753755920866,56.72143401470143,124.946,87782174.5582865,5765589.756809279,8.831961636035775,77659607.53406529,0.7045811701231263,8.052414950231892
2008-1,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.29221372887937,57.29452374743597,138.629,87856573.05100968,5769034.952635015,8.8344323363093,77682157.69513686,0.7047952827978812,8.049768627820379
2008-2,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.2933014601317884,57.73964992472634,125.365,87918705.02903864,5772461.152930769,8.83641670535296,77700630.99777599,0.7049837416798271,8.05214563240484
2008-3,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.29442007949586,58.49544165187607,131.963,87980837.00706758,5775887.353226524,8.838401074396621,77719104.30041513,0.705172200561773,8.0545226369893
2008-4,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.2955707286133494,58.99700501092269,141.156,88042968.98509653,5779313.553522278,8.840385443440283,77737577.60305426,0.705360659443719,8.05689964157376
2008-5,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.2967541354915179,59.42020023424533,135.009,88105100.96312547,5782739.753818031,8.842369812483943,77756050.90569338,0.7055491183256649,8.059276646158223
2008-6,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,0.2979710129841303,59.87055008708349,112.269,88167232.94115442,5786165.954113785,8.844354181527603,77774524.20833251,0.7057375772076108,8.061653650742684
2008-7,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,0.2990175505267098,60.42379973961256,140.272,88229364.91918337,5789592.154409539,8.846338550571264,77792997.51097164,0.7059260360895567,8.064030655327144
2008-8,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,0.3003391973110637,61.03876584443473,139.433,88291496.89721231,5793018.354705294,8.848322919614926,77811470.81361078,0.7061144949715027,8.066407659911604
2008-9,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,0.3010639358622937,61.55800889858032,161.268,88353628.87524126,5796444.555001047,8.850307288658586,77829944.1162499,0.7063029538534485,8.068784664496066
2008-10,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,0.3012223487628755,62.07757554641035,170.072,88415760.8532702,5799870.755296801,8.852291657702246,77848417.41888903,0.7064914127353945,8.071161669080528
2008-11,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,0.3015045404661233,62.3986267774265,158.634,88477892.83129916,5803296.955592556,8.854276026745907,77866890.72152817,0.7066798716173405,8.073538673664988
2008-12,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,0.301989233583659,62.83235964208965,163.083,88540024.8093281,5806723.15588831,8.856260395789569,77885364.0241673,0.7068683304992863,8.075915678249448
2009-1,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,0.3026409642065926,63.09549575636407,157.457,88602156.78735705,5810149.356184064,8.858244764833229,77903837.32680643,0.7070567893812323,8.07829268283391
2009-2,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,0.3033414640208987,63.42378884012923,128.977,88799082.14854422,5811509.348397555,8.862548564115379,77958944.35652313,0.7072203665679815,8.075283869552994
2009-3,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,0.3040499983234,64.08096013281678,159.122,88996007.50973141,5812869.340611047,8.866852363397529,78014051.38623981,0.7073839437547308,8.072275056272078
2009-4,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,0.3051297671539549,64.21920163836481,139.26,89192932.87091859,5814229.332824538,8.871156162679679,78069158.4159565,0.70754752094148,8.069266242991162
2009-5,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,0.3062849267473114,65.20975253500467,141.445,89389858.23210578,5815589.32503803,8.875459961961827,78124265.4456732,0.7077110981282293,8.066257429710246
2009-6,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,0.3076821425040566,65.78731398237683,135.358,89586783.59329295,5816949.317251522,8.879763761243977,78179372.4753899,0.7078746753149785,8.06324861642933
