,Roraima - IDH,Roraima - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Roraima - PIB - Estadual,Roraima - PIB - Construção Civil,Roraima - PIB - Per Capita,Roraima - PIB - Preços de Mercado,Roraima - Desemprego,Roraima - value
2009-9,0.7364815633513959,4.99,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,6729026.736062773,347753.4843825948,12.21998650516587,5517093.423238964,8.021592685975934,0.3250908867269718
2009-10,0.7364788855266162,6.286,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,6743697.993204262,348055.73426947,12.218927026364486,5521441.89892081,8.018501672383543,0.3260731214202881
2009-11,0.7364762077018364,6.073,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,6758369.250345752,348357.98415634525,12.217867547563104,5525790.374602656,8.01541065879115,0.3272219076959475
2009-12,0.7364735298770567,5.412,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,6773040.507487241,348660.2340432205,12.216808068761722,5530138.850284501,8.012319645198758,0.3283519370525581
2010-1,0.736470852052277,7.224,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,6787711.764628731,348962.48393009574,12.215748589960338,5534487.325966347,8.009228631606366,0.3294620312691471
2010-2,0.7364616340863543,7.534,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,6801066.291524462,348851.5246036832,12.21500146527482,5537826.171481446,8.008194472708407,0.3305509826760877
2010-3,0.7364524161204317,7.626,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,6814420.818420195,348740.5652772706,12.214254340589305,5541165.016996547,8.007160313810449,0.3316175544896716
2010-4,0.736443198154509,6.218,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,6827775.345315928,348629.6059508581,12.213507215903784,5544503.862511646,8.00612615491249,0.3327421138316478
2010-5,0.7364339801885863,6.211,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,6841129.872211659,348518.6466244456,12.21276009121827,5547842.708026745,8.005091996014531,0.3339658491568656
2010-6,0.7364247622226636,6.338,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,6854484.399107391,348407.687298033,12.212012966532752,5551181.553541846,8.004057837116573,0.3350042574521692
2010-7,0.736415544256741,7.085,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,6867838.926003124,348296.72797162045,12.211265841847236,5554520.399056945,8.003023678218614,0.3360246838489087
2010-8,0.7364063262908184,7.315,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,6881193.452898856,348185.7686452079,12.210518717161715,5557859.244572044,8.001989519320654,0.3370264837668526
2010-9,0.7363971083248957,6.64,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,6894547.979794588,348074.80931879533,12.2097715924762,5561198.090087145,8.000955360422696,0.3380089384622411
2010-10,0.736387890358973,6.459,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,6907902.50669032,347963.8499923828,12.209024467790684,5564536.935602244,7.999921201524737,0.3389713371057193
2010-11,0.7363786723930503,8.807,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8037657062983529,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,6921257.033586052,347852.8906659703,12.208277343105166,5567875.781117343,7.998887042626778,0.3399213921226018
2010-12,0.7363694544271276,8.951,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7859094411250622,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,6934611.560481785,347741.9313395577,12.207530218419649,5571214.626632444,7.99785288372882,0.3408673417414928
