, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Paraná - Desemprego,Paraná - value,Paraná - Produção de Cimento (t),Paraná - PIB - Estadual,Paraná - PIB - Construção Civil,Paraná - PIB - Per Capita,Paraná - PIB - Preços de Mercado,Paraná - IDH,Paraná - Consumo de Cimento (t)
2013-9,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316,7.312228394230878,0.4534780988873888,487.768097335068,237711099.0691068,11177694.506588353,18.032174558411786,192448676.4056468,0.7856110525938397,410.278
2013-10,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813,7.349782089287061,0.4557269864116793,486.973110741825,237946621.8433196,11171478.979743904,18.03114385417654,192455797.66155,0.7856348095187992,404.608
2013-11,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995,7.387335784343243,0.4571805431135929,485.6497623852144,238182144.61753243,11165263.45289946,18.030113149941293,192462918.91745317,0.7856585664437586,403.326
2013-12,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329,7.424889479399426,0.4586675871998077,483.8937654018858,238417667.3917453,11159047.926055012,18.02908244570605,192470040.17335632,0.7856823233687181,321.629
2014-1,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8458265355767571,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775,7.462443174455609,0.4594535354216068,483.3782789812438,238653190.1659581,11152832.399210569,18.028051741470804,192477161.4292595,0.7857060802936776,365.083
2014-2,0.6267255529646644,-3998.777950768382,2.657054580116229,0.8449975925961759,0.5677726853077433,195539057.87683183,7838649.955390375,0.5806989603027664,7.491677997719957,0.4601981880166122,484.1455821816975,238849686.4914588,11146501.328603148,18.028319927015147,192492799.2756635,0.785690150295717,369.836
2014-3,0.6244938102208978,-3922.007671721373,2.686153730479649,0.9519917340746724,0.5596242995943259,195620407.09336025,7838156.45614092,0.586635485690803,7.520912820984304,0.4606493388686087,483.855696138208,239046182.81695944,11140170.257995728,18.028588112559486,192508437.1220675,0.7856742202977565,375.918
2014-4,0.6209952829426753,-3994.229497353106,2.7114317753143893,0.7872261937543699,0.5364320176075347,195701756.30988863,7837662.956891467,0.591883402393797,7.550147644248652,0.4609540718760969,483.5406569593408,239242679.14246008,11133839.187388306,18.02885629810383,192524074.9684715,0.785658290299796,382.0
2014-5,0.6257914627476894,-3354.8084163966905,2.7478086602191683,0.7628605212524775,0.5495264900123437,195783105.52641705,7837169.457642012,0.5752470773836221,7.579382467512999,0.4611704856479449,483.204672426572,239439175.46796072,11127508.116780886,18.029124483648168,192539712.81487548,0.7856423603018353,382.0
2014-6,0.6262539734123189,-3377.357259521218,2.7716833665507616,0.8204530479465566,0.5920559285981742,195864454.74294543,7836675.958392558,0.5716034891312047,7.608617290777347,0.4613418792502746,482.83295307184767,239635671.79346132,11121177.046173466,18.02939266919251,192555350.66127947,0.7856264303038747,382.0
