,Rio Grande Do Norte - Consumo de Cimento (t),Rio Grande do Norte - IDH, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Rio Grande Do Norte - Produção de Cimento (t),Rio Grande do Norte - PIB - Estadual,Rio Grande do Norte - PIB - Construção Civil,Rio Grande do Norte - PIB - Per Capita,Rio Grande do Norte - PIB - Preços de Mercado,Rio Grande do Norte - Desemprego
2004-7,32.727,0.6965368157023311,0.5593363966337657,-6784.497815846861,5.627047610968012,1.277476010520013,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,29.162593300025115,32356007.113630705,2034841.3200741915,9.152644925456396,29045741.39598027,8.21271739983764
2004-8,35.823,0.6969020800612094,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,29.312116027297847,32392933.23672572,2035984.3943510144,9.155183253047642,29057447.699953917,8.211033612019266
2004-9,37.225,0.6972673444200876,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,29.35440491618673,32429859.35982074,2037127.468627837,9.15772158063889,29069154.00392756,8.209349824200892
2004-10,33.551,0.6976326087789658,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,29.52903535096934,32466785.48291575,2038270.54290466,9.160259908230138,29080860.3079012,8.207666036382518
2004-11,35.805,0.6979978731378441,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,29.697928967990617,32503711.60601077,2039413.617181483,9.162798235821386,29092566.611874845,8.205982248564144
2004-12,39.511,0.6983631374967223,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,29.883053967990623,32540637.729105785,2040556.691458306,9.165336563412634,29104272.91584849,8.20429846074577
2005-1,38.146,0.6987284018556006,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,29.873523355745725,32577563.8522008,2041699.765735129,9.167874891003882,29115979.21982213,8.202614672927396
2005-2,30.35,0.6990551239466737,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,29.9917838323936,32610072.31846264,2043184.76152148,9.16933137102604,29123826.95717654,8.19493134778889
2005-3,33.791,0.6993818460377468,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,30.286766265393776,32642580.784724478,2044669.7573078305,9.170787851048196,29131674.69453095,8.187248022650383
2005-4,30.891,0.69970856812882,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,30.279589609725036,32675089.250986308,2046154.7530941807,9.172244331070354,29139522.43188536,8.179564697511877
2005-5,30.724,0.7000352902198931,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,30.368963284698616,32707597.717248145,2047639.748880532,9.173700811092512,29147370.169239767,8.17188137237337
2005-6,29.836,0.7003620123109662,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,30.45682171447461,32740106.18350998,2049124.7446668828,9.175157291114669,29155217.906594176,8.164198047234864
2005-7,39.965,0.7006887344020393,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,30.69620854757937,32772614.649771817,2050609.7404532332,9.176613771136829,29163065.643948585,8.156514722096357
2005-8,39.549,0.7010154564931124,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,30.812249753183306,32805123.11603365,2052094.7362395844,9.178070251158983,29170913.38130299,8.148831396957853
2005-9,40.932,0.7013421785841855,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,30.947321774207737,32837631.582295485,2053579.732025935,9.17952673118114,29178761.1186574,8.141148071819346
2005-10,44.399,0.7016689006752586,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,31.336809612606185,32870140.04855732,2055064.727812286,9.1809832112033,29186608.856011808,8.13346474668084
2005-11,43.484,0.7019956227663318,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,31.598413049147226,32902648.51481916,2056549.7235986367,9.182439691225458,29194456.593366217,8.125781421542333
2005-12,48.074,0.7023223448574049,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,31.958404894014176,32935156.981080998,2058034.719384988,9.183896171247614,29202304.330720626,8.118098096403827
2006-1,45.289,0.702649066948478,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,32.20852639104394,32967665.447342828,2059519.7151713383,9.185352651269772,29210152.068075035,8.11041477126532
2006-2,35.791,0.7029382384472469,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,32.3116123091383,32995550.316533457,2061203.866445884,9.18583895692475,29214378.193587244,8.108490387838946
2006-3,44.472,0.7032274099460158,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,32.59160599570075,33023435.18572409,2062888.0177204304,9.186325262579729,29218604.31909945,8.106566004412574
2006-4,32.34,0.7035165814447848,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,32.75126465022549,33051320.05491472,2064572.168994976,9.186811568234706,29222830.44461166,8.1046416209862
