,Maranhão - Produção de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Maranhão - Desemprego,Maranhão - Consumo de Cimento (t),Goiais-Maranhão - value,Maranhão - IDH,Maranhão - PIB - Estadual,Maranhão - PIB - Construção Civil,Maranhão - PIB - Per Capita,Maranhão - PIB - Preços de Mercado
2004-11,25.675392817253734,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,8.12620936313892,50.343,0.2239260720513494,0.644542623930396,44334560.03365801,2665135.5024107085,6.078119885354991,39127322.47069589
2004-12,25.703413650587056,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,8.124275685079759,60.595,0.2227587816622934,0.6449275159944359,44386568.28588457,2667028.847272861,6.080094381335153,39144636.58268073
2005-1,25.57863814038297,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,8.1223420070206,56.124,0.2215743832380191,0.6453124080584757,44438576.53811112,2668922.192135013,6.082068877315313,39161950.69466557
2005-2,25.46819402079896,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,8.115340521405113,39.81,0.2204718709273177,0.6456560842895674,44486750.20388992,2671416.680778648,6.083792628767321,39176947.40006623
2005-3,25.61340253299737,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,8.108339035789625,44.937,0.2193108169298461,0.6459997605206591,44534923.86966871,2673911.169422282,6.085516380219328,39191944.10546689
2005-4,25.492445988377447,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,8.101337550174136,41.661,0.2183303791790452,0.6463434367517509,44583097.53544749,2676405.658065916,6.087240131671335,39206940.81086754
2005-5,25.495386832059754,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,8.09433606455865,47.35,0.2170630621420549,0.6466871129828426,44631271.20122629,2678900.14670955,6.088963883123342,39221937.51626819
2005-6,25.468458065936836,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,8.087334578943162,50.153,0.2161029421382479,0.6470307892139344,44679444.86700508,2681394.635353185,6.09068763457535,39236934.22166885
2005-7,25.494891978056312,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,8.080333093327674,53.112,0.2149543543359519,0.6473744654450262,44727618.532783866,2683889.123996819,6.092411386027357,39251930.9270695
2005-8,25.570682342628515,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,8.073331607712186,51.788,0.2142924554927298,0.6477181416761179,44775792.19856266,2686383.612640453,6.094135137479364,39266927.63247016
2005-9,25.659009883008324,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,8.066330122096698,46.69,0.2139141743316138,0.6480618179072096,44823965.86434145,2688878.101284088,6.095858888931372,39281924.337870814
2005-10,25.826316897001323,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,8.059328636481212,45.263,0.2145928761895402,0.6484054941383014,44872139.530120246,2691372.589927722,6.097582640383379,39296921.04327147
2005-11,26.055280836850123,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,8.052327150865723,44.122,0.2153320461310389,0.6487491703693931,44920313.19589904,2693867.078571356,6.099306391835386,39311917.74867213
2005-12,26.370504099086503,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,8.045325665250235,58.448,0.2162349920492057,0.6490928466004848,44968486.86167783,2696361.5672149905,6.101030143287393,39326914.45407278
2006-1,26.42275912857941,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,8.038324179634747,60.434,0.2171842208871898,0.6494365228315766,45016660.52745662,2698856.0558586246,6.102753894739401,39341911.15947344
2006-2,26.26928301416236,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,8.035768898504116,46.215,0.2182074003526272,0.6497398850956043,45057003.69327578,2696594.808996075,6.103420846015803,39349542.95769026
2006-3,26.122715550471487,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,8.033213617373484,47.645,0.2194260963760435,0.650043247359632,45097346.85909493,2694333.562133525,6.104087797292205,39357174.75590709
2006-4,26.175381927134385,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,8.030658336242853,34.471,0.2207745894333218,0.6503466096236599,45137690.02491409,2692072.315270975,6.104754748568607,39364806.55412392
2006-5,26.432034862504683,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,8.028103055112222,48.018,0.2222843391881786,0.6506499718876876,45178033.19073325,2689811.0684084254,6.105421699845009,39372438.35234075
2006-6,26.72741789760132,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,8.025547773981591,51.261,0.2238473801571237,0.6509533341517153,45218376.35655241,2687549.821545876,6.106088651121412,39380070.15055758
2006-7,27.102913220100294,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,8.02299249285096,55.481,0.2256656364768914,0.651256696415743,45258719.52237157,2685288.5746833263,6.106755602397813,39387701.94877441
2006-8,27.375252538264903,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,8.020437211720328,67.221,0.2284921850401829,0.6515600586797707,45299062.68819073,2683027.3278207765,6.107422553674216,39395333.74699124
2006-9,27.46207512637349,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,8.017881930589697,66.365,0.2315728676794439,0.6518634209437985,45339405.85400988,2680766.0809582267,6.108089504950618,39402965.54520807
2006-10,27.571826520135104,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,8.015326649459066,67.593,0.2351505550655339,0.6521667832078262,45379749.01982904,2678504.834095677,6.10875645622702,39410597.343424894
2006-11,27.673197507558218,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,8.012771368328433,72.762,0.2388400913766284,0.652470145471854,45420092.1856482,2676243.587233127,6.109423407503423,39418229.14164172
2006-12,27.65639760327872,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,8.010216087197803,76.473,0.2425505815669402,0.6527735077358817,45460435.35146736,2673982.3403705773,6.110090358779824,39425860.93985856
2007-1,27.686193194149972,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,8.007660806067172,66.018,0.2464238836058105,0.6530768699999094,45500778.51728652,2671721.0935080275,6.1107573100562265,39433492.73807538
2007-2,27.600326970757468,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,8.005216172226618,46.901,0.2501963223888267,0.6533408201627572,45540784.407918975,2673339.016075691,6.112302311069727,39444312.37509348
2007-3,27.88498274524641,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,8.002771538386064,58.996,0.2538641683370207,0.6536047703256049,45580790.29855143,2674956.9386433545,6.113847312083228,39455132.01211157
2007-4,27.84887213733313,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,8.00032690454551,47.399,0.2573244408147182,0.6538687204884528,45620796.18918389,2676574.8612110177,6.115392313096728,39465951.64912966
2007-5,28.091084915883247,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,7.997882270704955,60.944,0.2607528910521809,0.6541326706513005,45660802.07981634,2678192.7837786814,6.116937314110229,39476771.28614775
2007-6,28.260629774736785,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,7.995437636864401,67.694,0.2643996222544283,0.6543966208141483,45700807.9704488,2679810.706346345,6.118482315123729,39487590.92316584
2007-7,28.50712307491638,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,7.992993003023846,75.379,0.2681403708282279,0.654660570976996,45740813.86108126,2681428.6289140084,6.12002731613723,39498410.560183935
2007-8,28.486474729954335,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,7.990548369183292,81.215,0.2717155956546009,0.6549245211398438,45780819.75171372,2683046.551481672,6.12157231715073,39509230.19720203
2007-9,28.55538886030793,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,7.988103735342738,73.794,0.2755405576987208,0.6551884713026915,45820825.64234617,2684664.474049336,6.123117318164231,39520049.83422012
2007-10,28.73666190066098,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,7.985659101502184,81.122,0.2790431369511107,0.6554524214655393,45860831.532978624,2686282.396616999,6.124662319177731,39530869.47123821
2007-11,28.770219961960155,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,7.983214467661631,77.051,0.2815013055380816,0.6557163716283871,45900837.42361108,2687900.3191846623,6.126207320191232,39541689.1082563
2007-12,28.832953413493016,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,7.980769833821076,80.334,0.283994555730062,0.6559803217912349,45940843.31424354,2689518.2417523256,6.127752321204732,39552508.7452744
2008-1,28.781227889297234,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,7.978325199980522,76.203,0.2865814856010999,0.6562442719540826,45980849.204876,2691136.1643199893,6.129297322218233,39563328.38229249
2008-2,28.860359904822083,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,7.980788985193453,62.689,0.2891610216156695,0.6564697118816345,46007489.28587408,2691060.7933042026,6.129047917367176,39563761.92913851
2008-3,29.04150433116208,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,7.983252770406384,59.277,0.2917927281720581,0.6566951518091864,46034129.36687216,2690985.422288416,6.12879851251612,39564195.47598454
2008-4,29.096193898114947,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,7.985716555619316,66.515,0.2945757206576911,0.6569205917367382,46060769.44787024,2690910.0512726293,6.128549107665063,39564629.02283057
2008-5,29.24570026486965,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,7.988180340832247,75.316,0.2973165600704333,0.6571460316642902,46087409.52886832,2690834.680256842,6.128299702814006,39565062.56967659
2008-6,29.416693436346485,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,7.990644126045178,73.736,0.2999702788639486,0.6573714715918421,46114049.6098664,2690759.309241056,6.12805029796295,39565496.11652263
2008-7,29.50359701876986,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,7.993107911258109,90.155,0.3024421747559247,0.6575969115193939,46140689.69086447,2690683.9382252693,6.1278008931118935,39565929.66336865
2008-8,29.56157015751822,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,7.995571696471041,92.746,0.3047233285983539,0.6578223514469458,46167329.77186255,2690608.5672094827,6.127551488260837,39566363.210214674
2008-9,29.58020929260502,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,7.998035481683972,94.415,0.3062504947934186,0.6580477913744976,46193969.85286063,2690533.196193696,6.127302083409781,39566796.75706071
2008-10,29.708089581711786,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,8.000499266896904,92.246,0.3075704463671732,0.6582732313020496,46220609.93385871,2690457.8251779093,6.127052678558724,39567230.30390673
2008-11,29.646809236029675,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,8.002963052109834,90.225,0.3082728931284312,0.6584986712296015,46247250.01485679,2690382.4541621227,6.126803273707667,39567663.85075276
2008-12,29.72292376110052,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,8.005426837322766,89.682,0.3090613176539781,0.6587241111571533,46273890.09585487,2690307.083146336,6.126553868856611,39568097.39759879
2009-1,29.8092610296275,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,8.007890622535697,87.597,0.3098697000231015,0.6589495510847052,46300530.17685295,2690231.7121305494,6.126304464005554,39568530.94444481
2009-2,29.72130323035153,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,8.004875328407147,65.82,0.3103890023989645,0.6591373826428453,46401352.52743065,2691102.7434676387,6.128591967596633,39595207.03906718
2009-3,29.932731317282016,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,8.001860034278597,73.529,0.3110459958685592,0.6593252142009853,46502174.87800835,2691973.7748047286,6.130879471187712,39621883.13368955
2009-4,29.863236390180703,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,7.998844740150046,60.861,0.3119272576549171,0.6595130457591253,46602997.228586055,2692844.806141818,6.133166974778791,39648559.22831192
2009-5,30.064509130034736,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,7.995829446021497,74.791,0.3129803763659415,0.6597008773172653,46703819.57916376,2693715.837478908,6.13545447836987,39675235.322934285
2009-6,30.218946358894968,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,7.992814151892946,92.624,0.3141074679029571,0.6598887088754054,46804641.929741465,2694586.868815997,6.137741981960949,39701911.41755665
2009-7,30.30317730959208,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,7.989798857764396,112.502,0.3152647708753761,0.6600765404335454,46905464.28031917,2695457.9001530865,6.140029485552029,39728587.51217902
2009-8,30.42740290621811,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,7.986783563635845,108.962,0.316369350468175,0.6602643719916854,47006286.63089687,2696328.9314901764,6.142316989143108,39755263.60680139
2009-9,30.65452388940717,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,7.983768269507295,122.241,0.3176888148521255,0.6604522035498255,47107108.98147457,2697199.9628272657,6.144604492734187,39781939.70142376
2009-10,30.823465420613275,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,7.980752975378746,105.851,0.3186714323450521,0.6606400351079655,47207931.33205228,2698070.994164356,6.146891996325266,39808615.79604612
2009-11,30.893502227142918,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,7.977737681250195,109.385,0.3196026220469693,0.6608278666661056,47308753.68262997,2698942.025501445,6.149179499916345,39835291.8906685
2009-12,30.99544676316705,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,7.974722387121645,109.423,0.3206659142206201,0.6610156982242456,47409576.03320768,2699813.056838535,6.151467003507424,39861967.98529086
2010-1,31.4456609131604,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,7.971707092993094,104.353,0.3217898194959375,0.6612035297823856,47510398.38378538,2700684.088175624,6.153754507098503,39888644.07991323
2010-2,31.959179954463725,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,7.970858539367317,95.21,0.3228144793713424,0.6613546548369978,47606348.95634522,2700756.1819344847,6.156176626564204,39912981.03811093
2010-3,32.47035995547682,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,7.970009985741539,106.28,0.3238482234071724,0.6615057798916102,47702299.52890506,2700828.275693346,6.158598746029904,39937317.99630863
2010-4,33.04231619270774,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,7.969161432115762,90.89,0.3249513967793176,0.6616569049462224,47798250.1014649,2700900.3694522064,6.161020865495605,39961654.95450632
2010-5,33.87176766810759,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,7.968312878489984,103.744,0.3257753901695549,0.6618080300008347,47894200.67402474,2700972.463211067,6.163442984961306,39985991.91270402
2010-6,34.641422104908365,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,7.967464324864206,114.609,0.3265806724164757,0.6619591550554469,47990151.24658458,2701044.556969928,6.165865104427007,40010328.87090172
2010-7,35.29253901651167,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,7.966615771238429,129.681,0.3273278233053028,0.6621102801100591,48086101.81914441,2701116.6507287887,6.168287223892707,40034665.82909942
2010-8,36.27410926136354,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,7.965767217612651,120.786,0.3280765100103922,0.6622614051646715,48182052.391704254,2701188.7444876493,6.170709343358408,40059002.78729712
2010-9,37.22526312062569,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,7.964918663986873,122.791,0.328859227998393,0.6624125302192837,48278002.964264095,2701260.8382465104,6.1731314628241085,40083339.74549482
