Ano,Acre - IDH Renda
2008,0.657765202021524
2009,0.6586350573081358
2010,0.659404035654593
2011,0.6600771905405953
2012,0.6606595754458415
2012,0.6619191000000001
2013,0.6612456916666667
2014,0.6605161659722223
2015,0.6631528143308082
2016,0.6621667065426998
2017,0.6623636798647634
2018,0.6630331053070146
2019,0.6618542966985614
2020,0.6612955963984306
2021,0.6606861051619244
2022,0.6612030238130084
