Ano,Acre
2014,0.7961881463068182
2015,0.8080259497675619
2016,0.8079373997464312
2017,0.8072953451779251
2018,0.8061403765577364
2019,0.8044258653357125
2020,0.8021009440025954
2021,0.800019211639195
2022,0.8011118672427582
