Ano,Paraná - IDH Renda
2008,0.7685476106559482
2009,0.7671371338017495
2010,0.7661105269810071
2011,0.7654584795809785
2012,0.7649212686868688
2013,0.7655813744107745
2014,0.7659631556116723
2015,0.7660434185793116
2016,0.758773565208057
2017,0.7590257074996987
2018,0.7590280445451257
2019,0.7583942304128645
2020,0.7578846149958521
2021,0.7585104890863842
2022,0.7598296244578736
