Ano,Paraná - IDH Educacao
2008,0.7456482596661345
2009,0.748600535300483
2010,0.7513867932006107
2011,0.7539975733418177
2012,0.7559769602693601
2013,0.7591417069584736
2014,0.760986849205013
2015,0.7621524199720975
2016,0.771114357854995
2017,0.7709429358418127
2018,0.7715741118274321
2019,0.7710808492662895
2020,0.7703609264723159
2021,0.7684846470607082
2022,0.7674377967934998
